Month,Harmonised System Code,Harmonised System Description,Unit Qty,Country,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,
202206,204300032,"Meat; of sheep, lamb carcasses and half-carcasses, YL grade, frozen",KGM,Germany,"30,094","2,642",0,0,"30,094","2,642",Final,,,
202206,204300032,"Meat; of sheep, lamb carcasses and half-carcasses, YL grade, frozen",KGM,Malaysia,"36,789","2,920",0,0,"36,789","2,920",Final,,,
202206,204300032,"Meat; of sheep, lamb carcasses and half-carcasses, YL grade, frozen",KGM,Oman,"11,303","1,019",0,0,"11,303","1,019",Final,,,
202206,204300032,"Meat; of sheep, lamb carcasses and half-carcasses, YL grade, frozen",KGM,United States of America,"1,001,538","86,937",0,0,"1,001,538","86,937",Final,,,
202206,204300038,"Meat; of sheep, lamb carcasses and half-carcasses, YM grade, frozen",KGM,Canada,"634,143","60,820",0,0,"634,143","60,820",Final,,,
202206,204300038,"Meat; of sheep, lamb carcasses and half-carcasses, YM grade, frozen",KGM,Germany,"351,136","32,321",0,0,"351,136","32,321",Final,,,
202206,204300038,"Meat; of sheep, lamb carcasses and half-carcasses, YM grade, frozen",KGM,Malaysia,"430,241","34,303",0,0,"430,241","34,303",Final,,,
202206,204300038,"Meat; of sheep, lamb carcasses and half-carcasses, YM grade, frozen",KGM,Oman,"13,896","1,173",0,0,"13,896","1,173",Final,,,
202206,204300038,"Meat; of sheep, lamb carcasses and half-carcasses, YM grade, frozen",KGM,French Polynesia,"17,767","1,579",0,0,"17,767","1,579",Final,,,
202206,204300038,"Meat; of sheep, lamb carcasses and half-carcasses, YM grade, frozen",KGM,Taiwan,"203,151","19,205",0,0,"203,151","19,205",Final,,,
202206,204300038,"Meat; of sheep, lamb carcasses and half-carcasses, YM grade, frozen",KGM,United States of America,"701,956","57,981",0,0,"701,956","57,981",Final,,,
202206,204300042,"Meat; of sheep, lamb carcasses and half-carcasses, YX grade, frozen",KGM,Cambodia,"25,747","2,007",0,0,"25,747","2,007",Final,,,
202206,204300042,"Meat; of sheep, lamb carcasses and half-carcasses, YX grade, frozen",KGM,Malaysia,"161,559","13,046",0,0,"161,559","13,046",Final,,,
202206,204300042,"Meat; of sheep, lamb carcasses and half-carcasses, YX grade, frozen",KGM,United States of America,"230,723","21,609",0,0,"230,723","21,609",Final,,,
202206,204300048,"Meat; of sheep, lamb carcasses and half-carcasses n.e.c. in item no. 0204.30, frozen",KGM,"China, People's Republic of",499,57,0,0,499,57,Final,,,
202206,204410022,"Meat; of sheep, mutton carcasses and half-carcasses, MF grade, frozen",KGM,"China, People's Republic of","165,612","21,668",0,0,"165,612","21,668",Final,,,
202206,204410022,"Meat; of sheep, mutton carcasses and half-carcasses, MF grade, frozen",KGM,Japan,"380,897","54,449",0,0,"380,897","54,449",Final,,,
202206,204410028,"Meat; of sheep, mutton carcasses and half-carcasses, MH grade, frozen",KGM,"China, People's Republic of","163,252","22,497",0,0,"163,252","22,497",Final,,,
202206,204410028,"Meat; of sheep, mutton carcasses and half-carcasses, MH grade, frozen",KGM,Japan,"163,733","34,869",0,0,"163,733","34,869",Final,,,
202206,204410032,"Meat; of sheep, mutton carcasses and half-carcasses, ML grade, frozen",KGM,"China, People's Republic of","1,372,891","172,930",0,0,"1,372,891","172,930",Final,,,
202206,204410032,"Meat; of sheep, mutton carcasses and half-carcasses, ML grade, frozen",KGM,Japan,"71,148","8,788",0,0,"71,148","8,788",Final,,,
202206,204410032,"Meat; of sheep, mutton carcasses and half-carcasses, ML grade, frozen",KGM,Taiwan,"32,691","4,934",0,0,"32,691","4,934",Final,,,
202206,204410038,"Meat; of sheep, mutton carcasses and half-carcasses, MM grade, frozen",KGM,"China, People's Republic of","130,050","18,476",0,0,"130,050","18,476",Final,,,
202206,204410038,"Meat; of sheep, mutton carcasses and half-carcasses, MM grade, frozen",KGM,Japan,"38,454","4,491",0,0,"38,454","4,491",Final,,,
202206,204410038,"Meat; of sheep, mutton carcasses and half-carcasses, MM grade, frozen",KGM,Taiwan,"18,214","2,101",0,0,"18,214","2,101",Final,,,
202206,204410042,"Meat; of sheep, mutton carcasses and half-carcasses, MX grade, frozen",KGM,"China, People's Republic of","7,711,014","1,018,296",0,0,"7,711,014","1,018,296",Final,,,
202206,204410042,"Meat; of sheep, mutton carcasses and half-carcasses, MX grade, frozen",KGM,Japan,"54,271","6,703",0,0,"54,271","6,703",Final,,,
202206,204410042,"Meat; of sheep, mutton carcasses and half-carcasses, MX grade, frozen",KGM,Malaysia,"1,605,979","191,883",0,0,"1,605,979","191,883",Final,,,
202206,204410042,"Meat; of sheep, mutton carcasses and half-carcasses, MX grade, frozen",KGM,Taiwan,"1,434,608","157,305",0,0,"1,434,608","157,305",Final,,,
202206,204410048,"Meat; of sheep, mutton carcasses and half-carcasses n.e.c. in item no. 0204.41, frozen",KGM,"China, People's Republic of","214,818","31,546",0,0,"214,818","31,546",Final,,,
202206,204410058,"Meat; of sheep, ram carcasses and half-carcasses, frozen",KGM,"China, People's Republic of","8,119","1,121",0,0,"8,119","1,121",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Barbados,"1,959,649","168,415",0,0,"1,959,649","168,415",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Belgium,"2,114,291","124,478",0,0,"2,114,291","124,478",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Bahrain,"108,178","7,839",0,0,"108,178","7,839",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Bermuda,"473,456","11,650",0,0,"473,456","11,650",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Bahamas,"354,924","10,036",0,0,"354,924","10,036",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Canada,"6,124,753","370,785",0,0,"6,124,753","370,785",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Cook Islands,"254,610","23,408",0,0,"254,610","23,408",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,"China, People's Republic of","87,301,738","10,184,151",0,0,"87,301,738","10,184,151",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Cyprus,"598,058","46,142",0,0,"598,058","46,142",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Germany,"19,876,954","1,198,865",0,0,"19,876,954","1,198,865",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Spain,"183,018","12,811",0,0,"183,018","12,811",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Finland,"39,810","2,751",0,0,"39,810","2,751",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Fiji,"1,869,006","177,073",0,0,"1,869,006","177,073",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,France,"6,555,639","472,098",0,0,"6,555,639","472,098",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,United Kingdom,"28,438,155","2,259,611",0,0,"28,438,155","2,259,611",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Guadeloupe,"366,024","26,266",0,0,"366,024","26,266",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Greece,"5,148,838","418,290",0,0,"5,148,838","418,290",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Hong Kong (Special Administrative Region),"3,030,342","104,071",0,0,"3,030,342","104,071",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Indonesia,"24,410",679,0,0,"24,410",679,Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Ireland,"747,833","63,309",0,0,"747,833","63,309",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Italy,"889,499","58,098",0,0,"889,499","58,098",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Jordan,"12,373,590","1,130,917",0,0,"12,373,590","1,130,917",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Japan,"2,703,390","239,079",0,0,"2,703,390","239,079",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Cambodia,"61,504","1,477",0,0,"61,504","1,477",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Kiribati,"24,919","1,772",0,0,"24,919","1,772",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,"Korea, Republic of","3,100,750","208,184",0,0,"3,100,750","208,184",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,St Lucia,"26,791","2,170",0,0,"26,791","2,170",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Malta,"141,682","9,407",0,0,"141,682","9,407",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Mauritius,"456,519","33,218",0,0,"456,519","33,218",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Mexico,"757,845","24,267",0,0,"757,845","24,267",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Malaysia,"4,587,928","381,848",0,0,"4,587,928","381,848",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Netherlands,"8,574,659","563,808",0,0,"8,574,659","563,808",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Niue,"2,782",144,0,0,"2,782",144,Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Oman,"177,447","9,645",0,0,"177,447","9,645",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,French Polynesia,"500,759","35,809",0,0,"500,759","35,809",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Papua New Guinea,"259,636","25,905",0,0,"259,636","25,905",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Philippines,"27,052",994,0,0,"27,052",994,Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Portugal,"448,695","34,395",0,0,"448,695","34,395",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Reunion,"160,747","11,852",0,0,"160,747","11,852",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Saudi Arabia,"8,376,037","791,577",0,0,"8,376,037","791,577",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Sweden,"2,844,319","233,794",0,0,"2,844,319","233,794",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Singapore,"443,747","28,563",0,0,"443,747","28,563",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Thailand,"513,410","31,773",0,0,"513,410","31,773",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Tonga,"13,817","1,262",0,0,"13,817","1,262",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Trinidad and Tobago,"595,216","50,545",0,0,"595,216","50,545",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Taiwan,"1,639,515","120,080",0,0,"1,639,515","120,080",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,United States of America,"40,024,247","1,771,830",0,0,"40,024,247","1,771,830",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Viet Nam,"28,914","1,099",0,0,"28,914","1,099",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Vanuatu,"2,200",251,0,0,"2,200",251,Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Wallis and Futuna,"13,567","1,038",0,0,"13,567","1,038",Final,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Samoa,"41,844","3,563",0,0,"41,844","3,563",Final,,,
202206,204420009,"Meat; of sheep (excluding lamb), cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Canada,"253,326","32,287",0,0,"253,326","32,287",Final,,,
202206,204420009,"Meat; of sheep (excluding lamb), cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,"China, People's Republic of","13,426,239","2,469,903",0,0,"13,426,239","2,469,903",Final,,,
202206,204420009,"Meat; of sheep (excluding lamb), cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Germany,"15,269",641,0,0,"15,269",641,Final,,,
202206,204420009,"Meat; of sheep (excluding lamb), cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Hong Kong (Special Administrative Region),"4,104",262,0,0,"4,104",262,Final,,,
202206,204420009,"Meat; of sheep (excluding lamb), cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Indonesia,"244,637","23,255",0,0,"244,637","23,255",Final,,,
202206,204420009,"Meat; of sheep (excluding lamb), cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,"Korea, Republic of","150,592","17,990",0,0,"150,592","17,990",Final,,,
202206,204420009,"Meat; of sheep (excluding lamb), cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Malaysia,"2,269,968","220,884",0,0,"2,269,968","220,884",Final,,,
202206,204420009,"Meat; of sheep (excluding lamb), cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Netherlands,"37,022","1,474",0,0,"37,022","1,474",Final,,,
202206,204420009,"Meat; of sheep (excluding lamb), cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Saudi Arabia,"155,731","24,482",0,0,"155,731","24,482",Final,,,
202206,204420009,"Meat; of sheep (excluding lamb), cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Singapore,"599,083","62,580",0,0,"599,083","62,580",Final,,,
202206,204420009,"Meat; of sheep (excluding lamb), cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,Taiwan,"662,685","76,316",0,0,"662,685","76,316",Final,,,
202206,204420009,"Meat; of sheep (excluding lamb), cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,United States of America,"576,634","49,963",0,0,"576,634","49,963",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Barbados,"31,651","2,582",0,0,"31,651","2,582",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Belgium,"1,829,629","63,396",0,0,"1,829,629","63,396",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Bahrain,"8,722",486,0,0,"8,722",486,Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Bermuda,"6,227",304,0,0,"6,227",304,Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Canada,"2,564,842","137,453",0,0,"2,564,842","137,453",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,"China, People's Republic of","2,378,949","454,127",0,0,"2,378,949","454,127",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Germany,"8,965,359","353,973",0,0,"8,965,359","353,973",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Denmark,"665,704","33,361",0,0,"665,704","33,361",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Finland,"216,817","9,975",0,0,"216,817","9,975",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Fiji,"182,817","53,147",0,0,"182,817","53,147",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,France,"1,073,355","56,276",0,0,"1,073,355","56,276",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,United Kingdom,"7,814,220","677,672",0,0,"7,814,220","677,672",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Guadeloupe,"58,595","2,897",0,0,"58,595","2,897",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Greece,"27,960","1,654",0,0,"27,960","1,654",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Hong Kong (Special Administrative Region),"618,166","30,679",0,0,"618,166","30,679",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Indonesia,"6,808",251,0,0,"6,808",251,Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Japan,"1,709,071","88,883",0,0,"1,709,071","88,883",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Cambodia,"60,760","2,993",0,0,"60,760","2,993",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,"Korea, Republic of","244,897","11,129",0,0,"244,897","11,129",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,St Lucia,"2,043",100,0,0,"2,043",100,Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Malta,"57,140","3,861",0,0,"57,140","3,861",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Mauritius,"70,621","3,435",0,0,"70,621","3,435",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Malaysia,"100,550","5,380",0,0,"100,550","5,380",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Netherlands,"6,389,091","287,110",0,0,"6,389,091","287,110",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Niue,"1,104",42,0,0,"1,104",42,Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Oman,"58,252","3,203",0,0,"58,252","3,203",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,French Polynesia,"67,131","3,117",0,0,"67,131","3,117",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Reunion,"35,467","1,978",0,0,"35,467","1,978",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Sweden,"392,447","16,044",0,0,"392,447","16,044",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Singapore,"15,337",379,0,0,"15,337",379,Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Thailand,"110,288","6,680",0,0,"110,288","6,680",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Trinidad and Tobago,"11,967",638,0,0,"11,967",638,Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Taiwan,"1,722,092","108,066",0,0,"1,722,092","108,066",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,United States of America,"4,100,965","242,497",0,0,"4,100,965","242,497",Final,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,Viet Nam,"7,596",283,0,0,"7,596",283,Final,,,
202206,204430009,"Meat; of sheep (excluding lamb), boneless cuts, frozen",KGM,Australia,"59,790","14,990",0,0,"59,790","14,990",Final,,,
202206,204430009,"Meat; of sheep (excluding lamb), boneless cuts, frozen",KGM,Belgium,"925,824","48,572",0,0,"925,824","48,572",Final,,,
202206,204430009,"Meat; of sheep (excluding lamb), boneless cuts, frozen",KGM,"China, People's Republic of","123,196","21,531",0,0,"123,196","21,531",Final,,,
202206,204430009,"Meat; of sheep (excluding lamb), boneless cuts, frozen",KGM,Germany,"1,333,061","50,566",0,0,"1,333,061","50,566",Final,,,
202206,204430009,"Meat; of sheep (excluding lamb), boneless cuts, frozen",KGM,Fiji,"14,304","4,541",0,0,"14,304","4,541",Final,,,
202206,204430009,"Meat; of sheep (excluding lamb), boneless cuts, frozen",KGM,United Kingdom,"58,357","5,440",0,0,"58,357","5,440",Final,,,
202206,204430009,"Meat; of sheep (excluding lamb), boneless cuts, frozen",KGM,Greece,"67,362","5,440",0,0,"67,362","5,440",Final,,,
202206,204430009,"Meat; of sheep (excluding lamb), boneless cuts, frozen",KGM,Malaysia,"164,716","11,906",0,0,"164,716","11,906",Final,,,
202206,204430009,"Meat; of sheep (excluding lamb), boneless cuts, frozen",KGM,Netherlands,"1,306,480","60,271",0,0,"1,306,480","60,271",Final,,,
202206,204430009,"Meat; of sheep (excluding lamb), boneless cuts, frozen",KGM,French Polynesia,"15,999","1,170",0,0,"15,999","1,170",Final,,,
202206,204430009,"Meat; of sheep (excluding lamb), boneless cuts, frozen",KGM,Singapore,"15,758","1,195",0,0,"15,758","1,195",Final,,,
202206,204430009,"Meat; of sheep (excluding lamb), boneless cuts, frozen",KGM,Taiwan,"1,009,203","78,748",0,0,"1,009,203","78,748",Final,,,
202206,204500000,"Meat; of goats, fresh, chilled or frozen",KGM,Canada,"81,914","5,678",0,0,"81,914","5,678",Final,,,
202206,204500000,"Meat; of goats, fresh, chilled or frozen",KGM,Guadeloupe,"310,479","18,497",0,0,"310,479","18,497",Final,,,
202206,204500000,"Meat; of goats, fresh, chilled or frozen",KGM,"Korea, Republic of","186,168","15,242",0,0,"186,168","15,242",Final,,,
202206,204500000,"Meat; of goats, fresh, chilled or frozen",KGM,St Lucia,"8,287",600,0,0,"8,287",600,Final,,,
202206,204500000,"Meat; of goats, fresh, chilled or frozen",KGM,Martinique,"289,185","17,541",0,0,"289,185","17,541",Final,,,
202206,204500000,"Meat; of goats, fresh, chilled or frozen",KGM,Reunion,"13,572","1,009",0,0,"13,572","1,009",Final,,,
202206,204500000,"Meat; of goats, fresh, chilled or frozen",KGM,United States of America,"240,959","15,662",0,0,"240,959","15,662",Final,,,
202206,206100029,"Offal, edible; of bovine animals, tongues, fresh or chilled",KGM,Japan,"218,503","8,577",0,0,"218,503","8,577",Final,,,
202206,206100039,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.10, fresh or chilled",KGM,United Arab Emirates,"2,952",207,0,0,"2,952",207,Final,,,
202206,206100039,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.10, fresh or chilled",KGM,Belgium,"4,333",254,0,0,"4,333",254,Final,,,
202206,206100039,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.10, fresh or chilled",KGM,Hong Kong (Special Administrative Region),"4,232",263,0,0,"4,232",263,Final,,,
202206,206100039,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.10, fresh or chilled",KGM,Japan,"271,793","19,160",0,0,"271,793","19,160",Final,,,
202206,206100039,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.10, fresh or chilled",KGM,New Caledonia,"22,534","2,058",0,0,"22,534","2,058",Final,,,
202206,206100039,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.10, fresh or chilled",KGM,French Polynesia,"42,957","2,542",0,0,"42,957","2,542",Final,,,
202206,206100039,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.10, fresh or chilled",KGM,Singapore,"11,141",810,0,0,"11,141",810,Final,,,
202206,206100039,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.10, fresh or chilled",KGM,United States of America,"182,493","12,336",0,0,"182,493","12,336",Final,,,
202206,206210000,"Offal, edible; of bovine animals, tongues, frozen",KGM,Indonesia,"873,269","217,659",0,0,"873,269","217,659",Final,,,
202206,206210000,"Offal, edible; of bovine animals, tongues, frozen",KGM,Japan,"6,916,685","341,631",0,0,"6,916,685","341,631",Final,,,
202206,206210000,"Offal, edible; of bovine animals, tongues, frozen",KGM,Singapore,"225,338","10,025",0,0,"225,338","10,025",Final,,,
202206,206210000,"Offal, edible; of bovine animals, tongues, frozen",KGM,Thailand,"27,588","10,998",0,0,"27,588","10,998",Final,,,
202206,206210000,"Offal, edible; of bovine animals, tongues, frozen",KGM,Taiwan,"976,019","46,293",0,0,"976,019","46,293",Final,,,
202206,206220000,"Offal, edible; of bovine animals, livers, frozen",KGM,United Arab Emirates,"204,910","103,919",0,0,"204,910","103,919",Final,,,
202206,206220000,"Offal, edible; of bovine animals, livers, frozen",KGM,Bahrain,"42,493","20,571",0,0,"42,493","20,571",Final,,,
202206,206220000,"Offal, edible; of bovine animals, livers, frozen",KGM,Egypt,"150,511","48,593",0,0,"150,511","48,593",Final,,,
202206,206220000,"Offal, edible; of bovine animals, livers, frozen",KGM,Indonesia,"204,695","111,717",0,0,"204,695","111,717",Final,,,
202206,206220000,"Offal, edible; of bovine animals, livers, frozen",KGM,St Lucia,572,200,0,0,572,200,Final,,,
202206,206220000,"Offal, edible; of bovine animals, livers, frozen",KGM,Mauritius,"28,590","15,728",0,0,"28,590","15,728",Final,,,
202206,206220000,"Offal, edible; of bovine animals, livers, frozen",KGM,Malaysia,"65,236","27,964",0,0,"65,236","27,964",Final,,,
202206,206220000,"Offal, edible; of bovine animals, livers, frozen",KGM,Netherlands,"1,119",491,0,0,"1,119",491,Final,,,
202206,206220000,"Offal, edible; of bovine animals, livers, frozen",KGM,Oman,"23,909","11,508",0,0,"23,909","11,508",Final,,,
202206,206220000,"Offal, edible; of bovine animals, livers, frozen",KGM,Reunion,"2,464",988,0,0,"2,464",988,Final,,,
202206,206220000,"Offal, edible; of bovine animals, livers, frozen",KGM,Saudi Arabia,"59,760","31,824",0,0,"59,760","31,824",Final,,,
202206,206220000,"Offal, edible; of bovine animals, livers, frozen",KGM,Thailand,"281,610","127,284",0,0,"281,610","127,284",Final,,,
202206,206220000,"Offal, edible; of bovine animals, livers, frozen",KGM,South Africa,"174,061","96,009",0,0,"174,061","96,009",Final,,,
202206,206290001,"Offal, edible; of bovine animals, brains, frozen",KGM,Barbados,"12,250",899,0,0,"12,250",899,Final,,,
202206,206290009,"Offal, edible; of bovine animals, hearts, frozen",KGM,"China, People's Republic of","590,116","162,892",0,0,"590,116","162,892",Final,,,
