Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
202212,101210015,"Horses; live, pure-bred breeding animals, thoroughbred, race breeding stock, mares",NMB,0,0,"56,180",1,"56,180",1,Provisional,,,,
202212,202100001,"Meat; of bovine animals, carcasses, frozen",KGM,"339,477","73,952",0,0,"339,477","73,952",Provisional,,,,
202212,202200001,"Meat; of bovine animals, beef quarters of steer and heifer, P1 grade, with bone in, frozen",KGM,"162,674","8,728",0,0,"162,674","8,728",Provisional,,,,
202212,202200039,"Meat; of bovine animals (excluding steer, heifer, cow and bull), beef quarters, with bone in, frozen",KGM,"904,989","168,761",0,0,"904,989","168,761",Provisional,,,,
202212,202200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,"22,129,264","3,044,165",0,0,"22,129,264","3,044,165",Provisional,,,,
202212,202200049,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,"4,375,956","1,764,058",0,0,"4,375,956","1,764,058",Provisional,,,,
202212,202200051,"Meat; of bovine animals, beef cuts of bull, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,"11,174,507","1,720,058",0,0,"11,174,507","1,720,058",Provisional,,,,
202212,202200059,"Meat; of bovine animals, veal (other than bobby) quarters and cuts, with bone in, frozen (excluding carcasses and half-carcasses)",KGM,"406,044","83,641",0,0,"406,044","83,641",Provisional,,,,
202212,202200069,"Meat; of bovine animals, cuts with bone in n.e.c. in item no. 0202.20, frozen",KGM,"2,763,002","612,343",0,0,"2,763,002","612,343",Provisional,,,,
202212,202300001,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, frozen",KGM,"181,266,270","20,076,516",0,0,"181,266,270","20,076,516",Provisional,,,,
202212,202300009,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, frozen",KGM,"8,980,819","1,272,493",0,0,"8,980,819","1,272,493",Provisional,,,,
202212,202300011,"Meat; of bovine animals, boneless cuts of bull, frozen",KGM,"116,583,588","13,150,118",0,0,"116,583,588","13,150,118",Provisional,,,,
202212,202300021,"Meat; of bovine animals, boneless cuts of veal (bobby), frozen",KGM,"5,932,835","688,860",0,0,"5,932,835","688,860",Provisional,,,,
202212,202300029,"Meat; of bovine animals, boneless cuts of veal (other than bobby), frozen",KGM,"770,402","95,124",0,0,"770,402","95,124",Provisional,,,,
202212,203120009,"Meat; of swine (other than wild pork), hams, shoulders and cuts thereof, with bone in, fresh or chilled",KGM,"5,106",523,0,0,"5,106",523,Provisional,,,,
202212,203190009,"Meat; of swine (other than wild pork), fresh or chilled, (excluding carcasses, half-carcasses, and hams, shoulders and cuts thereof, with bone in)",KGM,"10,501","1,825",0,0,"10,501","1,825",Provisional,,,,
202212,203220009,"Meat; of swine (other than wild pork), hams, shoulders and cuts thereof, with bone in, frozen",KGM,"45,817","7,079",0,0,"45,817","7,079",Provisional,,,,
202212,203290019,"Meat; of swine n.e.c. in item no. 0203.2, frozen, other than meat bones and hocks",KGM,"300,508","62,385","181,306","25,900","481,814","88,285",Provisional,,,,
202212,204100038,"Meat; of sheep, lamb carcasses and half-carcasses, YM grade, fresh or chilled",KGM,"74,944","5,488",0,0,"74,944","5,488",Provisional,,,,
202212,204100042,"Meat; of sheep, lamb carcasses and half-carcasses, YX grade, fresh or chilled",KGM,"101,017","7,460",0,0,"101,017","7,460",Provisional,,,,
202212,204210038,"Meat; of sheep, mutton carcasses and half-carcasses, MM grade, fresh or chilled",KGM,"24,609","3,187",0,0,"24,609","3,187",Provisional,,,,
202212,204220001,"Meat; of sheep, lamb cuts with bone in, fresh or chilled (excluding carcasses and half-carcasses)",KGM,"27,684,004","1,527,000",0,0,"27,684,004","1,527,000",Provisional,,,,
202212,204220009,"Meat; of sheep (excluding lamb), cuts with bone in, fresh or chilled, (excluding carcasses and half-carcasses)",KGM,"28,888","2,354",0,0,"28,888","2,354",Provisional,,,,
202212,204230001,"Meat; of sheep, boneless cuts of lamb, fresh or chilled",KGM,"15,804,729","802,126",0,0,"15,804,729","802,126",Provisional,,,,
202212,204300002,"Meat; of sheep, lamb carcasses and half-carcasses, A grade, frozen",KGM,"11,061","1,020",0,0,"11,061","1,020",Provisional,,,,
202212,204300022,"Meat; of sheep, lamb carcasses and half-carcasses, PM grade, frozen",KGM,"241,403","27,388",0,0,"241,403","27,388",Provisional,,,,
202212,204300028,"Meat; of sheep, lamb carcasses and half-carcasses, PX grade, frozen",KGM,"36,073","4,280",0,0,"36,073","4,280",Provisional,,,,
202212,204300032,"Meat; of sheep, lamb carcasses and half-carcasses, YL grade, frozen",KGM,"721,859","76,776",0,0,"721,859","76,776",Provisional,,,,
202212,204300038,"Meat; of sheep, lamb carcasses and half-carcasses, YM grade, frozen",KGM,"1,876,412","211,237",0,0,"1,876,412","211,237",Provisional,,,,
202212,204300042,"Meat; of sheep, lamb carcasses and half-carcasses, YX grade, frozen",KGM,"35,323","4,422",0,0,"35,323","4,422",Provisional,,,,
202212,204300048,"Meat; of sheep, lamb carcasses and half-carcasses n.e.c. in item no. 0204.30, frozen",KGM,"137,746","15,368",0,0,"137,746","15,368",Provisional,,,,
202212,204410002,"Meat; of sheep, hogget carcasses and half-carcasses, HL grade, frozen",KGM,"21,272","3,795",0,0,"21,272","3,795",Provisional,,,,
202212,204410022,"Meat; of sheep, mutton carcasses and half-carcasses, MF grade, frozen",KGM,"1,166,573","233,358",0,0,"1,166,573","233,358",Provisional,,,,
202212,204410028,"Meat; of sheep, mutton carcasses and half-carcasses, MH grade, frozen",KGM,"1,131,023","225,645",0,0,"1,131,023","225,645",Provisional,,,,
202212,204410032,"Meat; of sheep, mutton carcasses and half-carcasses, ML grade, frozen",KGM,"5,686,017","953,497",0,0,"5,686,017","953,497",Provisional,,,,
202212,204410038,"Meat; of sheep, mutton carcasses and half-carcasses, MM grade, frozen",KGM,"308,502","56,575",0,0,"308,502","56,575",Provisional,,,,
202212,204410042,"Meat; of sheep, mutton carcasses and half-carcasses, MX grade, frozen",KGM,"22,283,924","3,882,905",0,0,"22,283,924","3,882,905",Provisional,,,,
202212,204410048,"Meat; of sheep, mutton carcasses and half-carcasses n.e.c. in item no. 0204.41, frozen",KGM,"1,275,755","219,225",0,0,"1,275,755","219,225",Provisional,,,,
202212,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,"174,398,091","17,898,811","7,317",800,"174,405,408","17,899,611",Provisional,,,,
202212,204420009,"Meat; of sheep (excluding lamb), cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,"31,181,991","4,857,940",0,0,"31,181,991","4,857,940",Provisional,,,,
202212,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,"40,424,858","2,948,707",0,0,"40,424,858","2,948,707",Provisional,,,,
202212,204430009,"Meat; of sheep (excluding lamb), boneless cuts, frozen",KGM,"4,021,515","309,179",0,0,"4,021,515","309,179",Provisional,,,,
202212,204500000,"Meat; of goats, fresh, chilled or frozen",KGM,"33,222","2,424",0,0,"33,222","2,424",Provisional,,,,
202212,206100029,"Offal, edible; of bovine animals, tongues, fresh or chilled",KGM,"193,648","8,169",0,0,"193,648","8,169",Provisional,,,,
202212,206100039,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.10, fresh or chilled",KGM,"559,783","39,719",0,0,"559,783","39,719",Provisional,,,,
202212,206210000,"Offal, edible; of bovine animals, tongues, frozen",KGM,"4,434,874","453,322",0,0,"4,434,874","453,322",Provisional,,,,
202212,206220000,"Offal, edible; of bovine animals, livers, frozen",KGM,"1,093,018","537,013",0,0,"1,093,018","537,013",Provisional,,,,
202212,206290009,"Offal, edible; of bovine animals, hearts, frozen",KGM,"773,286","188,532",0,0,"773,286","188,532",Provisional,,,,
202212,206290011,"Offal, edible; of bovine animals, kidneys, frozen",KGM,"234,104","85,980",0,0,"234,104","85,980",Provisional,,,,
202212,206290019,"Offal, edible; of bovine animals, sweetbreads, frozen",KGM,"28,449","2,112",0,0,"28,449","2,112",Provisional,,,,
202212,206290029,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.2, frozen",KGM,"14,673,284","1,639,170",0,0,"14,673,284","1,639,170",Provisional,,,,
202212,206900009,"Offal, edible; of lamb, hearts, frozen",KGM,"399,121","95,218",0,0,"399,121","95,218",Provisional,,,,
202212,206900011,"Offal, edible; of lamb, kidneys, frozen",KGM,"680,592","92,401",0,0,"680,592","92,401",Provisional,,,,
202212,206900019,"Offal, edible; of lamb, livers, frozen",KGM,"620,117","286,036",0,0,"620,117","286,036",Provisional,,,,
202212,206900021,"Offal, edible; of lamb, sweetbreads, frozen",KGM,"278,964","26,270",0,0,"278,964","26,270",Provisional,,,,
202212,206900029,"Offal, edible; of lamb, tongues, frozen",KGM,"52,713","4,888",0,0,"52,713","4,888",Provisional,,,,
202212,206900039,"Offal, edible; of lamb, n.e.c. in item no. 0206.90, frozen",KGM,"2,903,691","404,142",0,0,"2,903,691","404,142",Provisional,,,,
202212,206900049,"Offal, edible; of sheep (excluding lamb), hearts, frozen",KGM,"134,823","23,167",0,0,"134,823","23,167",Provisional,,,,
202212,206900059,"Offal, edible; of sheep (excluding lamb), livers, frozen",KGM,"886,435","294,073",0,0,"886,435","294,073",Provisional,,,,
202212,206900079,"Offal, edible; of sheep (excluding lamb), n.e.c. in item no. 0206.90, frozen",KGM,"334,358","61,348",0,0,"334,358","61,348",Provisional,,,,
202212,206900091,"Offal, edible; of goats, horses, asses, mules or hinnies, livers, frozen",KGM,"99,164","24,493",0,0,"99,164","24,493",Provisional,,,,
202212,206900099,"Offal, edible; of goats, horses, asses, mules or hinnies, n.e.c. in item no. 0206.90, frozen",KGM,995,501,0,0,995,501,Provisional,,,,
202212,207110000,"Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, fresh or chilled",KGM,"48,451","3,888",0,0,"48,451","3,888",Provisional,,,,
202212,207120000,"Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, frozen",KGM,"723,407","167,755",0,0,"723,407","167,755",Provisional,,,,
202212,207130000,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, fresh or chilled",KGM,"453,008","30,630",0,0,"453,008","30,630",Provisional,,,,
202212,207149000,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen, excluding livers",KGM,"2,368,241","739,247",0,0,"2,368,241","739,247",Provisional,,,,
202212,207250000,"Meat and edible offal; of turkeys, not cut in pieces, frozen",KGM,"3,240",240,0,0,"3,240",240,Provisional,,,,
202212,207260000,"Meat and edible offal; of turkeys, cuts and offal, fresh or chilled",KGM,"122,569","9,935",0,0,"122,569","9,935",Provisional,,,,
202212,207279000,"Meat and edible offal; of turkeys, cuts and offal, frozen, excluding livers",KGM,"23,660","1,217",0,0,"23,660","1,217",Provisional,,,,
202212,207420010,"Meat and edible offal; of ducks, not cut in pieces, frozen",KGM,"266,270","21,173",0,0,"266,270","21,173",Provisional,,,,
202212,207459000,"Meat and edible offal; of ducks, cuts and offal, excluding fatty livers, frozen, excluding livers",KGM,0,0,"2,828",96,"2,828",96,Provisional,,,,
202212,208900011,"Meat and edible meat offal; of deer, fresh, chilled or frozen, pizzles",KGM,"175,614","1,567",0,0,"175,614","1,567",Provisional,,,,
202212,208900015,"Meat and edible meat offal; of deer, fresh, chilled or frozen, offal (excluding pizzles or tails)",KGM,"74,324","6,548",0,0,"74,324","6,548",Provisional,,,,
202212,208900017,"Edible meat; other than offal, of deer, venison, chilled",KGM,"3,095,581","113,287",0,0,"3,095,581","113,287",Provisional,,,,
202212,208900018,"Edible meat; other than offal, of deer, venison, frozen",KGM,"11,249,031","806,346",0,0,"11,249,031","806,346",Provisional,,,,
202212,210120000,"Meat; of swine, bellies (streaky) and cuts thereof, salted, in brine, dried or smoked",KGM,"10,449","1,693",0,0,"10,449","1,693",Provisional,,,,
202212,210190001,"Meat; of swine, bacon, salted, in brine, dried or smoked",KGM,"66,751","5,542","12,166",969,"78,917","6,511",Provisional,,,,
202212,210190029,"Meat; of swine, n.e.c. in heading 0210, dried",KGM,"114,246","9,438",0,0,"114,246","9,438",Provisional,,,,
202212,210200000,"Meat; of bovine animals, salted, in brine, dried or smoked",KGM,"10,744",168,"99,500","2,400","110,244","2,568",Provisional,,,,
202212,210993025,"Meat and edible meat offal; of deer, edible offal, salted, in brine, dried or smoked, other than pizzles and tails",KGM,"20,471",49,0,0,"20,471",49,Provisional,,,,
202212,210993050,"Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, n.e.c. in heading 0210",KGM,"551,357","4,300",0,0,"551,357","4,300",Provisional,,,,
202212,301910009,"Fish; live, trout, (oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), n.e.c. in item no. 0301.91.00.01",KGM,"37,361",606,0,0,"37,361",606,Provisional,,,,
202212,301920000,"Fish; live, eels (anguilla spp.)",KGM,"135,362","9,360",0,0,"135,362","9,360",Provisional,,,,
202212,302130010,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), whole",KGM,"7,722,446","327,133",0,0,"7,722,446","327,133",Provisional,,,,
202212,302130015,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), headed and gutted",KGM,"862,436","49,815",0,0,"862,436","49,815",Provisional,,,,
202212,302130029,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"1,843,000","77,123","2,984",109,"1,845,984","77,232",Provisional,,,,
202212,302240010,"Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), whole",KGM,"10,535",927,0,0,"10,535",927,Provisional,,,,
202212,302240029,"Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,999,142,0,0,999,142,Provisional,,,,
202212,302290002,"Fish; fresh or chilled, flounder, whole",KGM,"80,371","6,758",0,0,"80,371","6,758",Provisional,,,,
202212,302290031,"Fish; fresh or chilled, flounder, headed and gutted",KGM,"5,165",764,0,0,"5,165",764,Provisional,,,,
202212,302290063,"Fish; fresh or chilled, flounder, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"94,434","4,579",0,0,"94,434","4,579",Provisional,,,,
202212,302290097,"Fish; fresh or chilled, flat fish n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"5,518",457,0,0,"5,518",457,Provisional,,,,
202212,302320001,"Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), whole",KGM,"42,072","3,030",0,0,"42,072","3,030",Provisional,,,,
202212,302320011,"Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), headed and gutted",KGM,"4,281",279,0,0,"4,281",279,Provisional,,,,
202212,302320029,"Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,264,37,0,0,264,37,Provisional,,,,
202212,302340010,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), whole",KGM,"201,408","9,995",0,0,"201,408","9,995",Provisional,,,,
202212,302340012,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), headed and gutted",KGM,"78,642","3,659",0,0,"78,642","3,659",Provisional,,,,
202212,302340029,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"3,145",333,0,0,"3,145",333,Provisional,,,,
202212,302350033,"Fish; fresh or chilled, Pacific bluefin tunas (Thunnus orientalis), whole",KGM,"8,181",411,0,0,"8,181",411,Provisional,,,,
202212,302350035,"Fish; fresh or chilled, Pacific bluefin tunas (Thunnus orientalis), headed and gutted",KGM,"3,339",128,0,0,"3,339",128,Provisional,,,,
202212,302360010,"Fish; fresh or chilled, southern bluefin tunas (Thunnus maccoyii), whole",KGM,776,42,0,0,776,42,Provisional,,,,
202212,302390007,"Fish; fresh or chilled, tuna, n.e.c. in item no. 0302.3, whole",KGM,50,5,0,0,50,5,Provisional,,,,
202212,302440010,"Fish; fresh or chilled, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), whole",KGM,103,12,0,0,103,12,Provisional,,,,
202212,302470015,"Fish; fresh or chilled, swordfish (Xiphias gladius), headed and gutted",KGM,"76,293","6,160",0,0,"76,293","6,160",Provisional,,,,
202212,302510010,"Fish; fresh or chilled, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), whole",KGM,"33,035","1,767",0,0,"33,035","1,767",Provisional,,,,
202212,302510029,"Fish; fresh or chilled, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,756,147,0,0,756,147,Provisional,,,,
202212,302540015,"Fish; fresh or chilled, hake (Merluccius spp., Urophycis spp.), headed and gutted",KGM,"4,631",664,0,0,"4,631",664,Provisional,,,,
202212,302590010,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, whole",KGM,"1,731",63,0,0,"1,731",63,Provisional,,,,
202212,302590015,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, headed and gutted",KGM,"19,615","1,812",0,0,"19,615","1,812",Provisional,,,,
202212,302740010,"Fish; fresh or chilled, eels (Anguilla spp.), whole",KGM,"5,407",315,0,0,"5,407",315,Provisional,,,,
202212,302810010,"Fish; fresh or chilled, dogfish and other sharks, whole",KGM,"405,856","33,811",0,0,"405,856","33,811",Provisional,,,,
202212,302810015,"Fish; fresh or chilled, dogfish and other sharks, headed and gutted",KGM,"146,741","15,045",0,0,"146,741","15,045",Provisional,,,,
202212,302810029,"Fish; fresh or chilled, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"37,516","4,000",0,0,"37,516","4,000",Provisional,,,,
202212,302850010,"Fish; fresh or chilled, seabream (Sparidae), snapper, whole",KGM,"3,379,958","266,438",0,0,"3,379,958","266,438",Provisional,,,,
202212,302891010,"Fish; fresh or chilled, bluenose, whole",KGM,"196,129","13,185",0,0,"196,129","13,185",Provisional,,,,
202212,302891015,"Fish; fresh or chilled, groper, whole",KGM,"500,298","28,855",0,0,"500,298","28,855",Provisional,,,,
202212,302891019,"Fish; fresh or chilled, gurnard, whole",KGM,"14,446","1,592",0,0,"14,446","1,592",Provisional,,,,
202212,302891025,"Fish; fresh or chilled, John Dory, whole",KGM,"239,960","17,055",0,0,"239,960","17,055",Provisional,,,,
202212,302891035,"Fish; fresh or chilled, monkfish, whole",KGM,346,28,0,0,346,28,Provisional,,,,
202212,302891049,"Fish; fresh or chilled, tarakihi, whole",KGM,"8,059",933,0,0,"8,059",933,Provisional,,,,
202212,302891055,"Fish; fresh or chilled, trevally, whole",KGM,"71,864","7,803",0,0,"71,864","7,803",Provisional,,,,
202212,302891065,"Fish; fresh or chilled, yellowtail kingfish, whole",KGM,"13,181",820,0,0,"13,181",820,Provisional,,,,
202212,302891079,"Fish; fresh or chilled, n.e.c. in heading 0302, whole",KGM,"198,769","12,584",0,0,"198,769","12,584",Provisional,,,,
202212,302892010,"Fish; fresh or chilled, bluenose, headed and gutted",KGM,"46,385","3,910",0,0,"46,385","3,910",Provisional,,,,
202212,302892015,"Fish; fresh or chilled, groper, headed and gutted",KGM,"23,501","1,442",0,0,"23,501","1,442",Provisional,,,,
202212,302892059,"Fish; fresh or chilled, yellowtail kingfish, headed and gutted",KGM,"2,917",144,0,0,"2,917",144,Provisional,,,,
202212,302892079,"Fish; fresh or chilled, n.e.c. in heading 0302, headed and gutted",KGM,"572,838","60,614",0,0,"572,838","60,614",Provisional,,,,
202212,302899011,"Fish; fresh or chilled, bluenose, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"48,491","4,457","1,106",61,"49,597","4,519",Provisional,,,,
202212,302899013,"Fish; fresh or chilled, groper, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"104,656","7,233","1,001",63,"105,657","7,296",Provisional,,,,
202212,302899021,"Fish; fresh or chilled, John Dory, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,858,84,0,0,858,84,Provisional,,,,
202212,302899079,"Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"433,407","33,183",0,0,"433,407","33,183",Provisional,,,,
202212,303120029,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, meat of 0304, and edible fish offal of 0303.9, other than whole or headed and gutted",KGM,"46,866","21,043",0,0,"46,866","21,043",Provisional,,,,
202212,303190039,"Fish; frozen, salmonidae, n.e.c. in item no. 0303.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"1,775",50,0,0,"1,775",50,Provisional,,,,
202212,303330011,"Fish; frozen, sole (Solea spp.), headed and gutted",KGM,"19,060","2,680",0,0,"19,060","2,680",Provisional,,,,
202212,303330029,"Fish; frozen, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"7,362","1,050",0,0,"7,362","1,050",Provisional,,,,
202212,303390012,"Fish; frozen, lemon sole, whole",KGM,"10,952","1,390",0,0,"10,952","1,390",Provisional,,,,
202212,303390021,"Fish; frozen, New Zealand sole, whole",KGM,"44,466","7,140",0,0,"44,466","7,140",Provisional,,,,
202212,303390028,"Fish; frozen, flat fish, n.e.c. in item no. 0303.3, whole",KGM,"25,943","2,580",0,0,"25,943","2,580",Provisional,,,,
202212,303390051,"Fish; frozen, New Zealand sole, headed and gutted",KGM,"13,821","3,270",0,0,"13,821","3,270",Provisional,,,,
202212,303390062,"Fish; frozen, flounder, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"8,821",568,0,0,"8,821",568,Provisional,,,,
202212,303390072,"Fish; frozen, lemon sole, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"2,450",436,0,0,"2,450",436,Provisional,,,,
202212,303410001,"Fish; frozen, albacore or longfinned tunas (Thunnus alalunga), whole",KGM,"12,461","3,502",0,0,"12,461","3,502",Provisional,,,,
202212,303460012,"Fish; frozen, southern bluefin tunas (Thunnus maccoyii), headed and gutted",KGM,"49,162","8,642",0,0,"49,162","8,642",Provisional,,,,
202212,303540010,"Fish; frozen, blue mackerel (Scomber australasicus), whole",KGM,"2,276,621","1,531,075",0,0,"2,276,621","1,531,075",Provisional,,,,
202212,303540031,"Fish; frozen, blue mackerel (Scomber australasicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"137,682","47,580",0,0,"137,682","47,580",Provisional,,,,
202212,303550010,"Fish; frozen, jack mackerel (Trachurus spp.), whole",KGM,"5,857,238","3,051,086",0,0,"5,857,238","3,051,086",Provisional,,,,
202212,303550019,"Fish; frozen, jack mackerel (Trachurus spp.), headed and gutted",KGM,"1,222,180","337,967",0,0,"1,222,180","337,967",Provisional,,,,
202212,303550031,"Fish; frozen, jack mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"600,314","185,268",0,0,"600,314","185,268",Provisional,,,,
202212,303660015,"Fish; frozen, hake (Merluccius spp., Urophycis spp.), headed and gutted",KGM,"145,723","15,600",0,0,"145,723","15,600",Provisional,,,,
