Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
202208,5210310021,"Fabrics, woven; less than 85% cotton, mixed mainly with man-made fibres, dyed, plain weave, weighing 200g/m2 or less, furnishing fabrics and fabrics for household use",MTK,0,0,702,2,702,2,Final,,,,
202208,5210310029,"Fabrics, woven; less than 85% cotton, mixed mainly with man-made fibres, dyed, plain weave, weighing 200g/m2 or less, fabrics n.e.c. in item no. 5210.31",MTK,0,0,"2,403",878,"2,403",878,Final,,,,
202208,5210390019,"Fabrics, woven; less than 85% cotton, mixed mainly with man-made fibres, dyed, of weaves n.e.c. in item no. 5210.3, weighing 200g/m2 or less, fabrics n.e.c. in item no. 5210.39",MTK,"1,940",69,0,0,"1,940",69,Final,,,,
202208,5210410029,"Fabrics, woven; less than 85% cotton, mixed mainly with man-made fibres, of yarns of different colours, plain weave, weighing 200g/m2 or less, n.e.c. in item no. 5210.41",MTK,0,0,373,342,373,342,Final,,,,
202208,5210490029,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, of different coloured yarns, of weaves n.e.c. in item no. 5210.4, 200g/m2 or less, fabrics for apparel n.e.c. in item no. 5210.49",MTK,0,0,103,3,103,3,Final,,,,
202208,5210490033,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, of different coloured yarns, of weaves n.e.c. in item no. 5210.4, 200g/m2 or less, furnishing fabrics and fabrics for household use",MTK,0,0,"3,510",114,"3,510",114,Final,,,,
202208,5211310019,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, dyed, plain weave, weighing more than 200g/m2, fabrics for apparel n.e.c. in item no. 5211.31",MTK,0,0,12,2,12,2,Final,,,,
202208,5211310021,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, dyed, plain weave, weighing more than 200g/m2, furnishing fabrics and fabrics for household use",MTK,0,0,209,70,209,70,Final,,,,
202208,5211320009,"Fabrics, woven; less than 85% cotton, mixed with man-made fibres, dyed, 3- or 4-thread (including cross) twill, weighing more than 200g/m2, fabric for apparel n.e.c. in item no. 5211.32",MTK,0,0,"4,549",840,"4,549",840,Final,,,,
202208,5211390009,"Fabrics, woven; less than 85% cotton, mixed mainly with man-made fibres, dyed, of weaves n.e.c. in item no. 5211.3, weighing more than 200g/m2, fabrics for apparel n.e.c. in item no. 5211.39",MTK,141,2,0,0,141,2,Final,,,,
202208,5211410021,"Fabrics, woven; less than 85% cotton, mixed mainly with man-made fibres, of yarns of different colours, plain weave, weighing more than 200g/m2, furnishing fabrics and fabrics for household use",MTK,0,0,"2,828",229,"2,828",229,Final,,,,
202208,5211420000,"Fabrics, woven; less than 85% cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, denim",MTK,0,0,"1,661",54,"1,661",54,Final,,,,
202208,5211490011,"Fabrics, woven; less than 85% cotton, mixed with man-made fibres, of different coloured yarns, of weaves n.e.c. in item no. 5211.4, more than 200g/m2, furnishing fabrics and fabrics for household use",MTK,0,0,"10,869",205,"10,869",205,Final,,,,
202208,5211510021,"Fabrics, woven; less than 85% cotton, mixed mainly or solely with man-made fibres, printed, plain weave, weighing more than 200g/m2, furnishing fabrics and fabrics for household use",MTK,0,0,155,5,155,5,Final,,,,
202208,5212120029,"Fabrics, woven; of cotton, bleached, weighing not more than 200g/m2, n.e.c. in chapter 52, fabrics n.e.c. in item no. 5212.12",MTK,0,0,391,99,391,99,Final,,,,
202208,5212130029,"Fabrics, woven; of cotton, dyed, weighing not more than 200g/m2, n.e.c. in chapter 52, fabrics n.e.c. in item no. 5212.13",MTK,0,0,55,135,55,135,Final,,,,
202208,5212140019,"Fabrics, woven; of cotton, of yarns of different colours, weighing not more than 200g/m2, n.e.c. in chapter 52, fabrics for apparel n.e.c. in item no. 5212.14",MTK,0,0,"4,085",41,"4,085",41,Final,,,,
202208,5212140029,"Fabrics, woven; of cotton, of yarns of different colours, weighing not more than 200g/m2, n.e.c. in chapter 52, fabrics n.e.c. in item no. 5212.14",MTK,0,0,"1,292",287,"1,292",287,Final,,,,
202208,5212210000,"Fabrics, woven; of cotton, unbleached, weighing more than 200g/m2, n.e.c. in chapter 52",MTK,"52,361","3,913",0,0,"52,361","3,913",Final,,,,
202208,5212230029,"Fabrics, woven; of cotton, dyed, weighing more than 200g/m2, n.e.c. in chapter 52, fabrics n.e.c. in item no. 5212.23",MTK,0,0,"1,639",315,"1,639",315,Final,,,,
202208,5212240021,"Fabrics, woven; of cotton, of yarns of different colours, weighing more than 200g/m2, n.e.c. in chapter 52, furnishing fabrics and fabrics for household use",MTK,0,0,"3,338",94,"3,338",94,Final,,,,
202208,5212250029,"Fabrics, woven; of cotton, printed, weighing more than 200g/m2, n.e.c. in chapter 52, fabrics n.e.c. in item no. 5212.25",MTK,963,19,"3,207",87,"4,170",106,Final,,,,
202208,5301210000,"Flax; broken or scutched, but not spun",KGM,54,1,63,1,117,2,Final,,,,
202208,5308200000,Yarn; of hemp (cannabis sativa L.),KGM,0,0,"3,331",248,"3,331",248,Final,,,,
202208,5309110009,"Fabrics, woven; of flax, containing by weight 85% or more flax, bleached or unbleached, other than canvas or duck",MTK,"1,104",10,"6,364",201,"7,468",211,Final,,,,
202208,5309190009,"Fabrics, woven; of flax, containing by weight 85% or more flax, (other than bleached or unbleached), other than canvas or duck",MTK,875,33,"311,860","19,263","312,735","19,296",Final,,,,
202208,5309210009,"Fabrics, woven; of flax, containing by weight less than 85% flax, bleached or unbleached, other than canvas and duck",MTK,0,0,"2,141",166,"2,141",166,Final,,,,
202208,5309290009,"Fabrics, woven; of flax, containing by weight less than 85% flax, (other than bleached or unbleached), other than canvas or duck",MTK,0,0,"129,391","6,899","129,391","6,899",Final,,,,
202208,5401200000,"Sewing thread; of artificial filaments, whether or not put up for retail sale",KGM,777,11,0,0,777,11,Final,,,,
202208,5402330000,"Yarn, synthetic; filament, monofilament (less than 67 decitex), textured, of polyesters, not for retail sale, not sewing thread",KGM,"559,355","48,914",0,0,"559,355","48,914",Final,,,,
202208,5404190029,"Monofilament, synthetic; of 67 decitex or more, no cross-sectional dimension exceeding 1mm, n.e.c. in heading 5404, other than bristles for brushmaking",KGM,"1,315",355,0,0,"1,315",355,Final,,,,
202208,5406000010,"Yarn; (not sewing thread), synthetic filament yarn, put up for retail sale",KGM,0,0,88,1,88,1,Final,,,,
202208,5407100001,"Fabrics, woven; of synthetic filament yarn (including that of heading no. 5404), from high tenacity nylon, polyamides or polyesters with wool or fine animal hair, 85% or more by weight of synthetic fibres",MTK,0,0,"9,820",2,"9,820",2,Final,,,,
202208,5407100009,"Fabrics, woven; of synthetic filament yarn (including that of heading no. 5404), from high tenacity nylon, polyamides or polyesters with wool or fine animal hair, less than 85% by weight of synthetic fibres",MTK,"2,599",25,0,0,"2,599",25,Final,,,,
202208,5407100011,"Fabrics, woven; of synthetic filament yarn (including that of heading no. 5404), from high tenacity nylon, polyamides or polyesters with fibres (not wool or fine animal hair), 85% or more weight of synthetic fibres",MTK,"6,608",420,"4,292",506,"10,900",926,Final,,,,
202208,5407100019,"Fabrics, woven; of synthetic filament yarn (including that of heading no. 5404), from high tenacity nylon, polyamides or polyesters with fibres (not wool or fine animal hair), less than 85% weight of synthetic fibre",MTK,0,0,"1,855",49,"1,855",49,Final,,,,
202208,5407200111,"Fabrics, woven; of synthetic filament yarn (including that of heading no. 5404), from strip or the like, (not wool or fine animal hair), 85% or more by weight of synthetic fibres, of polypropylene or polyethylene fibres",MTK,0,0,"3,717",315,"3,717",315,Final,,,,
202208,5407200911,"Fabrics, woven; of synthetic filament yarn (including that of heading no. 5404), from strip or the like, (not wool or fine animal hair), 85% or more by weight of synthetic fibres, not polypropylene or polyethylene fibres",MTK,321,50,0,0,321,50,Final,,,,
202208,5407200919,"Fabrics, woven; of synthetic filament yarn (including that of heading no. 5404), from strip or the like, (not wool or fine animal hair), less than 85% by weight synthetic fibres, not polypropylene or polyethylene fibres",MTK,0,0,"6,535",104,"6,535",104,Final,,,,
202208,5407420009,"Fabrics, woven; of synthetic filament yarn (including that of heading no. 5404) with 85% or more by weight of nylon or polyamide filaments, dyed, with other than wool or fine animal hair",MTK,355,200,588,277,943,477,Final,,,,
202208,5407520009,"Fabrics, woven; of synthetic filament yarn (including that of heading no. 5404) with 85% or more by weight of textured polyester filaments, dyed, with other than wool or fine animal hair",MTK,"2,287",175,"65,932","20,047","68,219","20,222",Final,,,,
202208,5407530009,"Fabrics, woven; of synthetic filament yarn (including that of heading no. 5404) with 85% or more by weight of textured polyester filaments, of different coloured yarns, with other than wool or fine animal hair",MTK,"1,353",76,"20,744","3,106","22,097","3,183",Final,,,,
202208,5407540009,"Fabrics, woven; of synthetic filament yarn (including that of heading no. 5404) with 85% or more by weight of textured polyester filaments, printed, with other than wool or fine animal hair",MTK,"1,101",1,"29,969","5,136","31,070","5,137",Final,,,,
202208,5407610009,"Fabrics, woven; of synthetic filament yarn (including that of heading no. 5404) with 85% or more by weight of non-textured polyester filaments, not containing wool or fine animal hair",MTK,73,5,"30,719","2,870","30,792","2,875",Final,,,,
202208,5407691001,"Fabrics, woven; of synthetic filament yarn (including that of heading no. 5404) with less than 85% by weight of non-textured polyester filaments, of polypropylene or polyethylene fibres, unbleached or bleached",MTK,0,0,"18,974","2,461","18,974","2,461",Final,,,,
202208,5407699019,"Fabrics, woven; of synthetic filament yarn (including that of heading no. 5404) with less than 85% by weight of non-textured polyester filaments, (not of polypropylene or polyethylene fibres), dyed, without wool or fine animal hair",MTK,0,0,95,54,95,54,Final,,,,
202208,5407699029,"Fabrics, woven; of synthetic filament yarn (including that of heading no. 5404) with less than 85% by weight of non-textured polyester filaments, (not of polypropylene or polyethylene fibres), of different colour yarns, without wool or fine animal hair",MTK,0,0,"5,807","3,101","5,807","3,101",Final,,,,
202208,5407699039,"Fabrics, woven; of synthetic filament yarn (including that of heading no. 5404) with less than 85% by weight of non-textured polyester filaments, (not of polypropylene or polyethylene fibres), printed, without wool or fine animal hair",MTK,0,0,884,30,884,30,Final,,,,
202208,5407710100,"Fabrics, woven; of synthetic filament yarn (including that of heading no. 5404) with 85% or more by weight of synthetic filaments, unbleached or bleached, with polypropylene or polyethylene fibres",MTK,"1,057",66,0,0,"1,057",66,Final,,,,
202208,5407720909,"Fabrics, woven; of synthetic filament yarn (including that of heading no. 5404) with 85% or more by weight of synthetic filaments, dyed, with fibres n.e.c. in item no. 5407.72",MTK,0,0,"5,928",419,"5,928",419,Final,,,,
202208,5407730100,"Fabrics, woven; of synthetic filament yarn (including that of heading no. 5404) with 85% or more by weight of synthetic filaments, of yarns of different colours, of polypropylene or polyethylene fibres",MTK,0,0,958,53,958,53,Final,,,,
202208,5407730909,"Fabrics, woven; of synthetic filament yarn (including that of heading no. 5404) with 85% or more by weight of synthetic filaments, of yarns of different colours, with fibres n.e.c. in item no. 5407.73",MTK,0,0,"17,153","1,601","17,153","1,601",Final,,,,
202208,5407740100,"Fabrics, woven; of synthetic filament yarn (including that of heading no. 5404) with 85% or more by weight of synthetic filaments, printed, of polypropylene or polyethylene fibres",MTK,0,0,480,70,480,70,Final,,,,
202208,5407740909,"Fabrics, woven; of synthetic filament yarn (including that of heading no. 5404) with 85% or more by weight of synthetic filaments, printed, with fibres n.e.c. in item no. 5407.74",MTK,"1,761",259,"4,896","1,596","6,657","1,855",Final,,,,
202208,5407820900,"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, dyed, not of polypropylene or polyethylene fibres",MTK,"223,768","41,188","3,084",256,"226,852","41,445",Final,,,,
202208,5407830900,"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, of yarns of different colours, not of polypropylene or polyethylene fibres",MTK,0,0,"24,362",698,"24,362",698,Final,,,,
202208,5407920901,"Fabrics, woven; of synthetic filament yarn, containing wool or fine animal hair, dyed, n.e.c. in heading no. 5407",MTK,"3,737",144,0,0,"3,737",144,Final,,,,
202208,5407920909,"Fabrics, woven; of synthetic filament yarn, containing fibres (other than wool, fine animal hair, polypropylene or polyethylene), dyed, n.e.c. in heading no. 5407",MTK,0,0,"10,717",289,"10,717",289,Final,,,,
202208,5407930909,"Fabrics, woven; of synthetic filament yarn, containing fibres (other than wool, fine animal hair, polypropylene or polyethylene), of yarns of different colours, n.e.c. in heading no. 5407",MTK,"5,919",166,"18,362","1,856","24,281","2,022",Final,,,,
202208,5407940909,"Fabrics, woven; of synthetic filament yarn, containing fibres (other than wool, fine animal hair, polypropylene or polyethylene), printed, n.e.c. in heading no. 5407",MTK,0,0,"2,995",46,"2,995",46,Final,,,,
202208,5408100001,"Fabrics, woven; of viscose rayon, high tenacity, artificial filament yarn containing 85% or more by weight of artificial fibres",MTK,0,0,185,207,185,207,Final,,,,
202208,5408220019,"Fabrics, woven; of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, (not containing wool or fine animal hair), dyed, other than linings",MTK,"5,599",301,0,0,"5,599",301,Final,,,,
202208,5408320019,"Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, dyed, not containing wool or fine animal hair, not linings",MTK,0,0,"3,065",90,"3,065",90,Final,,,,
202208,5503190000,"Fibres; synthetic staple fibres, of nylon or other polyamides, other than aramids, not carded, combed or otherwise processed for spinning",KGM,140,0,0,0,140,0,Final,,,,
202208,5503400000,"Fibres; synthetic staple fibres, of polypropylene, not carded, combed or otherwise processed for spinning",KGM,"17,136","1,438",0,0,"17,136","1,438",Final,,,,
202208,5506900010,"Fibres; synthetic staple fibres, n.e.c. in heading no. 5506, carded, combed or otherwise processed for spinning",KGM,0,0,"14,747",107,"14,747",107,Final,,,,
202208,5507000000,"Fibres; artificial staple fibres, carded, combed or otherwise processed for spinning",KGM,224,1,"2,407",15,"2,631",16,Final,,,,
202208,5509220000,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of polyester, not put up for retail sale",KGM,33,0,0,0,33,0,Final,,,,
202208,5511200000,"Yarn; (not sewing thread), of synthetic staple fibres, containing less than 85% by weight of synthetic staple fibres, put up for retail sale",KGM,0,0,52,2,52,2,Final,,,,
202208,5512110019,"Fabrics, woven; (not tyrecord fabrics or tickings) containing 85% or more by weight of polyester staple fibres, unbleached or bleached",MTK,0,0,"8,594","2,366","8,594","2,366",Final,,,,
202208,5512190019,"Fabrics, woven; (not tyrecord fabrics or tickings), containing 85% or more by weight of polyester staple fibres, other than unbleached or bleached",MTK,"1,425,332","115,093","244,354","61,730","1,669,686","176,823",Final,,,,
202208,5512210019,"Fabrics, woven; (not tyrecord fabrics or tickings), containing 85% or more by weight of acrylic or modacrylic staple fibres, unbleached or bleached",MTK,0,0,177,10,177,10,Final,,,,
202208,5512290019,"Fabrics, woven; (not tyrecord fabrics or tickings), containing 85% or more by weight of acrylic or modacrylic staple fibres, not unbleached or bleached",MTK,"2,355",112,929,40,"3,284",152,Final,,,,
202208,5512990019,"Fabrics, woven; (not tyrecord fabrics or tickings), of synthetic staple fibres, containing 85% or more by weight of fibres n.e.c. in heading no. 5512, not unbleached or bleached",MTK,0,0,"33,419","1,339","33,419","1,339",Final,,,,
202208,5513210000,"Fabrics, woven; plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",MTK,0,0,"1,673",220,"1,673",220,Final,,,,
202208,5513310000,"Fabrics, woven; plain weave, of yarns of different colours, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",MTK,0,0,"5,227",464,"5,227",464,Final,,,,
202208,5514190029,"Fabrics, woven; (not tyrecord fabrics or tickings), containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2, unbleached or bleached",MTK,0,0,"2,372",25,"2,372",25,Final,,,,
202208,5514210000,"Fabrics, woven; plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",MTK,0,0,"6,631","4,755","6,631","4,755",Final,,,,
202208,5514230019,"Fabrics, woven; (not tyrecord or tickings) n.e.c. in 5514.2 of polyester staple fibres, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",MTK,290,55,"5,205","1,306","5,495","1,361",Final,,,,
202208,5514290019,"Fabrics, woven; (other than tyrecord fabrics and tickings), dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",MTK,0,0,976,39,976,39,Final,,,,
202208,5514300039,"Fabrics, woven; (not tyrecord fabrics or tickings), of yarns of different colours, containing less than 85% synthetic staple fibres (other than polyester), mixed mainly or solely with cotton, exceeding 170g/m2",MTK,"55,633","8,830","28,516",598,"84,149","9,428",Final,,,,
202208,5514410000,"Fabrics, woven; plain weave, printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",MTK,"6,223",831,0,0,"6,223",831,Final,,,,
202208,5514490019,"Fabrics, woven; (not tyrecord fabrics or tickings), printed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",MTK,"3,782",292,592,73,"4,374",365,Final,,,,
202208,5515110011,"Fabrics, woven; tickings, of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with viscose rayon staple fibres",MTK,0,0,599,33,599,33,Final,,,,
202208,5515110019,"Fabrics, woven; (not tyrecord fabrics or tickings), of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with viscose rayon staple fibres",MTK,0,0,"4,961",580,"4,961",580,Final,,,,
202208,5515120019,"Fabrics, woven; (not tyrecord fabrics or tickings), of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments",MTK,0,0,"23,408","4,958","23,408","4,958",Final,,,,
202208,5515131111,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with wool or fine animal hair, tickings, containing less than 33% by weight of wool or fine animal hair or of a weight not exceeding 150g/m2",MTK,0,0,171,81,171,81,Final,,,,
202208,5515190019,"Fabrics, woven; (not tyrecord fabrics or tickings), of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.1",MTK,0,0,"15,090",906,"15,090",906,Final,,,,
202208,5515210019,"Fabrics, woven; (not tyrecord fabrics or tickings), of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments",MTK,"1,373",36,"9,473",149,"10,846",185,Final,,,,
202208,5515290019,"Fabrics, woven; (not tyrecord fabrics or tickings), of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.2",MTK,0,0,"1,247",45,"1,247",45,Final,,,,
202208,5515910019,"Fabrics, woven; (not tyrecord fabrics or tickings), of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments",MTK,0,0,"4,595",533,"4,595",533,Final,,,,
202208,5515990910,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with wool or fine animal hair, (not tyrecord fabrics, tickings and fabrics containing a weight of wool or fine animal hair as in item no. 5512.92.11)",MTK,0,0,642,26,642,26,Final,,,,
202208,5515991919,"Fabrics, woven; (not tyrecord fabrics or tickings,) of synthetic staple fibres n.e.c. in chapter 55",MTK,0,0,"26,769",877,"26,769",877,Final,,,,
202208,5516120019,"Fabrics, woven; (not tyrecord fabrics, tickings or linings), dyed, containing 85% or more by weight of artificial staple fibres",MTK,"4,907","1,018","24,077","2,746","28,984","3,765",Final,,,,
202208,5516130019,"Fabrics, woven; (not tyrecord fabrics, tickings or linings), of different colours, containing 85% or more by weight of artificial staple fibres",MTK,0,0,"7,062",343,"7,062",343,Final,,,,
202208,5516140001,"Fabrics, woven; tyrecord fabrics, printed, containing 85% or more by weight of artificial staple fibres",KGM,0,0,"2,590",139,"2,590",139,Final,,,,
202208,5516140019,"Fabrics, woven; (not tyrecord fabrics, tickings or linings), printed, containing 85% or more by weight of artificial staple fibres",MTK,0,0,"101,381","26,325","101,381","26,325",Final,,,,
202208,5516220019,"Fabrics, woven; (not tyrecord fabrics, tickings or linings), dyed, containing less than 85% by weight or artificial staple fibres, mixed mainly or solely with man-made filaments",MTK,"4,439",172,"3,976",144,"8,415",316,Final,,,,
202208,5516230019,"Fabrics, woven; (not tyrecord fabrics, tickings or linings), of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments",MTK,0,0,"7,082",355,"7,082",355,Final,,,,
202208,5516320019,"Fabrics, woven; (not tyrecord fabrics, tickings or linings), dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with wool or fine animal hair",MTK,0,0,589,90,589,90,Final,,,,
202208,5516420019,"Fabrics, woven; (not tyrecord fabrics, tickings and linings), dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton",MTK,0,0,"33,675",597,"33,675",597,Final,,,,
202208,5516430019,"Fabrics, woven; (not tyrecord fabrics, tickings or linings), of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton",MTK,"1,249",336,"27,797",614,"29,046",950,Final,,,,
202208,5516920019,"Fabrics, woven; (not tyrecord fabrics, tickings or linings), dyed, of artificial staple fibres n.e.c. in heading no. 5516",MTK,"1,019",16,"5,207",232,"6,226",248,Final,,,,
202208,5516930019,"Fabrics, woven; (not tyrecord fabrics, tickings or linings), of yarns of different colours, of artificial staple fibres n.e.c. in heading 5516",MTK,0,0,"46,970",486,"46,970",486,Final,,,,
202208,5601210000,"Wadding; other articles thereof, of cotton",,"3,711",,455,,"4,166",,Final,,,,
202208,5601220000,"Wadding; other articles thereof, of man-made fibres",,0,,"2,280",,"2,280",,Final,,,,
202208,5602210000,"Felt; of wool or fine animal hair (excluding needleloom felt or stitch-bonded fibre fabrics), not impregnated, coated, covered nor laminated",,"3,343",,0,,"3,343",,Final,,,,
202208,5602290009,"Felt; of textile materials other than wool or fine animal hair (excluding floor-covering underlay, needleloom felt and stitch-bonded fibre fabrics), not impregnated, coated covered or laminated",,"230,261",,0,,"230,261",,Final,,,,
202208,5602900009,"Felt; impregnated, coated, covered or laminated (excluding floor-covering underlay, needleloom felt and stitch-bonded fibre fabrics)",,0,,"3,841",,"3,841",,Final,,,,
202208,5603110009,"Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing not more than 25g/m2), excluding linings",MTK,"82,530","3,941","11,614",12,"94,144","3,953",Final,,,,
202208,5603120009,"Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 25g/m2 but not more than 70g/m2), excluding linings",MTK,667,40,6,1,673,41,Final,,,,
202208,5603130009,"Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 70g/m2 but not more than 150g/m2), excluding linings",MTK,284,100,97,0,381,100,Final,,,,
202208,5603140009,"Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 150g/m2), excluding linings",MTK,"136,847","3,438",0,0,"136,847","3,438",Final,,,,
202208,5603930009,"Nonwovens; whether or not impregnated, coated, covered or laminated, not of man-made filaments, (weighing more than 70g/m2 but not more than 150g/m2), excluding linings",MTK,"1,584",2,0,0,"1,584",2,Final,,,,
202208,5603940001,"Nonwovens; whether or not impregnated, coated, covered or laminated, not of man-made filaments, (weighing more than 150g/m2), linings",MTK,"32,829","1,904",0,0,"32,829","1,904",Final,,,,
202208,5603940009,"Nonwovens; whether or not impregnated, coated, covered or laminated, not of man-made filaments, (weighing more than 150g/m2), excluding linings",MTK,"1,102,637","32,885","3,151","2,000","1,105,788","34,885",Final,,,,
202208,5604100000,Rubber thread and cord; textile covered,,"57,862",,850,,"58,712",,Final,,,,
202208,5605000001,"Yarn; metallised, whether or not gimped, textile yarn, strip or the like of heading no. 5404 or 5405, combined with metal thread, strip or powder or covered with metal, electric fencing yarn",KGM,"30,337","1,623","70,137","3,897","100,474","5,519",Final,,,,
202208,5607210100,"Twine; binder or baler twine, of sisal or other textile fibres of the genus agave",KGM,"1,191",68,0,0,"1,191",68,Final,,,,
202208,5607490101,"Twine, cordage, ropes, cables; of polyethylene (excluding binder or baler twine), whether or not plaited, braided or rubber or plastic impregnated, coated, covered or sheathed",KGM,934,30,0,0,934,30,Final,,,,
202208,5607490109,"Twine, cordage, ropes, cables; of polypropylene (excluding binder or baler twine), whether or not plaited, braided or rubber or plastic impregnated, coated, covered or sheathed",KGM,"289,348","39,269",0,0,"289,348","39,269",Final,,,,
202208,5607501101,"Twine, cordage, ropes, cables; of nylon (excluding binder and baler twine), whether or not plaited, braided or rubber or plastic impregnated, coated, covered or sheathed",KGM,"11,251",244,"20,272",577,"31,523",821,Final,,,,
202208,5607501109,"Twine, cordage, ropes, cables; of polyester (excluding binder and baler twine), whether or not plaited, braided or rubber or plastic impregnated, coated, covered or sheathed",KGM,"22,066",301,"5,079",154,"27,145",455,Final,,,,
202208,5607501119,"Twine, cordage, ropes, cables; of synthetic fibres n.e.c. in heading no. 5607 (excluding binder and baler twine), whether or not plaited, braided or rubber or plastic impregnated, coated, covered or sheathed",KGM,"24,330",692,"131,602","1,373","155,932","2,066",Final,,,,
202208,5607900119,"Twine; binder or baler twine, of fibres n.e.c. in heading no. 5607",KGM,"2,091",90,0,0,"2,091",90,Final,,,,
202208,5607901115,"Twine, cordage, ropes, cables; of jute or other textile bast fibres of heading no. 5303 (excluding binder or baler twine), whether or not plaited, braided or impregnated, coated, covered or sheathed with rubber or plastic",KGM,22,1,0,0,22,1,Final,,,,
202208,5607901119,"Twine, cordage, ropes, cables; of fibres n.e.c. in heading no. 5607 (excluding binder or baler twine), whether or not plaited, braided or rubber or plastic impregnated, coated, covered or sheathed",KGM,"21,254",186,0,0,"21,254",186,Final,,,,
202208,5608190000,"Twine, cordage or rope; knotted netting, for other than fishing, of man-made textile materials",,"1,273",,273,,"1,546",,Final,,,,
202208,5608900900,"Twine, cordage or rope; knotted netting, for other than fishing, of other than man-made textile materials",,"9,383",,0,,"9,383",,Final,,,,
202208,5609000000,"Yarn; articles of yarn, strip or the like of heading no. 5404 and 5405, twine, cordage, rope or cables n.e.c. or included",,"31,471",,134,,"31,605",,Final,,,,
202208,5701100102,"Carpets and other textile floor coverings; knotted, of wool or fine animal hair, of pile construction containing 80% or more by weight of wool in the pile, whether or not made up, handmade",MTK,"31,838",88,0,0,"31,838",88,Final,,,,
202208,5701100119,"Carpets and other textile floor coverings; knotted, of wool or fine animal hair, of pile construction containing 80% or more by weight of wool in the pile, whether or not made up, (other than handmade), not exceeding 4m2",MTK,"3,042",8,0,0,"3,042",8,Final,,,,
202208,5701100919,"Carpets and other textile floor coverings; knotted, of wool or fine animal hair, (other than of pile construction containing 80% or more by weight of wool in the pile), whether or not made up, (other than handmade), not exceeding 4m2",MTK,0,0,"2,489",2,"2,489",2,Final,,,,
202208,5701900011,"Carpets and other textile floor coverings; knotted, of textile materials (other than wool or fine animal hair), whether or not made up, (other than handmade), exceeding 4m2",MTK,0,0,"17,515",92,"17,515",92,Final,,,,
202208,5702100009,"Textile floor coverings; rugs, kelem, schumacks, karamanie and similar hand-woven rugs, (not tufted or flocked), containing less than 80% by weight of wool, in the piece, whether or not made up",NMB,0,0,"8,484",44,"8,484",44,Final,,,,
202208,5702200100,"Textile floor coverings; mats and matting, of coconut fibres (coir), woven, (not tufted or flocked), whether or not made up",MTK,0,0,372,8,372,8,Final,,,,
