Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
201911,101210015,"Horses; live, pure-bred breeding animals, thoroughbred, race breeding stock, mares",NMB,0,0,"38,030",2,"38,030",2,Provisional,,,,
201911,204100042,"Meat; of sheep, lamb carcasses and half-carcasses, YX grade, fresh or chilled",KGM,"141,605","11,358",0,0,"141,605","11,358",Provisional,,,,
201911,204100048,"Meat; of sheep, lamb carcasses and half-carcasses n.e.c. in item no. 0204.10, fresh or chilled",KGM,"11,193",926,0,0,"11,193",926,Provisional,,,,
201911,204220001,"Meat; of sheep, lamb cuts with bone in, fresh or chilled (excluding carcasses and half-carcasses)",KGM,"46,860,169","3,017,620",0,0,"46,860,169","3,017,620",Provisional,,,,
201911,204220009,"Meat; of sheep (excluding lamb), cuts with bone in, fresh or chilled, (excluding carcasses and half-carcasses)",KGM,"75,919","9,742",0,0,"75,919","9,742",Provisional,,,,
201911,204230001,"Meat; of sheep, boneless cuts of lamb, fresh or chilled",KGM,"18,774,885","1,140,790",0,0,"18,774,885","1,140,790",Provisional,,,,
201911,204230009,"Meat; of sheep (excluding lamb), boneless cuts, fresh or chilled",KGM,"16,969","1,283",0,0,"16,969","1,283",Provisional,,,,
201911,204300018,"Meat; of sheep, lamb carcasses and half-carcasses, PL grade, frozen",KGM,"8,798",833,0,0,"8,798",833,Provisional,,,,
201911,204300022,"Meat; of sheep, lamb carcasses and half-carcasses, PM grade, frozen",KGM,"574,493","52,017",0,0,"574,493","52,017",Provisional,,,,
201911,204300028,"Meat; of sheep, lamb carcasses and half-carcasses, PX grade, frozen",KGM,"90,669","9,132",0,0,"90,669","9,132",Provisional,,,,
201911,204300032,"Meat; of sheep, lamb carcasses and half-carcasses, YL grade, frozen",KGM,"181,658","17,067",0,0,"181,658","17,067",Provisional,,,,
201911,204300038,"Meat; of sheep, lamb carcasses and half-carcasses, YM grade, frozen",KGM,"265,188","26,967",0,0,"265,188","26,967",Provisional,,,,
201911,204300042,"Meat; of sheep, lamb carcasses and half-carcasses, YX grade, frozen",KGM,"240,505","24,514",0,0,"240,505","24,514",Provisional,,,,
201911,204300048,"Meat; of sheep, lamb carcasses and half-carcasses n.e.c. in item no. 0204.30, frozen",KGM,"540,709","52,856",0,0,"540,709","52,856",Provisional,,,,
201911,204410002,"Meat; of sheep, hogget carcasses and half-carcasses, HL grade, frozen",KGM,"305,363","34,226",0,0,"305,363","34,226",Provisional,,,,
201911,204410008,"Meat; of sheep, hogget carcasses and half-carcasses, HX grade, frozen",KGM,"935,858","105,360",0,0,"935,858","105,360",Provisional,,,,
201911,204410022,"Meat; of sheep, mutton carcasses and half-carcasses, MF grade, frozen",KGM,"1,243,436","181,692",0,0,"1,243,436","181,692",Provisional,,,,
201911,204410028,"Meat; of sheep, mutton carcasses and half-carcasses, MH grade, frozen",KGM,"1,514,113","216,176",0,0,"1,514,113","216,176",Provisional,,,,
201911,204410032,"Meat; of sheep, mutton carcasses and half-carcasses, ML grade, frozen",KGM,"1,939,839","234,173",0,0,"1,939,839","234,173",Provisional,,,,
201911,204410038,"Meat; of sheep, mutton carcasses and half-carcasses, MM grade, frozen",KGM,"1,717,851","214,841",0,0,"1,717,851","214,841",Provisional,,,,
201911,204410042,"Meat; of sheep, mutton carcasses and half-carcasses, MX grade, frozen",KGM,"13,334,350","1,602,947",0,0,"13,334,350","1,602,947",Provisional,,,,
201911,204410048,"Meat; of sheep, mutton carcasses and half-carcasses n.e.c. in item no. 0204.41, frozen",KGM,"856,135","112,311",0,0,"856,135","112,311",Provisional,,,,
201911,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,"171,363,725","15,946,721","27,276","3,876","171,391,001","15,950,597",Provisional,,,,
201911,204420009,"Meat; of sheep (excluding lamb), cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,"21,776,133","2,729,587",0,0,"21,776,133","2,729,587",Provisional,,,,
201911,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,"26,017,235","2,166,906",0,0,"26,017,235","2,166,906",Provisional,,,,
201911,204430009,"Meat; of sheep (excluding lamb), boneless cuts, frozen",KGM,"1,974,765","226,043",0,0,"1,974,765","226,043",Provisional,,,,
201911,204500000,"Meat; of goats, fresh, chilled or frozen",KGM,"455,257","36,214",0,0,"455,257","36,214",Provisional,,,,
201911,206100029,"Offal, edible; of bovine animals, tongues, fresh or chilled",KGM,"316,614","16,812",0,0,"316,614","16,812",Provisional,,,,
201911,206100039,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.10, fresh or chilled",KGM,"734,030","63,313",0,0,"734,030","63,313",Provisional,,,,
201911,206210000,"Offal, edible; of bovine animals, tongues, frozen",KGM,"3,384,148","392,279",0,0,"3,384,148","392,279",Provisional,,,,
201911,206220000,"Offal, edible; of bovine animals, livers, frozen",KGM,"1,075,584","778,065",0,0,"1,075,584","778,065",Provisional,,,,
201911,206290009,"Offal, edible; of bovine animals, hearts, frozen",KGM,"1,057,376","318,475",0,0,"1,057,376","318,475",Provisional,,,,
201911,206290011,"Offal, edible; of bovine animals, kidneys, frozen",KGM,"417,336","100,452",0,0,"417,336","100,452",Provisional,,,,
201911,206290019,"Offal, edible; of bovine animals, sweetbreads, frozen",KGM,"49,825","3,552",0,0,"49,825","3,552",Provisional,,,,
201911,206290029,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.2, frozen",KGM,"8,260,522","1,292,497","32,224","13,108","8,292,746","1,305,605",Provisional,,,,
201911,206490019,"Offal, edible; of swine, n.e.c. in item no. 0206.4, frozen",KGM,"9,092","2,300",0,0,"9,092","2,300",Provisional,,,,
201911,206900001,"Offal, edible; of lamb, brains, frozen",KGM,"12,471",995,0,0,"12,471",995,Provisional,,,,
201911,206900009,"Offal, edible; of lamb, hearts, frozen",KGM,"570,262","181,587",0,0,"570,262","181,587",Provisional,,,,
201911,206900011,"Offal, edible; of lamb, kidneys, frozen",KGM,"1,783,882","151,506",0,0,"1,783,882","151,506",Provisional,,,,
201911,206900019,"Offal, edible; of lamb, livers, frozen",KGM,"600,948","358,472",0,0,"600,948","358,472",Provisional,,,,
201911,206900021,"Offal, edible; of lamb, sweetbreads, frozen",KGM,"101,009","13,329",0,0,"101,009","13,329",Provisional,,,,
201911,206900029,"Offal, edible; of lamb, tongues, frozen",KGM,"257,939","34,896",0,0,"257,939","34,896",Provisional,,,,
201911,206900039,"Offal, edible; of lamb, n.e.c. in item no. 0206.90, frozen",KGM,"1,892,352","320,921",0,0,"1,892,352","320,921",Provisional,,,,
201911,206900041,"Offal, edible; of sheep (excluding lamb), brains, frozen",KGM,"12,631","1,008",0,0,"12,631","1,008",Provisional,,,,
201911,206900049,"Offal, edible; of sheep (excluding lamb), hearts, frozen",KGM,"53,225","15,842",0,0,"53,225","15,842",Provisional,,,,
201911,206900059,"Offal, edible; of sheep (excluding lamb), livers, frozen",KGM,"459,607","215,113",0,0,"459,607","215,113",Provisional,,,,
201911,206900069,"Offal, edible; of sheep (excluding lamb), tongues, frozen",KGM,"16,707","2,000",0,0,"16,707","2,000",Provisional,,,,
201911,206900079,"Offal, edible; of sheep (excluding lamb), n.e.c. in item no. 0206.90, frozen",KGM,"403,816","97,663",0,0,"403,816","97,663",Provisional,,,,
201911,206900081,"Offal, edible; of goats, horses, asses, mules or hinnies, hearts, frozen",KGM,"2,029",700,0,0,"2,029",700,Provisional,,,,
201911,206900089,"Offal, edible; of goats, horses, asses, mules or hinnies, kidneys, frozen",KGM,"7,287",650,0,0,"7,287",650,Provisional,,,,
201911,206900099,"Offal, edible; of goats, horses, asses, mules or hinnies, n.e.c. in item no. 0206.90, frozen",KGM,"5,743","3,097",0,0,"5,743","3,097",Provisional,,,,
201911,207110000,"Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, fresh or chilled",KGM,"81,794","21,597",0,0,"81,794","21,597",Provisional,,,,
201911,207120000,"Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, frozen",KGM,"819,031","233,409",0,0,"819,031","233,409",Provisional,,,,
201911,207130000,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, fresh or chilled",KGM,"440,008","51,515",0,0,"440,008","51,515",Provisional,,,,
201911,207141000,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen, livers",KGM,63,30,0,0,63,30,Provisional,,,,
201911,207149000,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen, excluding livers",KGM,"2,941,447","978,841",0,0,"2,941,447","978,841",Provisional,,,,
201911,207240000,"Meat and edible offal; of turkeys, not cut in pieces, fresh or chilled",KGM,"1,884",100,0,0,"1,884",100,Provisional,,,,
201911,207250000,"Meat and edible offal; of turkeys, not cut in pieces, frozen",KGM,"61,372","8,490",0,0,"61,372","8,490",Provisional,,,,
201911,207260000,"Meat and edible offal; of turkeys, cuts and offal, fresh or chilled",KGM,"10,730","1,389",0,0,"10,730","1,389",Provisional,,,,
201911,207279000,"Meat and edible offal; of turkeys, cuts and offal, frozen, excluding livers",KGM,"24,696","5,517",0,0,"24,696","5,517",Provisional,,,,
201911,207410010,"Meat and edible offal; of ducks, not cut in pieces, fresh or chilled",KGM,263,36,0,0,263,36,Provisional,,,,
201911,207420010,"Meat and edible offal; of ducks, not cut in pieces, frozen",KGM,"46,343","5,914",0,0,"46,343","5,914",Provisional,,,,
201911,207459000,"Meat and edible offal; of ducks, cuts and offal, excluding fatty livers, frozen, excluding livers",KGM,"8,293",688,0,0,"8,293",688,Provisional,,,,
201911,208900011,"Meat and edible meat offal; of deer, fresh, chilled or frozen, pizzles",KGM,"307,658","3,387",0,0,"307,658","3,387",Provisional,,,,
201911,208900013,"Meat and edible meat offal; of deer, fresh, chilled or frozen, tails",KGM,"726,866","3,249",0,0,"726,866","3,249",Provisional,,,,
201911,208900015,"Meat and edible meat offal; of deer, fresh, chilled or frozen, offal (excluding pizzles or tails)",KGM,"66,112","7,940",0,0,"66,112","7,940",Provisional,,,,
201911,208900017,"Edible meat; other than offal, of deer, venison, chilled",KGM,"8,664,628","380,989",0,0,"8,664,628","380,989",Provisional,,,,
201911,208900018,"Edible meat; other than offal, of deer, venison, frozen",KGM,"5,174,751","463,202",0,0,"5,174,751","463,202",Provisional,,,,
201911,210120000,"Meat; of swine, bellies (streaky) and cuts thereof, salted, in brine, dried or smoked",KGM,"8,185",931,0,0,"8,185",931,Provisional,,,,
201911,210190001,"Meat; of swine, bacon, salted, in brine, dried or smoked",KGM,"174,172","17,306","5,691",450,"179,863","17,756",Provisional,,,,
201911,210190029,"Meat; of swine, n.e.c. in heading 0210, dried",KGM,"35,685","8,466",0,0,"35,685","8,466",Provisional,,,,
201911,210993023,"Meat and edible meat offal; of deer, edible offal, salted, in brine, dried or smoked, tails",KGM,500,1,0,0,500,1,Provisional,,,,
201911,210993049,"Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, n.e.c. in heading 0210",KGM,"123,103","1,968",0,0,"123,103","1,968",Provisional,,,,
201911,301920000,"Fish; live, eels (anguilla spp.)",KGM,"90,927","6,004",0,0,"90,927","6,004",Provisional,,,,
201911,302130010,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), whole",KGM,"4,801,460","225,808",0,0,"4,801,460","225,808",Provisional,,,,
201911,302130015,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), headed and gutted",KGM,"612,962","31,025",0,0,"612,962","31,025",Provisional,,,,
201911,302130029,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"1,400,833","80,810",0,0,"1,400,833","80,810",Provisional,,,,
201911,302230029,"Fish; fresh or chilled, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,657,60,0,0,657,60,Provisional,,,,
201911,302240010,"Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), whole",KGM,"18,876","2,252",0,0,"18,876","2,252",Provisional,,,,
201911,302240029,"Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"1,570",202,0,0,"1,570",202,Provisional,,,,
201911,302290002,"Fish; fresh or chilled, flounder, whole",KGM,"268,791","23,112",0,0,"268,791","23,112",Provisional,,,,
201911,302290012,"Fish; fresh or chilled, lemon sole, whole",KGM,"6,360",728,0,0,"6,360",728,Provisional,,,,
201911,302290021,"Fish; fresh or chilled, New Zealand sole, whole",KGM,"1,632",222,0,0,"1,632",222,Provisional,,,,
201911,302290028,"Fish; fresh or chilled, flat fish n.e.c. in heading 0302, whole",KGM,665,95,0,0,665,95,Provisional,,,,
201911,302290031,"Fish; fresh or chilled, flounder, headed and gutted",KGM,"10,238","1,263",0,0,"10,238","1,263",Provisional,,,,
201911,302290063,"Fish; fresh or chilled, flounder, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"176,880","14,058",0,0,"176,880","14,058",Provisional,,,,
201911,302290097,"Fish; fresh or chilled, flat fish n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,11,1,0,0,11,1,Provisional,,,,
201911,302320029,"Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"7,507",737,0,0,"7,507",737,Provisional,,,,
201911,302340010,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), whole",KGM,"6,663",289,0,0,"6,663",289,Provisional,,,,
201911,302340012,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), headed and gutted",KGM,"5,130",389,0,0,"5,130",389,Provisional,,,,
201911,302350033,"Fish; fresh or chilled, Pacific bluefin tunas (Thunnus orientalis), whole",KGM,"8,538",443,0,0,"8,538",443,Provisional,,,,
201911,302360010,"Fish; fresh or chilled, southern bluefin tunas (Thunnus maccoyii), whole",KGM,"5,964",310,0,0,"5,964",310,Provisional,,,,
201911,302390007,"Fish; fresh or chilled, tuna, n.e.c. in item no. 0302.3, whole",KGM,809,65,0,0,809,65,Provisional,,,,
201911,302470015,"Fish; fresh or chilled, swordfish (Xiphias gladius), headed and gutted",KGM,"9,508",822,0,0,"9,508",822,Provisional,,,,
201911,302510010,"Fish; fresh or chilled, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), whole",KGM,140,24,0,0,140,24,Provisional,,,,
201911,302510015,"Fish; fresh or chilled, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), headed and gutted",KGM,256,21,0,0,256,21,Provisional,,,,
201911,302540015,"Fish; fresh or chilled, hake (Merluccius spp., Urophycis spp.), headed and gutted",KGM,"11,064","1,666",0,0,"11,064","1,666",Provisional,,,,
201911,302590010,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, whole",KGM,"5,472",260,0,0,"5,472",260,Provisional,,,,
201911,302590015,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, headed and gutted",KGM,232,31,0,0,232,31,Provisional,,,,
201911,302740010,"Fish; fresh or chilled, eels (Anguilla spp.), whole",KGM,"3,005",226,0,0,"3,005",226,Provisional,,,,
201911,302740029,"Fish; fresh or chilled, eels (Anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"6,267",345,0,0,"6,267",345,Provisional,,,,
201911,302810010,"Fish; fresh or chilled, dogfish and other sharks, whole",KGM,"220,253","24,310",0,0,"220,253","24,310",Provisional,,,,
201911,302810015,"Fish; fresh or chilled, dogfish and other sharks, headed and gutted",KGM,"190,965","25,654",0,0,"190,965","25,654",Provisional,,,,
201911,302810029,"Fish; fresh or chilled, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"26,323","2,745",0,0,"26,323","2,745",Provisional,,,,
201911,302850010,"Fish; fresh or chilled, seabream (Sparidae), snapper, whole",KGM,"2,614,256","234,926",0,0,"2,614,256","234,926",Provisional,,,,
201911,302850019,"Fish; fresh or chilled, seabream (Sparidae), other than snapper, whole",KGM,"7,287",519,0,0,"7,287",519,Provisional,,,,
201911,302850033,"Fish; fresh or chilled, seabream (Sparidae), snapper, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"35,671","2,429",0,0,"35,671","2,429",Provisional,,,,
201911,302891010,"Fish; fresh or chilled, bluenose, whole",KGM,"428,437","29,080",0,0,"428,437","29,080",Provisional,,,,
201911,302891015,"Fish; fresh or chilled, groper, whole",KGM,"425,087","28,361",0,0,"425,087","28,361",Provisional,,,,
201911,302891019,"Fish; fresh or chilled, gurnard, whole",KGM,"20,980","2,321",0,0,"20,980","2,321",Provisional,,,,
201911,302891025,"Fish; fresh or chilled, John Dory, whole",KGM,"250,406","20,755",0,0,"250,406","20,755",Provisional,,,,
201911,302891039,"Fish; fresh or chilled, mullet, whole",KGM,"8,878",899,0,0,"8,878",899,Provisional,,,,
201911,302891049,"Fish; fresh or chilled, tarakihi, whole",KGM,"21,146","2,384",0,0,"21,146","2,384",Provisional,,,,
201911,302891055,"Fish; fresh or chilled, trevally, whole",KGM,"64,545","7,892",0,0,"64,545","7,892",Provisional,,,,
201911,302891065,"Fish; fresh or chilled, yellowtail kingfish, whole",KGM,"21,472","1,828",0,0,"21,472","1,828",Provisional,,,,
201911,302891079,"Fish; fresh or chilled, n.e.c. in heading 0302, whole",KGM,"316,248","26,038",0,0,"316,248","26,038",Provisional,,,,
201911,302892010,"Fish; fresh or chilled, bluenose, headed and gutted",KGM,"95,049","6,576",0,0,"95,049","6,576",Provisional,,,,
201911,302892015,"Fish; fresh or chilled, groper, headed and gutted",KGM,"73,300","6,476",0,0,"73,300","6,476",Provisional,,,,
201911,302892029,"Fish; fresh or chilled, leatherjacket, headed and gutted",KGM,681,117,0,0,681,117,Provisional,,,,
201911,302892055,"Fish; fresh or chilled, trevally, headed and gutted",KGM,"26,279","5,638",0,0,"26,279","5,638",Provisional,,,,
201911,302892079,"Fish; fresh or chilled, n.e.c. in heading 0302, headed and gutted",KGM,"250,653","25,856",0,0,"250,653","25,856",Provisional,,,,
201911,302899011,"Fish; fresh or chilled, bluenose, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"7,190",746,0,0,"7,190",746,Provisional,,,,
201911,302899013,"Fish; fresh or chilled, groper, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"80,235","5,611",0,0,"80,235","5,611",Provisional,,,,
201911,302899021,"Fish; fresh or chilled, John Dory, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"5,055",687,0,0,"5,055",687,Provisional,,,,
201911,302899079,"Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"403,105","45,677",0,0,"403,105","45,677",Provisional,,,,
201911,302910010,"Fish; fresh or chilled, livers and roes of salmonidae",KGM,372,14,0,0,372,14,Provisional,,,,
201911,302910019,"Fish; fresh or chilled, livers, roes and milt, n.e.c. in item 0302.91",KGM,672,74,0,0,672,74,Provisional,,,,
201911,303120010,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), whole",KGM,252,15,0,0,252,15,Provisional,,,,
201911,303120015,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), headed and gutted",KGM,"5,590",319,0,0,"5,590",319,Provisional,,,,
201911,303120029,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, meat of 0304, and edible fish offal of 0303.9, other than whole or headed and gutted",KGM,"15,976",804,0,0,"15,976",804,Provisional,,,,
201911,303130029,"Fish; frozen, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,920,24,0,0,920,24,Provisional,,,,
