Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status
202307,5515990910,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with wool or fine animal hair, (not tyrecord fabrics, tickings and fabrics containing a weight of wool or fine animal hair as in item no. 5512.92.11)",MTK,0,0,146,8,146,8,Provisional
202307,5515991919,"Fabrics, woven; (not tyrecord fabrics or tickings,) of synthetic staple fibres n.e.c. in chapter 55",MTK,0,0,"7,982",411,"7,982",411,Provisional
202307,5516120009,"Fabrics, woven; tickings, dyed, containing 85% or more by weight of artificial staple fibres",MTK,0,0,318,11,318,11,Provisional
202307,5516120019,"Fabrics, woven; (not tyrecord fabrics, tickings or linings), dyed, containing 85% or more by weight of artificial staple fibres",MTK,0,0,"8,331",360,"8,331",360,Provisional
202307,5516130019,"Fabrics, woven; (not tyrecord fabrics, tickings or linings), of different colours, containing 85% or more by weight of artificial staple fibres",MTK,"1,990","1,019","99,609","1,975","101,599","2,993",Provisional
202307,5516140001,"Fabrics, woven; tyrecord fabrics, printed, containing 85% or more by weight of artificial staple fibres",KGM,0,0,672,22,672,22,Provisional
202307,5516140019,"Fabrics, woven; (not tyrecord fabrics, tickings or linings), printed, containing 85% or more by weight of artificial staple fibres",MTK,403,75,"23,724","5,396","24,127","5,471",Provisional
202307,5516220019,"Fabrics, woven; (not tyrecord fabrics, tickings or linings), dyed, containing less than 85% by weight or artificial staple fibres, mixed mainly or solely with man-made filaments",MTK,0,0,"3,486",180,"3,486",180,Provisional
202307,5516230019,"Fabrics, woven; (not tyrecord fabrics, tickings or linings), of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments",MTK,0,0,"1,204",15,"1,204",15,Provisional
202307,5516420019,"Fabrics, woven; (not tyrecord fabrics, tickings and linings), dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton",MTK,0,0,"16,366",466,"16,366",466,Provisional
202307,5516430019,"Fabrics, woven; (not tyrecord fabrics, tickings or linings), of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton",MTK,0,0,"4,240",112,"4,240",112,Provisional
202307,5516440019,"Fabrics, woven; (not tyrecord fabrics, tickings or linings), printed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton",MTK,0,0,"2,485",549,"2,485",549,Provisional
202307,5516920019,"Fabrics, woven; (not tyrecord fabrics, tickings or linings), dyed, of artificial staple fibres n.e.c. in heading no. 5516",MTK,0,0,"5,120",431,"5,120",431,Provisional
202307,5516930019,"Fabrics, woven; (not tyrecord fabrics, tickings or linings), of yarns of different colours, of artificial staple fibres n.e.c. in heading 5516",MTK,0,0,"10,493",312,"10,493",312,Provisional
202307,5601210000,"Wadding; other articles thereof, of cotton",,277,,396,,673,,Provisional
202307,5601220000,"Wadding; other articles thereof, of man-made fibres",,0,,"6,260",,"6,260",,Provisional
202307,5601290000,"Wadding; other articles thereof, other than of cotton or man-made fibres",,211,,0,,211,,Provisional
202307,5602290009,"Felt; of textile materials other than wool or fine animal hair (excluding floor-covering underlay, needleloom felt and stitch-bonded fibre fabrics), not impregnated, coated covered or laminated",,"102,032",,0,,"102,032",,Provisional
202307,5603110009,"Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing not more than 25g/m2), excluding linings",MTK,"116,195","5,668",9,5,"116,204","5,673",Provisional
202307,5603120001,"Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 25g/m2 but not more than 70g/m2), linings",MTK,0,0,"1,148",150,"1,148",150,Provisional
202307,5603120009,"Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 25g/m2 but not more than 70g/m2), excluding linings",MTK,"3,621","1,698",74,1,"3,695","1,698",Provisional
202307,5603130009,"Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 70g/m2 but not more than 150g/m2), excluding linings",MTK,346,50,"1,319",45,"1,665",95,Provisional
202307,5603140001,"Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 150g/m2), linings",MTK,"21,532","2,037",0,0,"21,532","2,037",Provisional
202307,5603140009,"Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 150g/m2), excluding linings",MTK,"94,692","1,813",0,0,"94,692","1,813",Provisional
202307,5603910009,"Nonwovens; whether or not impregnated, coated, covered or laminated, not of man-made filaments, (weighing not more than 25g/m2), excluding linings",MTK,0,0,758,129,758,129,Provisional
202307,5603920009,"Nonwovens; whether or not impregnated, coated, covered or laminated, not of man-made filaments, (weighing more than 25g/m2 but not more than 70g/m2), excluding linings",MTK,230,18,0,0,230,18,Provisional
202307,5603930009,"Nonwovens; whether or not impregnated, coated, covered or laminated, not of man-made filaments, (weighing more than 70g/m2 but not more than 150g/m2), excluding linings",MTK,"3,294",5,0,0,"3,294",5,Provisional
202307,5603940009,"Nonwovens; whether or not impregnated, coated, covered or laminated, not of man-made filaments, (weighing more than 150g/m2), excluding linings",MTK,"1,817,671","33,159","12,917","6,100","1,830,588","39,259",Provisional
202307,5604100000,Rubber thread and cord; textile covered,,"87,667",,293,,"87,960",,Provisional
202307,5605000001,"Yarn; metallised, whether or not gimped, textile yarn, strip or the like of heading no. 5404 or 5405, combined with metal thread, strip or powder or covered with metal, electric fencing yarn",KGM,"75,438","3,474","25,995","1,090","101,433","4,564",Provisional
202307,5605000009,"Yarn; metallised, whether or not gimped, textile yarn, strip or the like of heading no. 5404 or 5405, combined with metal thread, strip or powder or covered with metal, other than electric fencing yarn",KGM,0,0,252,1,252,1,Provisional
202307,5607290100,"Twine, cordage, ropes, cables; of sisal or other textile fibres of the genus agave (excluding binder or baler twine), whether or not plaited, braided or rubber or plastic impregnated, coated, covered or sheathed",KGM,174,20,317,9,491,29,Provisional
202307,5607490101,"Twine, cordage, ropes, cables; of polyethylene (excluding binder or baler twine), whether or not plaited, braided or rubber or plastic impregnated, coated, covered or sheathed",KGM,33,1,568,50,601,52,Provisional
202307,5607490109,"Twine, cordage, ropes, cables; of polypropylene (excluding binder or baler twine), whether or not plaited, braided or rubber or plastic impregnated, coated, covered or sheathed",KGM,"475,905","53,548","1,610",394,"477,515","53,942",Provisional
202307,5607501101,"Twine, cordage, ropes, cables; of nylon (excluding binder and baler twine), whether or not plaited, braided or rubber or plastic impregnated, coated, covered or sheathed",KGM,"6,055",334,"1,465",28,"7,520",362,Provisional
202307,5607501109,"Twine, cordage, ropes, cables; of polyester (excluding binder and baler twine), whether or not plaited, braided or rubber or plastic impregnated, coated, covered or sheathed",KGM,"6,612",643,295,15,"6,907",658,Provisional
202307,5607501119,"Twine, cordage, ropes, cables; of synthetic fibres n.e.c. in heading no. 5607 (excluding binder and baler twine), whether or not plaited, braided or rubber or plastic impregnated, coated, covered or sheathed",KGM,"6,709",195,834,30,"7,543",225,Provisional
202307,5607901115,"Twine, cordage, ropes, cables; of jute or other textile bast fibres of heading no. 5303 (excluding binder or baler twine), whether or not plaited, braided or impregnated, coated, covered or sheathed with rubber or plastic",KGM,0,0,792,21,792,21,Provisional
202307,5607901119,"Twine, cordage, ropes, cables; of fibres n.e.c. in heading no. 5607 (excluding binder or baler twine), whether or not plaited, braided or rubber or plastic impregnated, coated, covered or sheathed",KGM,"11,154",65,373,19,"11,527",84,Provisional
202307,5608110000,"Twine, cordage or rope; fishing nets, made up, of man-made textile materials",,"86,967",,0,,"86,967",,Provisional
202307,5608190000,"Twine, cordage or rope; knotted netting, for other than fishing, of man-made textile materials",,"1,274",,"1,564",,"2,838",,Provisional
202307,5608900100,"Twine, cordage or rope; fishing nets, of other than man-made textiles",,3,,0,,3,,Provisional
202307,5609000000,"Yarn; articles of yarn, strip or the like of heading no. 5404 and 5405, twine, cordage, rope or cables n.e.c. or included",,"41,022",,0,,"41,022",,Provisional
202307,5701100102,"Carpets and other textile floor coverings; knotted, of wool or fine animal hair, of pile construction containing 80% or more by weight of wool in the pile, whether or not made up, handmade",MTK,0,0,"7,820",28,"7,820",28,Provisional
202307,5701100111,"Carpets and other textile floor coverings; knotted, of wool or fine animal hair, of pile construction containing 80% or more by weight of wool in the pile, whether or not made up, (other than handmade), exceeding 4m2",MTK,"1,617",6,0,0,"1,617",6,Provisional
202307,5701900002,"Carpets and other textile floor coverings; knotted, of textile materials (other than wool or fine animal hair), whether or not made up, handmade",MTK,0,0,"7,995",9,"7,995",9,Provisional
202307,5702100001,"Textile floor coverings; rugs, kelem, schumacks, karamanie and similar hand-woven rugs, (not tufted or flocked), containing 80% or more by weight of wool, in the piece, whether or not made up",NMB,0,0,203,6,203,6,Provisional
202307,5702100009,"Textile floor coverings; rugs, kelem, schumacks, karamanie and similar hand-woven rugs, (not tufted or flocked), containing less than 80% by weight of wool, in the piece, whether or not made up",NMB,0,0,"12,282",17,"12,282",17,Provisional
202307,5702200900,"Carpets and other textile floor coverings; (other than mats and matting), of coconut fibre (coir), woven, (not tufted or flocked), whether or not made up",MTK,"1,256",2,0,0,"1,256",2,Provisional
202307,5702320009,"Carpets and other textile floor coverings; woven, of man-made textile materials, of pile construction, (not tufted or flocked, not made up), not exceeding 4m2, n.e.c. in item no. 5702.10 or 5702.20",MTK,0,0,"3,052",29,"3,052",29,Provisional
202307,5702411109,"Carpets and other textile floor coverings; woven, of wool or fine animal hair, of pile construction, (not tufted/flocked), 80% or more by weight of wool in the pile, made up, 4m2 or less, (not carpets for motor vehicles determined by minister), n.e.c.",MTK,"1,887",5,"28,127",236,"30,014",241,Provisional
202307,5702421909,"Textile floor coverings; woven, of man-made textile materials, of pile construction, (not tufted or flocked), made up, not exceeding 4m2 (excluding bath mats and carpets for motor vehicles as determined by minister), n.e.c. in item no. 5702.10 or 5702.20",MTK,"96,191",839,0,0,"96,191",839,Provisional
202307,5702490900,"Bathmats; woven, of terry towelling and the like, of textile materials (other than man-made, wool or fine animal hair), of pile construction, (not tufted or flocked), made up, n.e.c. in item no. 5702.10 or 5702.20",MTK,0,0,653,32,653,32,Provisional
202307,5702491909,"Textile floor coverings; woven, of textile materials (other than man-made, wool or fine animal hair), of pile construction, (not tufted or flocked), made up, not exceeding 4m2 (not bath mats and carpets for motor vehicles determined by minister), n.e.c.",MTK,"7,391",5,0,0,"7,391",5,Provisional
202307,5702501910,"Carpets and other textile floor coverings; woven, of man-made textile materials, (not of pile construction, not tufted or flocked, not made up), exceeding 4m2, n.e.c. in item no. 5702.10 or 5702.20",MTK,0,0,261,100,261,100,Provisional
202307,5702920909,"Carpets and other textile floor coverings; woven, of man-made textile materials, (not of pile construction, not tufted or flocked), made up, 4m2 or less (excluding carpets for motor vehicles, as determined by minister), n.e.c. in item no. 5702.10/20",MTK,781,2,0,0,781,2,Provisional
202307,5702990901,"Carpets and other textile floor coverings; woven, of textile materials (other than man-made or wool or fine animal hair, not pile construction, not tufted or flocked), made up, exceeding 4m2 (excluding carpets for motor vehicles as determined) n.e.c.",MTK,0,0,20,8,20,8,Provisional
202307,5702990909,"Carpets and other textile floor coverings; woven, of textile materials (other than man-made or wool or fine animal hair, not pile construction, not tufted or flocked), made up, not exceeding 4m2 (excluding carpets for motor vehicles as determined) n.e.c.",MTK,457,2,0,0,457,2,Provisional
202307,5703101101,"Textile floor covering; tufted, of wool or fine animal hair, of pile construction containing 80% or more by weight of wool in the pile, exceeding 4m2, made up or not (excluding carpets for motor vehicles, as determined by the minister)",MTK,"6,099,974","216,194",0,0,"6,099,974","216,194",Provisional
202307,5703101109,"Textile floor coverings; tufted, of wool or fine animal hair, of pile construction containing 80% or more by weight of wool in the pile, not exceeding 4m2, made up or not (excluding carpets for motor vehicles, as determined by the minister)",MTK,"1,289",4,0,0,"1,289",4,Provisional
202307,5703101901,"Textile floor coverings; tufted, of wool or fine animal hair, of pile construction containing less than 80% by weight of wool in the pile, made up or not, exceeding 4m2, (excluding carpets for motor vehicles, as determined by the minister)",MTK,"75,432","5,155",0,0,"75,432","5,155",Provisional
202307,5703101909,"Textile floor coverings; tufted, of wool or fine animal hair, of pile construction containing less than 80% by weight of wool in the pile, made up or not, not exceeding 4m2 (excluding carpets for motor vehicles, as determined by the minister)",MTK,"2,646",4,0,0,"2,646",4,Provisional
202307,5703210000,"Carpets and other textile floor coverings; tufted, of nylon or other polyamides, whether or not made up, turf",MTK,"193,922","8,852",0,0,"193,922","8,852",Provisional
202307,5703290100,"Carpets; tufted, of nylon or other polyamides, cut, fabricated or moulded to shape, for use in the assembly of motor vehicles, as determined by the minister in accordance with Section 14 of this Act",,"3,803",,0,,"3,803",,Provisional
202307,5703290920,"Carpets and other textile floor coverings; tufted, of nylon or other polyamides, whether or not made up, not exceeding 4m2, carpet tiles",MTK,"3,668",134,"2,221",1,"5,889",134,Provisional
202307,5703290930,"Carpets and other textile floor coverings; tufted, of nylon or other polyamides, whether or not made up, not exceeding 4m2 (excluding turf, carpet tiles or carpets for motor vehicles, as determined by the minister)",MTK,"7,412",23,0,0,"7,412",23,Provisional
202307,5703310000,"Carpets and other textile floor coverings; tufted, of other man-made textile materials (other than polyamides), whether or not made up, turf",MTK,"68,920","1,626",0,0,"68,920","1,626",Provisional
202307,5703390920,"Carpets and other textile floor coverings; tufted, of man-made textile materials (other than polyamides), whether or not made up, not exceeding 4m2 (excluding turf and carpets for motor vehicles, as determined by the minister)",MTK,80,9,"2,659",40,"2,739",49,Provisional
202307,5703900909,"Carpets and other textile floor coverings; tufted, of textile materials (other than man-made or wool or fine animal hair), whether or not made up, not exceeding 4m2 (excluding carpets for motor vehicles, as determined by the minister)",MTK,"60,150",11,0,0,"60,150",11,Provisional
202307,5705000000,"Carpets and other textile floor coverings; n.e.c. in chapter 57, whether or not made up",MTK,"121,736",643,"3,286",185,"125,022",828,Provisional
202307,5801100000,"Fabrics; woven pile fabrics of wool or fine animal hair, other than fabrics of heading no. 5802 or 5806",MTK,0,0,"16,111",303,"16,111",303,Provisional
202307,5801360001,"Fabrics; chenille of man-made synthetic fibres, other than fabrics of heading no. 5802 or 5806",MTK,"1,198",25,"30,449","1,297","31,647","1,322",Provisional
202307,5801360009,"Fabrics; chenille of man-made fibres (excluding synthetics), other than fabrics of heading no. 5802 or 5806",MTK,482,25,"18,382",600,"18,864",624,Provisional
202307,5801370029,"Fabrics; woven pile, of man-made fibres, warp pile fabrics, cut, other than synthetic fibres, other than fabrics of heading no. 5802 or 5806",MTK,"1,053",19,"7,927",208,"8,980",227,Provisional
202307,5804100000,"Tulles and other net fabrics; excluding woven, knitted or crocheted fabrics, (other than fabrics of headings 60.02 to 60.06)",,"1,149",,0,,"1,149",,Provisional
202307,5806101900,"Fabrics; narrow woven pile and chenille fabrics, n.e.c. in heading 5806 (excluding goods of heading 5807)",,"1,387",,672,,"2,059",,Provisional
202307,5806310000,"Fabrics; narrow woven fabrics, n.e.c. in heading no. 5806, of cotton (excluding goods of heading no. 5807)",,247,,0,,247,,Provisional
202307,5806320000,"Fabrics; narrow woven fabrics, n.e.c. in heading no. 5806, of man-made fibres (excluding goods of heading no. 5807)",,"6,955",,"6,220",,"13,175",,Provisional
202307,5806390000,"Fabrics; narrow woven fabrics, n.e.c. in heading no. 5806, of textile materials n.e.c. in item no. 5806.3 (excluding goods of heading no. 5807)",,"2,197",,0,,"2,197",,Provisional
202307,5807100000,"Labels, badges and similar articles; of woven textile materials, in the piece, in strips or cut to shape or size, not embroidered",,"22,793",,"1,095",,"23,888",,Provisional
202307,5807900000,"Labels, badges and similar articles; (other than woven), of textile materials, in the piece, in strips or cut to shape or size, not embroidered",,894,,0,,894,,Provisional
202307,5808100900,Braids in the piece; other than braided surgical suture nonabsorbable thread and sterile umbilical tape,,"8,580",,"3,211",,"11,791",,Provisional
202307,5808900000,"Ornamental trimmings; tassels, pompons and similar articles; ornamental trimmings in the piece, without embroidery, other than knitted or crocheted",,"11,939",,"2,114",,"14,053",,Provisional
202307,5810990000,"Embroidery; with visible ground, of textile materials (other than cotton and man-made fibres), in the piece, in strips or in motifs",,"1,455",,105,,"1,560",,Provisional
202307,5901100000,"Textile fabrics; coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like",MTK,715,137,0,0,715,137,Provisional
202307,5901900000,"Textile fabrics; coated with gum or amylaceous substances, tracing cloth, prepared painting canvas, buckram and similar stiffened textile fabrics for hat foundations, (excluding book covers)",MTK,0,0,100,0,100,0,Provisional
202307,5902900000,Textile fabrics; tyrecord of high tenacity yarn of viscose rayon,MTK,0,0,98,"24,000",98,"24,000",Provisional
202307,5903100009,"Textile fabrics; printed, embossed or otherwise surface-worked, covered or laminated with poly(vinyl chloride)",MTK,"2,556",50,0,0,"2,556",50,Provisional
202307,5903100011,"Textile fabrics; (other than printed, embossed or otherwise surface worked), impregnated or coated with poly(vinyl chloride)",MTK,0,0,"46,369","4,856","46,369","4,856",Provisional
202307,5903100019,"Textile fabrics; (other than printed, embossed or otherwise surface worked), covered or laminated with poly(vinyl chloride)",MTK,0,0,"1,414",69,"1,414",69,Provisional
202307,5903200011,"Textile fabrics; (other than printed, embossed or otherwise surface worked), impregnated or coated with polyurethane",MTK,"29,744","1,170","1,737","15,001","31,481","16,171",Provisional
202307,5903200019,"Textile fabrics; (other than printed, embossed or otherwise surface worked), covered or laminated with polyurethane",MTK,320,0,0,0,320,0,Provisional
202307,5903900100,"Textile fabrics; impregnated, coated, covered or laminated with plastics, (not polyvinyl chloride, polyurethane or those of heading no 5902), tailors' fusible interlinings",MTK,0,0,"3,645",120,"3,645",120,Provisional
202307,5903900911,"Textile fabrics; printed, embossed or otherwise surface worked, impregnated or coated with plastics other than foam or cellular plastics, (not polyvinyl chloride, polyurethane, those of heading no. 5902 or tailors' fusible interlinings)",MTK,0,0,"408,664","18,098","408,664","18,098",Provisional
202307,5903900929,"Textile fabrics; impregnated, coated, covered or laminated with plastics, (not polyvinyl chloride, polyurethane, those of heading 5902 or tailors' fusible interlinings), (not printed, embossed or otherwise surface worked)",MTK,"2,838","2,925","20,936","1,868","23,774","4,793",Provisional
202307,5905000000,"Textile wall coverings of fabrics impregnated, coated, covered or laminated",KGM,"394,165","19,618","1,502",22,"395,667","19,640",Provisional
202307,5906100000,"Textile fabrics, rubberised; (excluding those of heading no. 5902), adhesive tape of a width not exceeding 20cm",MTK,"14,149","69,318",268,366,"14,417","69,685",Provisional
202307,5906990019,"Textile fabrics, rubberised; (excluding those of heading no. 5902 and adhesive tape of a width not exceeding 20cm), (not knitted or crocheted), n.e.c. in item no. 5906.99.00",MTK,"321,325","11,928",0,0,"321,325","11,928",Provisional
202307,5907001100,"Textile fabrics; otherwise impregnated, coated or covered, electrical insulation tape",,0,,53,,53,,Provisional
202307,5907002909,"Textile fabrics; otherwise impregnated, coated or covered, n.e.c. in heading no. 5907",,"148,133",,0,,"148,133",,Provisional
202307,5908000000,"Textile wicks, woven, plaited or knitted; for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated",,87,,227,,314,,Provisional
202307,5909000100,"Textile hosepiping and similar textile tubing; with or without lining, armour or accessories of other materials, with couplings or other fittings attached",,0,,"1,695",,"1,695",,Provisional
202307,5910000010,"Textiles; transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material",,"4,494",,0,,"4,494",,Provisional
202307,5911100009,"Textiles; felt and felt-lined woven fabrics, coated, covered or laminated with rubber, leather or other material, of a kind used for card clothing, and similar fabrics of a kind used for other technical purposes, n.e.c. in item no. 5911.10.00.01",,"34,325",,"2,979",,"37,304",,Provisional
202307,5911200000,"Textile products and articles for technical uses; bolting cloth, whether or not made up",MTK,"2,624",12,0,0,"2,624",12,Provisional
202307,5911900100,Textile products and articles for technical uses; industrial textile filters,,"63,156",,"6,550",,"69,706",,Provisional
202307,5911900900,Textile products and articles for technical uses; n.e.c. in heading no. 5911,,"44,964",,"1,630",,"46,594",,Provisional
202307,6001212900,"Fabrics, pile; looped pile, of cotton, knitted or crocheted, (other than impregnated, coated, covered or laminated), not stitch bonded",MTK,0,0,"1,685",549,"1,685",549,Provisional
202307,6001992100,"Fabrics, pile; (other than long pile or loop pile), of wool or fine animal hair, knitted or crocheted, (not impregnated, coated, covered or laminated), not stitch bonded",MTK,0,0,108,9,108,9,Provisional
202307,6003301910,"Fabrics; knitted or crocheted, other than those of heading 60.01 and 60.02, of a width not exceeding 30 cm, not stitch-bonded, of synthetic fibres",MTK,0,0,"4,874","1,369","4,874","1,369",Provisional
202307,6004101715,"Fabrics; knitted or crocheted fabrics of a width exceeding 30 cm, other than those of heading 60.01, containing by weight 5% or more of elastomeric yarn but not containing rubber thread, not stitch-bonded, of synthetic fibres",MTK,0,0,"15,296",964,"15,296",964,Provisional
202307,6005211900,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of cotton, not stitch-bonded, unbleached or bleached",MTK,"1,304",0,0,0,"1,304",0,Provisional
202307,6005371900,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of synthetic fibres, dyed, other than stitch bonded",MTK,0,0,26,1,26,1,Provisional
202307,6005391900,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of synthetic fibres, printed, other than stitch-bonded",MTK,0,0,"1,367",10,"1,367",10,Provisional
202307,6005421900,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of artificial fibres, dyed, not stitch-bonded",MTK,0,0,"2,097",161,"2,097",161,Provisional
202307,6005902900,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, not stitch-bonded, excluding those made from wool, fine animal hair, cotton or synthetic or artificial fibres",MTK,0,0,"2,176",200,"2,176",200,Provisional
202307,6006101919,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of wool or fine animal hair, not stitch-bonded, other than felted",MTK,225,3,"41,966","2,249","42,191","2,252",Provisional
202307,6006221900,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, dyed, other than for meat wrapping, not stitch-bonded",MTK,0,0,895,30,895,30,Provisional
202307,6006321900,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of synthetic fibres, dyed, not stitch-bonded",MTK,"5,603","3,887","5,701",621,"11,304","4,508",Provisional
202307,6006421900,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of artificial fibres, dyed, not stitch-bonded",MTK,0,0,206,40,206,40,Provisional
202307,6006901100,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04,and other than those made of wool, fine animal hair, cotton, synthetic or artificial fibres, stitch-bonded",MTK,"29,360","2,209",0,0,"29,360","2,209",Provisional
202307,6101200200,"Coats; men's or boys' overcoats, of cotton, knitted or crocheted (excluding those of heading no. 6103)",NMB,0,0,638,1,638,1,Provisional
202307,6101202200,"Coats; men's or boys', n.e.c. in item no. 6101.20, of cotton, knitted or crocheted (excluding those of heading no. 6103)",NMB,177,1,93,1,270,2,Provisional
202307,6101302200,"Coats; men's or boys', n.e.c. in item no. 6101.30, of man-made fibres, knitted or crocheted (excluding those of heading no. 6103)",NMB,"12,594",51,"11,978",64,"24,572",115,Provisional
202307,6101900010,"Coats; men's or boys' overcoats, of wool or fine animal hair, knitted or crocheted (excluding those of heading no. 6103)",NMB,"2,610",8,0,0,"2,610",8,Provisional
202307,6101900015,"Coats; men's or boys' car-coats, capes, anoraks, wind-cheaters and similar articles (except overcoats), of wool or fine animal hair, knitted or crocheted (excluding those of heading no. 6103)",NMB,174,1,"3,392",8,"3,566",9,Provisional
202307,6102100200,"Coats; women's or girls' overcoats, of wool or fine animal hair, knitted or crocheted (excluding those of heading no. 6104)",NMB,0,0,95,2,95,2,Provisional
202307,6102102200,"Coats; women's or girls', n.e.c. in item no. 6102.10, of wool or fine animal hair, knitted or crocheted (excluding those of heading no. 6104)",NMB,"1,177",2,"3,670",27,"4,847",29,Provisional
202307,6102200200,"Coats; women's or girls' overcoats, of cotton, knitted or crocheted (excluding those of heading no. 6104)",NMB,0,0,745,2,745,2,Provisional
202307,6102202200,"Coats; women's or girls', n.e.c. in item no. 6102.20, of cotton, knitted or crocheted (excluding those of heading no. 6104)",NMB,579,3,"4,921",160,"5,500",163,Provisional
202307,6102302200,"Coats; women's or girls', n.e.c. in item no. 6102.30, of man-made fibres, knitted or crocheted (excluding those of heading no. 6104)",NMB,52,1,"30,077",824,"30,129",825,Provisional
202307,6102900009,"Coats; women's or girls' car-coats, capes, anoraks, wind-jackets and similar articles (except overcoats), of textile materials n.e.c. in heading no. 6102, knitted or crocheted (excluding those of heading no. 6104)",NMB,"3,902",26,"1,684",1,"5,586",27,Provisional
202307,6103100019,"Suits; men's or boys', of synthetic fibres, knitted or crocheted",NMB,0,0,"2,280",16,"2,280",16,Provisional
202307,6103310000,"Jackets and blazers; men's or boys', of wool or fine animal hair",NMB,"8,960",49,"5,284",27,"14,244",76,Provisional
202307,6103320200,"Jackets and blazers; men's or boys', of cotton, knitted or crocheted",NMB,0,0,"4,399",2,"4,399",2,Provisional
202307,6103330200,"Jackets and blazers; men's or boys', of synthetic fibres, knitted or crocheted",NMB,"6,038",360,"4,213",175,"10,251",535,Provisional
202307,6103390200,"Jackets and blazers; men's or boys', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted",NMB,"6,005",16,"18,237",99,"24,242",115,Provisional
202307,6103410011,"Trousers and breeches; men's or boys', of wool or fine animal hair, knitted or crocheted",NMB,"7,125",52,"5,037",55,"12,162",107,Provisional
202307,6103410014,"Shorts; men's or boys', of wool or fine animal hair, knitted or crocheted",NMB,0,0,"16,441",232,"16,441",232,Provisional
202307,6103410019,"Overalls, bib and brace; men's or boys', of wool or fine animal hair, knitted or crocheted",NMB,0,0,"1,328",150,"1,328",150,Provisional
202307,6103420201,"Trousers and breeches; men's or boys', of cotton, knitted or crocheted",NMB,0,0,"10,356",165,"10,356",165,Provisional
202307,6103420208,"Shorts; men's or boys', of cotton, knitted or crocheted",NMB,0,0,"68,953","4,912","68,953","4,912",Provisional
202307,6103421200,"Overalls, bib and brace; men's or boys', of cotton, knitted or crocheted",NMB,0,0,"15,548",958,"15,548",958,Provisional
202307,6103430201,"Trousers and breeches; men's or boys', of synthetic fibres, knitted or crocheted",NMB,"56,296",453,"25,408",784,"81,704","1,237",Provisional
202307,6103430207,"Shorts; men's or boys', of synthetic fibres, knitted or crocheted",NMB,20,2,"11,955",751,"11,975",753,Provisional
202307,6103431800,"Bib and brace overalls; men's or boys', of synthetic fibres",NMB,0,0,136,2,136,2,Provisional
202307,6103490201,"Trousers and breeches; men's or boys', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted",NMB,"6,505",122,69,2,"6,574",124,Provisional
202307,6103490203,"Shorts; men's or boys', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted",NMB,316,2,"8,477",237,"8,793",239,Provisional
202307,6103491200,"Overalls, bib and brace; men's or boys', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted",NMB,190,1,"11,546",182,"11,736",183,Provisional
202307,6104130200,"Suits; women's or girls', of synthetic fibres, knitted or crocheted",NMB,0,0,"20,849",798,"20,849",798,Provisional
202307,6104220200,"Ensembles; women's or girls', of cotton, knitted or crocheted",NMB,0,0,452,7,452,7,Provisional
202307,6104310200,"Jackets; women's or girls', of wool or fine animal hair, knitted or crocheted",NMB,"82,808",534,"10,380",74,"93,188",608,Provisional
202307,6104320200,"Jackets; women's or girls', of cotton, knitted or crocheted",NMB,0,0,"1,945",35,"1,945",35,Provisional
