Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
202202,101210015,"Horses; live, pure-bred breeding animals, thoroughbred, race breeding stock, mares",NMB,"2,000",1,"60,000",1,"62,000",2,Final,,,,
202202,201200029,"Meat; of bovine animals, beef quarters of cow, G grade, with bone in, fresh or chilled",KGM,"8,965",490,0,0,"8,965",490,Final,,,,
202202,201200039,"Meat; of bovine animals (other than steer, heifer, cow and bull), beef quarters, with bone in, fresh or chilled",KGM,"25,473",768,0,0,"25,473",768,Final,,,,
202202,201200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, fresh or chilled (excluding carcasses, half-carcasses and quarters)",KGM,"1,120,529","60,662",0,0,"1,120,529","60,662",Final,,,,
202202,201300001,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",KGM,"46,022,598","2,796,566",0,0,"46,022,598","2,796,566",Final,,,,
202202,201300009,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",KGM,"728,284","70,188",0,0,"728,284","70,188",Final,,,,
202202,201300011,"Meat; of bovine animals, boneless cuts of bull, fresh or chilled",KGM,"5,062,842","356,147",0,0,"5,062,842","356,147",Final,,,,
202202,202200001,"Meat; of bovine animals, beef quarters of steer and heifer, P1 grade, with bone in, frozen",KGM,"401,645","41,897",0,0,"401,645","41,897",Final,,,,
202202,202200039,"Meat; of bovine animals (excluding steer, heifer, cow and bull), beef quarters, with bone in, frozen",KGM,"244,484","34,332",0,0,"244,484","34,332",Final,,,,
202202,202200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,"18,764,030","2,276,661",0,0,"18,764,030","2,276,661",Final,,,,
202202,202200049,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,"5,941,802","1,593,186",0,0,"5,941,802","1,593,186",Final,,,,
202202,202200051,"Meat; of bovine animals, beef cuts of bull, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,"13,606,005","1,674,972",0,0,"13,606,005","1,674,972",Final,,,,
202202,202200069,"Meat; of bovine animals, cuts with bone in n.e.c. in item no. 0202.20, frozen",KGM,"591,350","155,754",0,0,"591,350","155,754",Final,,,,
202202,202300001,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, frozen",KGM,"160,723,909","15,666,325",472,10,"160,724,381","15,666,335",Final,,,,
202202,202300009,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, frozen",KGM,"4,937,828","581,211",0,0,"4,937,828","581,211",Final,,,,
202202,202300011,"Meat; of bovine animals, boneless cuts of bull, frozen",KGM,"174,611,412","16,317,544",0,0,"174,611,412","16,317,544",Final,,,,
202202,202300021,"Meat; of bovine animals, boneless cuts of veal (bobby), frozen",KGM,"266,317","47,308",0,0,"266,317","47,308",Final,,,,
202202,202300029,"Meat; of bovine animals, boneless cuts of veal (other than bobby), frozen",KGM,"125,596","16,450",0,0,"125,596","16,450",Final,,,,
202202,203120009,"Meat; of swine (other than wild pork), hams, shoulders and cuts thereof, with bone in, fresh or chilled",KGM,846,68,0,0,846,68,Final,,,,
202202,203190009,"Meat; of swine (other than wild pork), fresh or chilled, (excluding carcasses, half-carcasses, and hams, shoulders and cuts thereof, with bone in)",KGM,"4,385",735,0,0,"4,385",735,Final,,,,
202202,203220009,"Meat; of swine (other than wild pork), hams, shoulders and cuts thereof, with bone in, frozen",KGM,"15,698","2,363","4,308",810,"20,006","3,173",Final,,,,
202202,203290011,"Meat; of swine n.e.c. in item no. 0203.2, frozen, meat bones and hocks",KGM,"4,651",805,0,0,"4,651",805,Final,,,,
202202,203290019,"Meat; of swine n.e.c. in item no. 0203.2, frozen, other than meat bones and hocks",KGM,"108,152","14,309",0,0,"108,152","14,309",Final,,,,
202202,204100038,"Meat; of sheep, lamb carcasses and half-carcasses, YM grade, fresh or chilled",KGM,"156,994","12,112",0,0,"156,994","12,112",Final,,,,
202202,204100042,"Meat; of sheep, lamb carcasses and half-carcasses, YX grade, fresh or chilled",KGM,"129,720","9,331",0,0,"129,720","9,331",Final,,,,
202202,204100048,"Meat; of sheep, lamb carcasses and half-carcasses n.e.c. in item no. 0204.10, fresh or chilled",KGM,"15,355","1,253",0,0,"15,355","1,253",Final,,,,
202202,204220001,"Meat; of sheep, lamb cuts with bone in, fresh or chilled (excluding carcasses and half-carcasses)",KGM,"86,707,978","5,000,602",0,0,"86,707,978","5,000,602",Final,,,,
202202,204220009,"Meat; of sheep (excluding lamb), cuts with bone in, fresh or chilled, (excluding carcasses and half-carcasses)",KGM,"10,635",597,0,0,"10,635",597,Final,,,,
202202,204230001,"Meat; of sheep, boneless cuts of lamb, fresh or chilled",KGM,"32,345,795","1,403,303",0,0,"32,345,795","1,403,303",Final,,,,
202202,204300002,"Meat; of sheep, lamb carcasses and half-carcasses, A grade, frozen",KGM,"370,395","33,235",0,0,"370,395","33,235",Final,,,,
202202,204300012,"Meat; of sheep, lamb carcasses and half-carcasses, PH grade, frozen",KGM,"58,697","4,706",0,0,"58,697","4,706",Final,,,,
202202,204300018,"Meat; of sheep, lamb carcasses and half-carcasses, PL grade, frozen",KGM,"191,082","17,609",0,0,"191,082","17,609",Final,,,,
202202,204300022,"Meat; of sheep, lamb carcasses and half-carcasses, PM grade, frozen",KGM,"725,327","79,263",0,0,"725,327","79,263",Final,,,,
202202,204300028,"Meat; of sheep, lamb carcasses and half-carcasses, PX grade, frozen",KGM,"557,732","53,504",0,0,"557,732","53,504",Final,,,,
202202,204300032,"Meat; of sheep, lamb carcasses and half-carcasses, YL grade, frozen",KGM,"1,070,749","94,267",0,0,"1,070,749","94,267",Final,,,,
202202,204300038,"Meat; of sheep, lamb carcasses and half-carcasses, YM grade, frozen",KGM,"1,830,243","162,731",0,0,"1,830,243","162,731",Final,,,,
202202,204300042,"Meat; of sheep, lamb carcasses and half-carcasses, YX grade, frozen",KGM,"700,086","59,131",0,0,"700,086","59,131",Final,,,,
202202,204300048,"Meat; of sheep, lamb carcasses and half-carcasses n.e.c. in item no. 0204.30, frozen",KGM,"207,952","17,300",0,0,"207,952","17,300",Final,,,,
202202,204410002,"Meat; of sheep, hogget carcasses and half-carcasses, HL grade, frozen",KGM,743,96,0,0,743,96,Final,,,,
202202,204410022,"Meat; of sheep, mutton carcasses and half-carcasses, MF grade, frozen",KGM,"1,638,104","196,929",0,0,"1,638,104","196,929",Final,,,,
202202,204410028,"Meat; of sheep, mutton carcasses and half-carcasses, MH grade, frozen",KGM,"1,732,997","198,283",0,0,"1,732,997","198,283",Final,,,,
202202,204410032,"Meat; of sheep, mutton carcasses and half-carcasses, ML grade, frozen",KGM,"3,716,887","448,434",0,0,"3,716,887","448,434",Final,,,,
202202,204410038,"Meat; of sheep, mutton carcasses and half-carcasses, MM grade, frozen",KGM,"4,455,670","554,807",0,0,"4,455,670","554,807",Final,,,,
202202,204410042,"Meat; of sheep, mutton carcasses and half-carcasses, MX grade, frozen",KGM,"25,633,498","2,981,046",0,0,"25,633,498","2,981,046",Final,,,,
202202,204410048,"Meat; of sheep, mutton carcasses and half-carcasses n.e.c. in item no. 0204.41, frozen",KGM,"1,643,327","199,703",0,0,"1,643,327","199,703",Final,,,,
202202,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,"215,097,826","19,711,394",0,0,"215,097,826","19,711,394",Final,,,,
202202,204420009,"Meat; of sheep (excluding lamb), cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,"50,991,538","7,131,206","214,003","23,966","51,205,541","7,155,172",Final,,,,
202202,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,"32,031,629","2,054,345",0,0,"32,031,629","2,054,345",Final,,,,
202202,204430009,"Meat; of sheep (excluding lamb), boneless cuts, frozen",KGM,"6,189,651","468,811",0,0,"6,189,651","468,811",Final,,,,
202202,204500000,"Meat; of goats, fresh, chilled or frozen",KGM,"230,479","17,943",0,0,"230,479","17,943",Final,,,,
202202,206100029,"Offal, edible; of bovine animals, tongues, fresh or chilled",KGM,"237,523","8,921",0,0,"237,523","8,921",Final,,,,
202202,206100039,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.10, fresh or chilled",KGM,"649,503","49,201",0,0,"649,503","49,201",Final,,,,
202202,206210000,"Offal, edible; of bovine animals, tongues, frozen",KGM,"3,741,382","404,724",0,0,"3,741,382","404,724",Final,,,,
202202,206220000,"Offal, edible; of bovine animals, livers, frozen",KGM,"1,513,070","797,072",0,0,"1,513,070","797,072",Final,,,,
202202,206290001,"Offal, edible; of bovine animals, brains, frozen",KGM,"3,261",517,0,0,"3,261",517,Final,,,,
202202,206290009,"Offal, edible; of bovine animals, hearts, frozen",KGM,"1,014,607","246,865",0,0,"1,014,607","246,865",Final,,,,
202202,206290011,"Offal, edible; of bovine animals, kidneys, frozen",KGM,"652,457","167,629",0,0,"652,457","167,629",Final,,,,
202202,206290019,"Offal, edible; of bovine animals, sweetbreads, frozen",KGM,"25,572","1,605",0,0,"25,572","1,605",Final,,,,
202202,206290029,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.2, frozen",KGM,"12,374,144","1,255,296",0,0,"12,374,144","1,255,296",Final,,,,
202202,206490019,"Offal, edible; of swine, n.e.c. in item no. 0206.4, frozen",KGM,"572,520","17,361",0,0,"572,520","17,361",Final,,,,
202202,206900001,"Offal, edible; of lamb, brains, frozen",KGM,"7,209",626,0,0,"7,209",626,Final,,,,
202202,206900009,"Offal, edible; of lamb, hearts, frozen",KGM,"352,589","92,211",0,0,"352,589","92,211",Final,,,,
202202,206900011,"Offal, edible; of lamb, kidneys, frozen",KGM,"1,879,863","194,974",0,0,"1,879,863","194,974",Final,,,,
202202,206900019,"Offal, edible; of lamb, livers, frozen",KGM,"1,415,252","587,241",0,0,"1,415,252","587,241",Final,,,,
202202,206900021,"Offal, edible; of lamb, sweetbreads, frozen",KGM,"65,407","7,854",0,0,"65,407","7,854",Final,,,,
202202,206900029,"Offal, edible; of lamb, tongues, frozen",KGM,"214,441","30,297",0,0,"214,441","30,297",Final,,,,
202202,206900039,"Offal, edible; of lamb, n.e.c. in item no. 0206.90, frozen",KGM,"1,778,376","203,303",0,0,"1,778,376","203,303",Final,,,,
202202,206900049,"Offal, edible; of sheep (excluding lamb), hearts, frozen",KGM,"68,139","12,378",0,0,"68,139","12,378",Final,,,,
202202,206900059,"Offal, edible; of sheep (excluding lamb), livers, frozen",KGM,"942,604","320,935",0,0,"942,604","320,935",Final,,,,
202202,206900069,"Offal, edible; of sheep (excluding lamb), tongues, frozen",KGM,"3,883",653,0,0,"3,883",653,Final,,,,
202202,206900079,"Offal, edible; of sheep (excluding lamb), n.e.c. in item no. 0206.90, frozen",KGM,"968,594","144,773",0,0,"968,594","144,773",Final,,,,
202202,206900099,"Offal, edible; of goats, horses, asses, mules or hinnies, n.e.c. in item no. 0206.90, frozen",KGM,"2,437",603,0,0,"2,437",603,Final,,,,
202202,207110000,"Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, fresh or chilled",KGM,"30,480","4,282",0,0,"30,480","4,282",Final,,,,
202202,207120000,"Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, frozen",KGM,"636,209","157,600",0,0,"636,209","157,600",Final,,,,
202202,207130000,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, fresh or chilled",KGM,"573,136","53,023",0,0,"573,136","53,023",Final,,,,
202202,207141000,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen, livers",KGM,315,150,0,0,315,150,Final,,,,
202202,207149000,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen, excluding livers",KGM,"2,141,573","916,283",0,0,"2,141,573","916,283",Final,,,,
202202,207250000,"Meat and edible offal; of turkeys, not cut in pieces, frozen",KGM,826,77,0,0,826,77,Final,,,,
202202,207279000,"Meat and edible offal; of turkeys, cuts and offal, frozen, excluding livers",KGM,"2,060",400,0,0,"2,060",400,Final,,,,
202202,207420010,"Meat and edible offal; of ducks, not cut in pieces, frozen",KGM,"106,869","13,253",0,0,"106,869","13,253",Final,,,,
202202,207459000,"Meat and edible offal; of ducks, cuts and offal, excluding fatty livers, frozen, excluding livers",KGM,"8,223",936,0,0,"8,223",936,Final,,,,
202202,208900011,"Meat and edible meat offal; of deer, fresh, chilled or frozen, pizzles",KGM,"363,392","6,635",0,0,"363,392","6,635",Final,,,,
202202,208900013,"Meat and edible meat offal; of deer, fresh, chilled or frozen, tails",KGM,"777,558","3,973",0,0,"777,558","3,973",Final,,,,
202202,208900015,"Meat and edible meat offal; of deer, fresh, chilled or frozen, offal (excluding pizzles or tails)",KGM,"601,259","47,039",0,0,"601,259","47,039",Final,,,,
202202,208900017,"Edible meat; other than offal, of deer, venison, chilled",KGM,"1,188,524","53,116",0,0,"1,188,524","53,116",Final,,,,
202202,208900018,"Edible meat; other than offal, of deer, venison, frozen",KGM,"7,665,536","625,911",0,0,"7,665,536","625,911",Final,,,,
202202,210120000,"Meat; of swine, bellies (streaky) and cuts thereof, salted, in brine, dried or smoked",KGM,0,0,"1,490",200,"1,490",200,Final,,,,
202202,210190001,"Meat; of swine, bacon, salted, in brine, dried or smoked",KGM,"15,039","2,362","5,514",400,"20,553","2,762",Final,,,,
202202,210200000,"Meat; of bovine animals, salted, in brine, dried or smoked",KGM,"12,789",229,0,0,"12,789",229,Final,,,,
202202,210993021,"Meat and edible meat offal; of deer, edible offal, preserved, salted, in brine, dried or smoked, pizzles",KGM,"54,075",105,0,0,"54,075",105,Final,,,,
202202,210993025,"Meat and edible meat offal; of deer, edible offal, salted, in brine, dried or smoked, other than pizzles and tails",KGM,"110,400",43,0,0,"110,400",43,Final,,,,
202202,210993029,"Meat and edible meat offal; of deer, venison, salted, in brine, dried or smoked",KGM,"1,148",14,0,0,"1,148",14,Final,,,,
202202,210993050,"Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, n.e.c. in heading 0210",KGM,"288,146","6,287",0,0,"288,146","6,287",Final,,,,
202202,301910009,"Fish; live, trout, (oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), n.e.c. in item no. 0301.91.00.01",KGM,"83,148","2,496",0,0,"83,148","2,496",Final,,,,
202202,301920000,"Fish; live, eels (anguilla spp.)",KGM,"45,658","3,306",0,0,"45,658","3,306",Final,,,,
202202,302130010,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), whole",KGM,"7,094,246","346,261",0,0,"7,094,246","346,261",Final,,,,
202202,302130015,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), headed and gutted",KGM,"468,820","32,941",0,0,"468,820","32,941",Final,,,,
202202,302130029,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"1,396,690","70,728",0,0,"1,396,690","70,728",Final,,,,
202202,302230001,"Fish; fresh or chilled, sole (Solea spp.), whole",KGM,"4,352",60,0,0,"4,352",60,Final,,,,
202202,302240010,"Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), whole",KGM,"11,131","1,085",0,0,"11,131","1,085",Final,,,,
202202,302240029,"Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,130,13,0,0,130,13,Final,,,,
202202,302290002,"Fish; fresh or chilled, flounder, whole",KGM,"114,552","8,800",0,0,"114,552","8,800",Final,,,,
202202,302290021,"Fish; fresh or chilled, New Zealand sole, whole",KGM,"1,578",60,0,0,"1,578",60,Final,,,,
202202,302290031,"Fish; fresh or chilled, flounder, headed and gutted",KGM,"17,375","1,922",0,0,"17,375","1,922",Final,,,,
202202,302290063,"Fish; fresh or chilled, flounder, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"57,272","3,214",0,0,"57,272","3,214",Final,,,,
202202,302290097,"Fish; fresh or chilled, flat fish n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"18,773","1,559",0,0,"18,773","1,559",Final,,,,
202202,302320001,"Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), whole",KGM,"4,371",353,0,0,"4,371",353,Final,,,,
202202,302320029,"Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"1,052",81,0,0,"1,052",81,Final,,,,
202202,302340010,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), whole",KGM,"27,780","1,579",0,0,"27,780","1,579",Final,,,,
202202,302340012,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), headed and gutted",KGM,"32,335","1,947",0,0,"32,335","1,947",Final,,,,
202202,302340029,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"30,892","2,469",0,0,"30,892","2,469",Final,,,,
202202,302350033,"Fish; fresh or chilled, Pacific bluefin tunas (Thunnus orientalis), whole",KGM,"5,478",556,0,0,"5,478",556,Final,,,,
202202,302360010,"Fish; fresh or chilled, southern bluefin tunas (Thunnus maccoyii), whole",KGM,"149,915","19,327",0,0,"149,915","19,327",Final,,,,
202202,302360029,"Fish; fresh or chilled, southern bluefin tunas (Thunnus maccoyii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"14,855","1,165",0,0,"14,855","1,165",Final,,,,
202202,302390007,"Fish; fresh or chilled, tuna, n.e.c. in item no. 0302.3, whole",KGM,449,41,0,0,449,41,Final,,,,
202202,302440010,"Fish; fresh or chilled, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), whole",KGM,454,40,0,0,454,40,Final,,,,
202202,302470015,"Fish; fresh or chilled, swordfish (Xiphias gladius), headed and gutted",KGM,"113,677","8,348",0,0,"113,677","8,348",Final,,,,
202202,302510010,"Fish; fresh or chilled, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), whole",KGM,"58,876","3,183",0,0,"58,876","3,183",Final,,,,
202202,302540015,"Fish; fresh or chilled, hake (Merluccius spp., Urophycis spp.), headed and gutted",KGM,"3,541",592,0,0,"3,541",592,Final,,,,
202202,302590010,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, whole",KGM,"1,301",59,0,0,"1,301",59,Final,,,,
202202,302590015,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, headed and gutted",KGM,327,45,0,0,327,45,Final,,,,
202202,302590029,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"17,810","1,261",0,0,"17,810","1,261",Final,,,,
202202,302740010,"Fish; fresh or chilled, eels (Anguilla spp.), whole",KGM,"3,742",225,0,0,"3,742",225,Final,,,,
202202,302740029,"Fish; fresh or chilled, eels (Anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"6,381",468,0,0,"6,381",468,Final,,,,
202202,302810010,"Fish; fresh or chilled, dogfish and other sharks, whole",KGM,"116,849","11,569",0,0,"116,849","11,569",Final,,,,
202202,302810015,"Fish; fresh or chilled, dogfish and other sharks, headed and gutted",KGM,"202,683","22,836",0,0,"202,683","22,836",Final,,,,
202202,302810029,"Fish; fresh or chilled, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"192,181","20,422",0,0,"192,181","20,422",Final,,,,
202202,302850010,"Fish; fresh or chilled, seabream (Sparidae), snapper, whole",KGM,"2,642,780","230,207",0,0,"2,642,780","230,207",Final,,,,
202202,302850019,"Fish; fresh or chilled, seabream (Sparidae), other than snapper, whole",KGM,"22,362","1,689",0,0,"22,362","1,689",Final,,,,
202202,302850033,"Fish; fresh or chilled, seabream (Sparidae), snapper, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"7,389",537,0,0,"7,389",537,Final,,,,
202202,302891010,"Fish; fresh or chilled, bluenose, whole",KGM,"360,201","25,532",0,0,"360,201","25,532",Final,,,,
202202,302891015,"Fish; fresh or chilled, groper, whole",KGM,"186,083","12,637",0,0,"186,083","12,637",Final,,,,
202202,302891019,"Fish; fresh or chilled, gurnard, whole",KGM,"9,662","1,150",0,0,"9,662","1,150",Final,,,,
202202,302891025,"Fish; fresh or chilled, John Dory, whole",KGM,"420,603","34,790",0,0,"420,603","34,790",Final,,,,
202202,302891035,"Fish; fresh or chilled, monkfish, whole",KGM,890,40,0,0,890,40,Final,,,,
202202,302891039,"Fish; fresh or chilled, mullet, whole",KGM,672,60,0,0,672,60,Final,,,,
202202,302891049,"Fish; fresh or chilled, tarakihi, whole",KGM,"6,703",783,0,0,"6,703",783,Final,,,,
202202,302891055,"Fish; fresh or chilled, trevally, whole",KGM,"70,946","9,617",0,0,"70,946","9,617",Final,,,,
202202,302891065,"Fish; fresh or chilled, yellowtail kingfish, whole",KGM,"12,825",806,0,0,"12,825",806,Final,,,,
202202,302891079,"Fish; fresh or chilled, n.e.c. in heading 0302, whole",KGM,"239,741","17,805",0,0,"239,741","17,805",Final,,,,
202202,302892010,"Fish; fresh or chilled, bluenose, headed and gutted",KGM,"86,587","5,844",0,0,"86,587","5,844",Final,,,,
202202,302892015,"Fish; fresh or chilled, groper, headed and gutted",KGM,"48,593","3,836",0,0,"48,593","3,836",Final,,,,
202202,302892035,"Fish; fresh or chilled, monkfish, headed and gutted",KGM,"4,945",524,0,0,"4,945",524,Final,,,,
202202,302892055,"Fish; fresh or chilled, trevally, headed and gutted",KGM,"2,378",379,0,0,"2,378",379,Final,,,,
202202,302892059,"Fish; fresh or chilled, yellowtail kingfish, headed and gutted",KGM,"1,224",68,0,0,"1,224",68,Final,,,,
202202,302892079,"Fish; fresh or chilled, n.e.c. in heading 0302, headed and gutted",KGM,"15,597","1,855",0,0,"15,597","1,855",Final,,,,
202202,302899011,"Fish; fresh or chilled, bluenose, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"49,413","2,996",0,0,"49,413","2,996",Final,,,,
202202,302899013,"Fish; fresh or chilled, groper, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"108,254","7,792",0,0,"108,254","7,792",Final,,,,
202202,302899021,"Fish; fresh or chilled, John Dory, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,745,75,0,0,745,75,Final,,,,
202202,302899027,"Fish; fresh or chilled, monkfish, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"4,301",308,0,0,"4,301",308,Final,,,,
202202,302899033,"Fish; fresh or chilled, tarakihi, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,669,100,0,0,669,100,Final,,,,
202202,302899079,"Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"255,398","25,499",0,0,"255,398","25,499",Final,,,,
202202,303120015,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), headed and gutted",KGM,"368,122","26,587",0,0,"368,122","26,587",Final,,,,
202202,303120029,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, meat of 0304, and edible fish offal of 0303.9, other than whole or headed and gutted",KGM,"49,729","20,600",0,0,"49,729","20,600",Final,,,,
202202,303130010,"Fish; frozen, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), whole",KGM,"32,900","1,000",0,0,"32,900","1,000",Final,,,,
202202,303190039,"Fish; frozen, salmonidae, n.e.c. in item no. 0303.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"1,475",50,0,0,"1,475",50,Final,,,,
202202,303260010,"Fish; frozen, eels (Anguilla spp.), whole",KGM,"188,292","21,600",0,0,"188,292","21,600",Final,,,,
