Month,Harmonised System Code,Harmonised System Description,Unit Qty,Country,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,
202212,1702901809,"Sugars; including invert sugar and other sugar and sugar syrup blends containing, in the dry state, 50% by weight of fructose; n.e.c. in item 1702.90",KGM,Australia,"464,152","96,066",0,0,"464,152","96,066",Provisional,,,
202212,1702901809,"Sugars; including invert sugar and other sugar and sugar syrup blends containing, in the dry state, 50% by weight of fructose; n.e.c. in item 1702.90",KGM,Cook Islands,0,0,491,60,491,60,Provisional,,,
202212,1702901809,"Sugars; including invert sugar and other sugar and sugar syrup blends containing, in the dry state, 50% by weight of fructose; n.e.c. in item 1702.90",KGM,"China, People's Republic of","41,607","7,968",0,0,"41,607","7,968",Provisional,,,
202212,1702901809,"Sugars; including invert sugar and other sugar and sugar syrup blends containing, in the dry state, 50% by weight of fructose; n.e.c. in item 1702.90",KGM,Fiji,"9,024","1,322",0,0,"9,024","1,322",Provisional,,,
202212,1702901809,"Sugars; including invert sugar and other sugar and sugar syrup blends containing, in the dry state, 50% by weight of fructose; n.e.c. in item 1702.90",KGM,Indonesia,"5,715","8,762",0,0,"5,715","8,762",Provisional,,,
202212,1702901809,"Sugars; including invert sugar and other sugar and sugar syrup blends containing, in the dry state, 50% by weight of fructose; n.e.c. in item 1702.90",KGM,"Korea, Republic of","138,287","27,290",0,0,"138,287","27,290",Provisional,,,
202212,1702901809,"Sugars; including invert sugar and other sugar and sugar syrup blends containing, in the dry state, 50% by weight of fructose; n.e.c. in item 1702.90",KGM,Tonga,93,14,0,0,93,14,Provisional,,,
202212,1702901809,"Sugars; including invert sugar and other sugar and sugar syrup blends containing, in the dry state, 50% by weight of fructose; n.e.c. in item 1702.90",KGM,Samoa,"33,619","13,120",0,0,"33,619","13,120",Provisional,,,
202212,1703100001,"Sugars; molasses, from sugar cane, refined",KGM,"China, People's Republic of","9,620",998,0,0,"9,620",998,Provisional,,,
202212,1704100000,"Sugar confectionery; chewing gum, whether or not sugar-coated, not containing cocoa",KGM,Niue,642,4,0,0,642,4,Provisional,,,
202212,1704100000,"Sugar confectionery; chewing gum, whether or not sugar-coated, not containing cocoa",KGM,United States of America,"1,881",120,0,0,"1,881",120,Provisional,,,
202212,1704100000,"Sugar confectionery; chewing gum, whether or not sugar-coated, not containing cocoa",KGM,Samoa,"7,560","6,000",0,0,"7,560","6,000",Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,United Arab Emirates,"16,907",282,0,0,"16,907",282,Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Austria,"37,345",247,0,0,"37,345",247,Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Australia,"4,253,322","562,138","4,531",243,"4,257,853","562,380",Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Brunei Darussalam,"1,895",27,0,0,"1,895",27,Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Canada,"175,653","6,001",0,0,"175,653","6,001",Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Cook Islands,"7,990",550,612,24,"8,602",574,Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,"China, People's Republic of","1,369,495","24,978",0,0,"1,369,495","24,978",Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Germany,"171,105","4,256",0,0,"171,105","4,256",Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Fiji,"17,792","2,116",503,15,"18,295","2,131",Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,United Kingdom,"233,406","42,120",488,51,"233,894","42,171",Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Hong Kong (Special Administrative Region),"723,978","12,369",0,0,"723,978","12,369",Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Indonesia,"45,036","1,126",0,0,"45,036","1,126",Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,India,"8,361",540,0,0,"8,361",540,Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Japan,"156,855","2,463",0,0,"156,855","2,463",Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Kenya,340,18,0,0,340,18,Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Cambodia,"10,684",260,0,0,"10,684",260,Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,"Korea, Republic of","169,203","4,438",0,0,"169,203","4,438",Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Kuwait,"4,876",34,0,0,"4,876",34,Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Malaysia,"32,298","2,185",0,0,"32,298","2,185",Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,New Caledonia,804,60,0,0,804,60,Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Norfolk Island,787,127,0,0,787,127,Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Niue,690,27,0,0,690,27,Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Oman,"26,053",443,0,0,"26,053",443,Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Papua New Guinea,"1,780",104,0,0,"1,780",104,Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Saudi Arabia,"333,655","1,989",0,0,"333,655","1,989",Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Solomon Islands,50,12,0,0,50,12,Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Singapore,"41,831","4,403",0,0,"41,831","4,403",Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Tonga,"8,922",690,"1,573",145,"10,495",835,Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Tuvalu,"1,916",168,0,0,"1,916",168,Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Taiwan,"75,001","2,500",0,0,"75,001","2,500",Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,United States of America,"1,842,100","172,175",0,0,"1,842,100","172,175",Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Vanuatu,"1,022",110,0,0,"1,022",110,Provisional,,,
202212,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,Samoa,981,130,288,4,"1,269",134,Provisional,,,
202212,1805000000,"Cocoa; powder, not containing added sugar or other sweetening matter",KGM,Australia,"4,456",258,0,0,"4,456",258,Provisional,,,
202212,1805000000,"Cocoa; powder, not containing added sugar or other sweetening matter",KGM,Cook Islands,692,45,95,9,787,54,Provisional,,,
202212,1805000000,"Cocoa; powder, not containing added sugar or other sweetening matter",KGM,Fiji,"19,398","3,100",0,0,"19,398","3,100",Provisional,,,
202212,1805000000,"Cocoa; powder, not containing added sugar or other sweetening matter",KGM,Hong Kong (Special Administrative Region),795,6,0,0,795,6,Provisional,,,
202212,1805000000,"Cocoa; powder, not containing added sugar or other sweetening matter",KGM,Norfolk Island,336,11,0,0,336,11,Provisional,,,
202212,1805000000,"Cocoa; powder, not containing added sugar or other sweetening matter",KGM,Niue,119,9,0,0,119,9,Provisional,,,
202212,1805000000,"Cocoa; powder, not containing added sugar or other sweetening matter",KGM,Tonga,"2,928",270,0,0,"2,928",270,Provisional,,,
202212,1805000000,"Cocoa; powder, not containing added sugar or other sweetening matter",KGM,Vanuatu,"1,611",265,"2,749",250,"4,360",515,Provisional,,,
202212,1806100000,"Cocoa; powder, containing added sugar or other sweetening matter",KGM,Australia,"2,099",204,0,0,"2,099",204,Provisional,,,
202212,1806100000,"Cocoa; powder, containing added sugar or other sweetening matter",KGM,Cook Islands,"8,782",11,0,0,"8,782",11,Provisional,,,
202212,1806100000,"Cocoa; powder, containing added sugar or other sweetening matter",KGM,United Kingdom,"7,577",583,0,0,"7,577",583,Provisional,,,
202212,1806100000,"Cocoa; powder, containing added sugar or other sweetening matter",KGM,Malaysia,"1,320",120,0,0,"1,320",120,Provisional,,,
202212,1806100000,"Cocoa; powder, containing added sugar or other sweetening matter",KGM,Niue,233,6,0,0,233,6,Provisional,,,
202212,1806100000,"Cocoa; powder, containing added sugar or other sweetening matter",KGM,Vanuatu,179,10,0,0,179,10,Provisional,,,
202212,1806200010,"Chocolate & other food preparations containing cocoa; in blocks/slabs/bars of more than 2kg or in liquid/paste/powder/granular or other bulk form in containers/packings, content exceeding 2kg, containing by weight 30% or more dairy product (milk powder)",KGM,Samoa,0,0,759,120,759,120,Provisional,,,
202212,1806200090,"Chocolate & other food preparations containing cocoa; in blocks/slabs/bars of more than 2kg or in liquid/paste/powder/granular or other bulk form in containers/packings, content exceeding 2kg, containing by weight less than 30% dairy (milk powder)",KGM,Australia,"4,114",210,0,0,"4,114",210,Provisional,,,
202212,1806200090,"Chocolate & other food preparations containing cocoa; in blocks/slabs/bars of more than 2kg or in liquid/paste/powder/granular or other bulk form in containers/packings, content exceeding 2kg, containing by weight less than 30% dairy (milk powder)",KGM,Cook Islands,"2,035",90,0,0,"2,035",90,Provisional,,,
202212,1806200090,"Chocolate & other food preparations containing cocoa; in blocks/slabs/bars of more than 2kg or in liquid/paste/powder/granular or other bulk form in containers/packings, content exceeding 2kg, containing by weight less than 30% dairy (milk powder)",KGM,Fiji,"21,971","3,249",0,0,"21,971","3,249",Provisional,,,
202212,1806200090,"Chocolate & other food preparations containing cocoa; in blocks/slabs/bars of more than 2kg or in liquid/paste/powder/granular or other bulk form in containers/packings, content exceeding 2kg, containing by weight less than 30% dairy (milk powder)",KGM,Kiribati,"1,314",77,0,0,"1,314",77,Provisional,,,
202212,1806200090,"Chocolate & other food preparations containing cocoa; in blocks/slabs/bars of more than 2kg or in liquid/paste/powder/granular or other bulk form in containers/packings, content exceeding 2kg, containing by weight less than 30% dairy (milk powder)",KGM,New Caledonia,"3,539",196,0,0,"3,539",196,Provisional,,,
202212,1806200090,"Chocolate & other food preparations containing cocoa; in blocks/slabs/bars of more than 2kg or in liquid/paste/powder/granular or other bulk form in containers/packings, content exceeding 2kg, containing by weight less than 30% dairy (milk powder)",KGM,Tonga,628,35,0,0,628,35,Provisional,,,
202212,1806200090,"Chocolate & other food preparations containing cocoa; in blocks/slabs/bars of more than 2kg or in liquid/paste/powder/granular or other bulk form in containers/packings, content exceeding 2kg, containing by weight less than 30% dairy (milk powder)",KGM,United States of America,"61,711","4,561",0,0,"61,711","4,561",Provisional,,,
202212,1806310001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, filled, exceeding 15g but not exceeding 2kg",KGM,Canada,"40,143","2,426",0,0,"40,143","2,426",Provisional,,,
202212,1806310001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, filled, exceeding 15g but not exceeding 2kg",KGM,Cook Islands,"1,719",72,0,0,"1,719",72,Provisional,,,
202212,1806310001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, filled, exceeding 15g but not exceeding 2kg",KGM,"China, People's Republic of","79,498","4,116",0,0,"79,498","4,116",Provisional,,,
202212,1806310001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, filled, exceeding 15g but not exceeding 2kg",KGM,Kenya,"3,727",182,0,0,"3,727",182,Provisional,,,
202212,1806310001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, filled, exceeding 15g but not exceeding 2kg",KGM,New Caledonia,480,41,0,0,480,41,Provisional,,,
202212,1806310001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, filled, exceeding 15g but not exceeding 2kg",KGM,Niue,"3,646",54,0,0,"3,646",54,Provisional,,,
202212,1806310001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, filled, exceeding 15g but not exceeding 2kg",KGM,Tonga,"11,509","1,603",245,60,"11,754","1,663",Provisional,,,
202212,1806310001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, filled, exceeding 15g but not exceeding 2kg",KGM,Samoa,"21,000","1,137",0,0,"21,000","1,137",Provisional,,,
202212,1806310011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, filled, wrapped, exceeding 15g but not exceeding 2kg",KGM,Australia,"985,731","123,565",705,44,"986,436","123,609",Provisional,,,
202212,1806310011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, filled, wrapped, exceeding 15g but not exceeding 2kg",KGM,Canada,323,14,0,0,323,14,Provisional,,,
202212,1806310011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, filled, wrapped, exceeding 15g but not exceeding 2kg",KGM,Cook Islands,"2,929",102,0,0,"2,929",102,Provisional,,,
202212,1806310011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, filled, wrapped, exceeding 15g but not exceeding 2kg",KGM,Fiji,"169,447","13,166","17,903","1,711","187,350","14,877",Provisional,,,
202212,1806310011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, filled, wrapped, exceeding 15g but not exceeding 2kg",KGM,United Kingdom,"8,598",466,208,11,"8,806",477,Provisional,,,
202212,1806310011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, filled, wrapped, exceeding 15g but not exceeding 2kg",KGM,Indonesia,"8,107",465,0,0,"8,107",465,Provisional,,,
202212,1806310011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, filled, wrapped, exceeding 15g but not exceeding 2kg",KGM,India,"7,061",458,0,0,"7,061",458,Provisional,,,
202212,1806310011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, filled, wrapped, exceeding 15g but not exceeding 2kg",KGM,Malaysia,"8,476",388,0,0,"8,476",388,Provisional,,,
202212,1806310011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, filled, wrapped, exceeding 15g but not exceeding 2kg",KGM,New Caledonia,"5,958",372,0,0,"5,958",372,Provisional,,,
202212,1806310011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, filled, wrapped, exceeding 15g but not exceeding 2kg",KGM,Norfolk Island,"3,027",173,0,0,"3,027",173,Provisional,,,
202212,1806310011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, filled, wrapped, exceeding 15g but not exceeding 2kg",KGM,Oman,"14,144",683,0,0,"14,144",683,Provisional,,,
202212,1806310011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, filled, wrapped, exceeding 15g but not exceeding 2kg",KGM,Papua New Guinea,"3,592",207,0,0,"3,592",207,Provisional,,,
202212,1806310011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, filled, wrapped, exceeding 15g but not exceeding 2kg",KGM,Singapore,"2,783",156,0,0,"2,783",156,Provisional,,,
202212,1806310011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, filled, wrapped, exceeding 15g but not exceeding 2kg",KGM,Samoa,"2,496",94,0,0,"2,496",94,Provisional,,,
202212,1806310019,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, filled, unwrapped, exceeding 15g but not exceeding 2kg",KGM,Cyprus,10,1,0,0,10,1,Provisional,,,
202212,1806310029,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 15g or less",KGM,New Caledonia,"91,960","1,900",0,0,"91,960","1,900",Provisional,,,
202212,1806310029,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 15g or less",KGM,Singapore,22,1,0,0,22,1,Provisional,,,
202212,1806320001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, (not filled), exceeding 15g but not exceeding 2kg",KGM,Australia,"1,403,143","190,015",0,0,"1,403,143","190,015",Provisional,,,
202212,1806320001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, (not filled), exceeding 15g but not exceeding 2kg",KGM,Canada,"34,807","2,028",0,0,"34,807","2,028",Provisional,,,
202212,1806320001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, (not filled), exceeding 15g but not exceeding 2kg",KGM,Cook Islands,35,1,0,0,35,1,Provisional,,,
202212,1806320001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, (not filled), exceeding 15g but not exceeding 2kg",KGM,"China, People's Republic of","45,427","2,352",0,0,"45,427","2,352",Provisional,,,
202212,1806320001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, (not filled), exceeding 15g but not exceeding 2kg",KGM,United Kingdom,"15,845","1,029",0,0,"15,845","1,029",Provisional,,,
202212,1806320001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, (not filled), exceeding 15g but not exceeding 2kg",KGM,Hong Kong (Special Administrative Region),"10,651",610,0,0,"10,651",610,Provisional,,,
202212,1806320001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, (not filled), exceeding 15g but not exceeding 2kg",KGM,Kenya,"2,406",90,0,0,"2,406",90,Provisional,,,
202212,1806320001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, (not filled), exceeding 15g but not exceeding 2kg",KGM,Malaysia,"82,294","8,500",0,0,"82,294","8,500",Provisional,,,
202212,1806320001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, (not filled), exceeding 15g but not exceeding 2kg",KGM,Niue,215,9,0,0,215,9,Provisional,,,
202212,1806320001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, (not filled), exceeding 15g but not exceeding 2kg",KGM,Thailand,"34,697","3,000",0,0,"34,697","3,000",Provisional,,,
202212,1806320001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, (not filled), exceeding 15g but not exceeding 2kg",KGM,Tonga,"2,172",112,"5,889",366,"8,061",478,Provisional,,,
202212,1806320001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, (not filled), exceeding 15g but not exceeding 2kg",KGM,Vanuatu,"4,903",131,0,0,"4,903",131,Provisional,,,
202212,1806320011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, (not filled), wrapped, exceeding 15g but not exceeding 2kg",KGM,Australia,"8,386,885","258,648",0,0,"8,386,885","258,648",Provisional,,,
202212,1806320011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, (not filled), wrapped, exceeding 15g but not exceeding 2kg",KGM,Cook Islands,"2,834",133,955,63,"3,789",196,Provisional,,,
202212,1806320011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, (not filled), wrapped, exceeding 15g but not exceeding 2kg",KGM,"China, People's Republic of","240,485","8,414",0,0,"240,485","8,414",Provisional,,,
202212,1806320011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, (not filled), wrapped, exceeding 15g but not exceeding 2kg",KGM,Indonesia,"102,964","5,276",0,0,"102,964","5,276",Provisional,,,
202212,1806320011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, (not filled), wrapped, exceeding 15g but not exceeding 2kg",KGM,India,"129,250","8,272",0,0,"129,250","8,272",Provisional,,,
202212,1806320011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, (not filled), wrapped, exceeding 15g but not exceeding 2kg",KGM,"Korea, Republic of","269,265","12,194",0,0,"269,265","12,194",Provisional,,,
202212,1806320011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, (not filled), wrapped, exceeding 15g but not exceeding 2kg",KGM,Malaysia,"103,773","4,059",0,0,"103,773","4,059",Provisional,,,
202212,1806320011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, (not filled), wrapped, exceeding 15g but not exceeding 2kg",KGM,New Caledonia,868,67,0,0,868,67,Provisional,,,
202212,1806320011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, (not filled), wrapped, exceeding 15g but not exceeding 2kg",KGM,Oman,"81,190","3,356",0,0,"81,190","3,356",Provisional,,,
202212,1806320011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, (not filled), wrapped, exceeding 15g but not exceeding 2kg",KGM,Papua New Guinea,"5,881",376,0,0,"5,881",376,Provisional,,,
202212,1806320011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, (not filled), wrapped, exceeding 15g but not exceeding 2kg",KGM,Singapore,"159,715","7,947",0,0,"159,715","7,947",Provisional,,,
202212,1806320011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, (not filled), wrapped, exceeding 15g but not exceeding 2kg",KGM,Thailand,"58,916","2,237",0,0,"58,916","2,237",Provisional,,,
202212,1806320011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, (not filled), wrapped, exceeding 15g but not exceeding 2kg",KGM,Tonga,"2,216",81,0,0,"2,216",81,Provisional,,,
202212,1806320011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, (not filled), wrapped, exceeding 15g but not exceeding 2kg",KGM,Taiwan,660,68,0,0,660,68,Provisional,,,
202212,1806320011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, (not filled), wrapped, exceeding 15g but not exceeding 2kg",KGM,Vanuatu,0,0,"1,384",95,"1,384",95,Provisional,,,
202212,1806320019,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, (not filled), unwrapped, exceeding 15g but not exceeding 2kg",KGM,Tonga,157,9,0,0,157,9,Provisional,,,
202212,1806320029,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 15g or less",KGM,Australia,"206,874","52,680",0,0,"206,874","52,680",Provisional,,,
202212,1806320029,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 15g or less",KGM,Norfolk Island,"26,270","1,200",0,0,"26,270","1,200",Provisional,,,
202212,1806320029,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 15g or less",KGM,Papua New Guinea,855,70,0,0,855,70,Provisional,,,
202212,1806320029,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 15g or less",KGM,Samoa,"3,500",80,0,0,"3,500",80,Provisional,,,
202212,1806900001,"Chocolate and other food preparations containing cocoa; (in forms other than blocks, slabs or bars), weight exceeding 15g",KGM,Australia,"925,875","60,108",0,0,"925,875","60,108",Provisional,,,
202212,1806900001,"Chocolate and other food preparations containing cocoa; (in forms other than blocks, slabs or bars), weight exceeding 15g",KGM,Cook Islands,"5,256",235,0,0,"5,256",235,Provisional,,,
202212,1806900001,"Chocolate and other food preparations containing cocoa; (in forms other than blocks, slabs or bars), weight exceeding 15g",KGM,United Kingdom,"6,060","1,008",0,0,"6,060","1,008",Provisional,,,
202212,1806900001,"Chocolate and other food preparations containing cocoa; (in forms other than blocks, slabs or bars), weight exceeding 15g",KGM,Japan,"1,211",200,0,0,"1,211",200,Provisional,,,
202212,1806900001,"Chocolate and other food preparations containing cocoa; (in forms other than blocks, slabs or bars), weight exceeding 15g",KGM,"Korea, Republic of","3,006",120,0,0,"3,006",120,Provisional,,,
202212,1806900001,"Chocolate and other food preparations containing cocoa; (in forms other than blocks, slabs or bars), weight exceeding 15g",KGM,Kuwait,"8,210",771,0,0,"8,210",771,Provisional,,,
202212,1806900001,"Chocolate and other food preparations containing cocoa; (in forms other than blocks, slabs or bars), weight exceeding 15g",KGM,Solomon Islands,751,91,0,0,751,91,Provisional,,,
202212,1806900001,"Chocolate and other food preparations containing cocoa; (in forms other than blocks, slabs or bars), weight exceeding 15g",KGM,Singapore,396,26,0,0,396,26,Provisional,,,
202212,1806900001,"Chocolate and other food preparations containing cocoa; (in forms other than blocks, slabs or bars), weight exceeding 15g",KGM,Tuvalu,"1,592",105,0,0,"1,592",105,Provisional,,,
202212,1806900001,"Chocolate and other food preparations containing cocoa; (in forms other than blocks, slabs or bars), weight exceeding 15g",KGM,Vanuatu,691,72,0,0,691,72,Provisional,,,
202212,1806900011,"Chocolate and other food preparations containing cocoa; chocolate pieces (creams, liqueurs, assortments and the like), weighing 15g or less, in retail packs",KGM,Australia,"3,480",311,0,0,"3,480",311,Provisional,,,
202212,1806900011,"Chocolate and other food preparations containing cocoa; chocolate pieces (creams, liqueurs, assortments and the like), weighing 15g or less, in retail packs",KGM,Cook Islands,"10,590",290,0,0,"10,590",290,Provisional,,,
202212,1806900011,"Chocolate and other food preparations containing cocoa; chocolate pieces (creams, liqueurs, assortments and the like), weighing 15g or less, in retail packs",KGM,"China, People's Republic of","2,378",148,0,0,"2,378",148,Provisional,,,
202212,1806900011,"Chocolate and other food preparations containing cocoa; chocolate pieces (creams, liqueurs, assortments and the like), weighing 15g or less, in retail packs",KGM,United Kingdom,"31,132","5,119",0,0,"31,132","5,119",Provisional,,,
202212,1806900011,"Chocolate and other food preparations containing cocoa; chocolate pieces (creams, liqueurs, assortments and the like), weighing 15g or less, in retail packs",KGM,Hong Kong (Special Administrative Region),"1,814",95,0,0,"1,814",95,Provisional,,,
202212,1806900011,"Chocolate and other food preparations containing cocoa; chocolate pieces (creams, liqueurs, assortments and the like), weighing 15g or less, in retail packs",KGM,Papua New Guinea,"2,968",178,0,0,"2,968",178,Provisional,,,
202212,1806900011,"Chocolate and other food preparations containing cocoa; chocolate pieces (creams, liqueurs, assortments and the like), weighing 15g or less, in retail packs",KGM,Solomon Islands,50,6,0,0,50,6,Provisional,,,
202212,1806900011,"Chocolate and other food preparations containing cocoa; chocolate pieces (creams, liqueurs, assortments and the like), weighing 15g or less, in retail packs",KGM,United States of America,80,2,0,0,80,2,Provisional,,,
202212,1806900011,"Chocolate and other food preparations containing cocoa; chocolate pieces (creams, liqueurs, assortments and the like), weighing 15g or less, in retail packs",KGM,Vanuatu,"1,192",59,0,0,"1,192",59,Provisional,,,
202212,1806900019,"Chocolate and other food preparations containing cocoa; chocolate pieces (creams, liqueurs, assortments and the like), weighing 15g or less, other than in retail packs",KGM,Australia,"1,901",93,0,0,"1,901",93,Provisional,,,
202212,1806900019,"Chocolate and other food preparations containing cocoa; chocolate pieces (creams, liqueurs, assortments and the like), weighing 15g or less, other than in retail packs",KGM,Cook Islands,0,0,139,10,139,10,Provisional,,,
202212,1806900019,"Chocolate and other food preparations containing cocoa; chocolate pieces (creams, liqueurs, assortments and the like), weighing 15g or less, other than in retail packs",KGM,Fiji,"6,552","1,680",0,0,"6,552","1,680",Provisional,,,
