Month,Harmonised System Code,Harmonised System Description,Unit Qty,Imports ($NZD vfd),Imports ($NZD cif),Imports Qty,Status,,
202201,305410010,"Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal",KGM,"1,584,670","1,653,797","58,488",Final,,
202201,305490043,"Fish; smoked, whether or not cooked before or during smoking, snapper, includes fillets, but excludes edible fish offal",KGM,"1,591","2,122",528,Final,,
202201,305540000,"Dried herrings, anchovies, sardines, sardinella, brisling or sprats, mackerel (incl Indian, jack, or horse), seerfishes, jacks, crevalles, cobia, silver pomfrets, Pacific saury, scads, capelin, swordfish, Kawakawa, bonitos, marlins, sailfishes, spearfish",KGM,"41,462","46,595","3,166",Final,,
202201,305590011,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5",KGM,"46,806","53,236","3,473",Final,,
202201,306120010,"Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",KGM,180,246,34,Final,,
202201,306140010,"Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",KGM,"196,580","207,887","25,222",Final,,
202201,306160000,"Crustaceans; frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",KGM,"3,891","4,425",150,Final,,
202201,306170000,"Crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",KGM,"2,683,680","2,810,372","216,031",Final,,
202201,306952900,"Crustaceans; shrimps and prawns, other than smoked or whole, cooked",KGM,"27,956","30,782","1,478",Final,,
202201,307220002,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, frozen",KGM,"181,125","190,531","9,060",Final,,
202201,307320013,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, frozen, half-shell, 45 mussels or more per kg",KGM,"154,746","154,746","19,200",Final,,
202201,307430013,"Molluscs; squid, frozen, whole",KGM,"17,006","17,221","1,380",Final,,
202201,307430017,"Molluscs; squid, frozen, tubes or steaks",KGM,"409,380","447,688","55,395",Final,,
202201,307430029,"Molluscs; squid, frozen, n.e.c. in item no. 0305.43",KGM,690,751,24,Final,,
202201,307490043,"Molluscs; squid, whether in shell or not, dried",KGM,"24,342","27,571","1,717",Final,,
202201,307490049,"Molluscs; squid, whether in shell or not, salted, in brine, or smoked, cooked or not before or during the smoking process",KGM,"123,756","135,230","15,909",Final,,
202201,307590000,"Molluscs; octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process",KGM,"10,126","11,017",588,Final,,
202201,307830000,"Molluscs; abalone (Haliotis spp.), whether in shell or not, frozen",KGM,"82,827","89,175","8,918",Final,,
202201,307920002,"Molluscs; n.e.c. in heading 0307, whether in shell or not, frozen",KGM,"1,851","2,105",32,Final,,
202201,307990002,"Molluscs; n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",KGM,692,826,130,Final,,
202201,308120000,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), frozen",KGM,68,210,280,Final,,
202201,308199010,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), dried, salted or in brine",KGM,"72,610","84,504",977,Final,,
202201,308220000,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), frozen",KGM,"3,379","3,678",30,Final,,
202201,401100900,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, not exceeding 1%, other than fresh",KGM,"82,306","88,981","58,320",Final,,
202201,401200901,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 1% but not exceeding 6%, UHT milk",LTR,"108,361","117,294","66,067",Final,,
202201,401500019,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 10%, other than fresh",KGM,"145,689","164,432","34,534",Final,,
202201,402100002,"Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, skimmed milk powder, spray process, fat content not over 1.5%",KGM,"1,053,595","1,136,148","239,246",Final,,
202201,402100009,"Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, skimmed milk powder, not spray process, fat content not over 1.5%",KGM,7,7,5,Final,,
202201,402210019,"Dairy produce; whole milk powder, concentrated, not containing added sugar or other sweetening matter, of a fat content exceeding 1.5% (by weight), n.e.c. in item no. 0402.21",KGM,"1,157,963","1,205,644","96,835",Final,,
202201,402290019,"Dairy produce; whole milk powder, containing added sugar or other sweetening matter, of a fat content exceeding 1.5% (by weight), n.e.c. in item no. 0402.29",KGM,"5,177","6,044",461,Final,,
202201,402290029,"Dairy produce; milk and cream, in powder, granules or other solid forms, containing added sugar or other sweetening matter, of a fat content exceeding 1.5% (by weight), n.e.c. in item no. 0402.29",KGM,"12,483","13,160","1,865",Final,,
202201,402910000,"Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, other than in powder, granules or other solid forms",KGM,"6,799","7,251","2,041",Final,,
202201,402990010,"Dairy produce; milk and cream, concentrated, containing added sugar or other sweetening matter, condensed",KGM,"497,768","590,944","187,140",Final,,
202201,402990015,"Dairy produce; milk and cream, concentrated, containing added sugar or other sweetening matter, evaporated",KGM,"10,652","11,860","3,024",Final,,
202201,402990017,"Dairy produce; milk and cream, concentrated, containing added sugar or other sweetening matter, other than in powder, granules or other solid forms, other than condensed or evaporated",KGM,"2,579","3,072",660,Final,,
202201,402990021,"Dairy produce, milk and cream, other than concentrated, containing added sugar or other sweetening matter, Ultra-High Temperature (UHT) milk",LTR,"2,400","2,801",720,Final,,
202201,402990029,"Dairy produce, milk and cream, other than concentrated, containing added sugar or other sweetening matter, other than in powder, granules or other solid forms, other than Ultra-High Temperature (UHT) milk",KGM,"10,787","12,777","2,081",Final,,
202201,403200500,"Dairy produce; yoghurt, whether or not concentrated, containing added spices, coffee or coffee extract, plants or parts of plants, cereals or bakers' wares",KGM,"5,630","6,235",536,Final,,
202201,403200900,"Dairy produce; yoghurt, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa n.e.c. in item 0403.20",KGM,"36,872","46,086","13,365",Final,,
202201,403901100,"Dairy produce; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, concentrated or sweetened, with or without flavouring, fruit, nuts, cocoa, liquid or semi-solid (excluding yoghurt)",KGM,"7,133","8,623","4,652",Final,,
202201,403901929,"Dairy produce; fermented or acidified milk and cream, evaporated, n.e.c. in heading no. 0403",KGM,726,924,532,Final,,
202201,404100000,"Dairy produce; whey, whether or not concentrated or containing added sugar or other sweetening matter",KGM,"2,168,389","2,324,661","325,077",Final,,
202201,404900100,"Dairy produce; natural milk constituents (excluding whey), not concentrated or sweetened, n.e.c. in chapter 4",KGM,"3,559","3,559",13,Final,,
202201,404901900,"Dairy produce; natural milk constituents (excluding whey), concentrated or sweetened, other than liquid or semi-solid, n.e.c. in chapter 4",KGM,"150,467","182,084","75,017",Final,,
202201,405100009,"Dairy produce; derived from milk, butter, salted, creamery, in pats",KGM,"185,769","189,412","15,941",Final,,
202201,405900005,"Dairy produce; fats and oils derived from milk (other than butter or dairy spreads), ghee",KGM,"147,440","160,908","16,560",Final,,
202201,406100001,"Dairy produce; fresh cheese (including whey cheese), not fermented",KGM,"1,293,981","1,337,471","167,593",Final,,
202201,406200029,"Dairy produce; cheese, grated or powdered, n.e.c. in item no. 0406.20",KGM,"377,602","384,654","51,070",Final,,
202201,406300000,"Dairy produce; cheese, processed (not grated or powdered)",KGM,"954,689","996,665","125,293",Final,,
202201,406400000,"Dairy produce; cheese, blue-veined and other cheese containing veins produced by Penicillium roqueforti (not grated, powdered or processed)",KGM,"156,862","180,571","8,236",Final,,
202201,406900001,"Dairy produce; cheese, in tins (not grated, powdered or processed)",KGM,"326,232","346,400","45,519",Final,,
202201,406900011,"Dairy produce; cheese, cheddar (other than in tins, not grated, powdered or processed)",KGM,"1,627,550","1,718,760","253,700",Final,,
202201,406900021,"Dairy produce; cheese, cheshire (other than in tins, not grated, powdered or processed)",KGM,"1,717","1,928",144,Final,,
202201,406900031,"Dairy produce; cheese, gouda (other than in tins, not grated, powdered or processed)",KGM,460,"1,172",18,Final,,
202201,406900039,"Dairy produce; cheese, (other than in tins, not grated, powdered or processed), n.e.c. in item no. 0406.90",KGM,"1,976,978","2,165,070","161,298",Final,,
202201,407110000,"Birds' eggs, in shell; fresh, fertilised eggs for incubation, of fowls of the species Gallus domesticus (domestic hens)",DZN,"128,831","146,466",810,Final,,
202201,407900000,"Birds' eggs, in shell; preserved or cooked",KGM,"103,210","126,871","15,264",Final,,
202201,408110000,"Eggs; birds' eggs, yolks, dried, whether or not containing added sugar or other sweetening matter",KGM,"10,043","10,156",825,Final,,
202201,408190009,"Eggs; birds' eggs, yolks, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter",KGM,"57,966","61,879","6,570",Final,,
202201,408910000,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",KGM,"602,234","622,623","61,792",Final,,
202201,408990001,"Eggs; birds' eggs (not in shell, excluding yolks only), liquid, whether or not containing added sugar or other sweetening matter",KGM,"14,514","15,207","3,349",Final,,
202201,408990009,"Eggs; birds' eggs (not in shell, excluding yolks only), cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter",KGM,"7,609","8,234",316,Final,,
202201,409000021,"Honey; natural honey, extracted, in retail packs, Manuka honey as defined by the Ministry for Primary Industries, monofloral",KGM,"29,112","31,750",249,Final,,
202201,409000025,"Honey; natural honey, extracted, in retail packs, other than Manuka honey as defined by the Ministry for Primary Industries",KGM,"4,549","5,340",76,Final,,
202201,410100500,"Animal products; insects, n.e.c. in item 0410.10",KGM,"2,137","2,341",640,Final,,
202201,410900000,"Animal products; edible products of animal origin, not elsewhere specified or included, other than insects",KGM,"497,656","520,506","9,848",Final,,
202201,504000001,"Animal products; sausage casings, made from the guts of hogs",HNK,"925,613","939,151","54,850",Final,,
202201,504000021,"Animal products; sausage casings, made from the guts of sheep (excluding lamb)",HNK,"39,054","39,613","1,350",Final,,
202201,504000089,"Animal products; guts bladders and stomachs of animals (other than fish), whole and pieces thereof, n.e.c. in heading no. 0504",,136,136,,Final,,
202201,505100000,"Animal products; feathers and down, used for stuffing, not further worked than cleaned, disinfected or treated for preservation",KGM,"98,286","110,240","1,760",Final,,
202201,506900009,"Animal products; bones and horn-cores and powder and waste of such, unworked, defatted, simply prepared (but not cut to shape) or treated with acid or degelatinised, n.e.c. in heading no. 0506",,"53,729","53,809",,Final,,
202201,507900015,"Animal products; velvet and waste products (excluding powder) of deer, unworked, other than frozen or dried",KGM,396,614,1,Final,,
202201,508000000,"Animal products; coral and similar materials, shells of molluscs, crustaceans, echinoderms, cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste thereof",,"4,998","5,657",,Final,,
202201,510000019,"Animal products; for pharmaceutical use, fresh, chilled, frozen or otherwise provisionally preserved, other than ambergris",,"916,846","940,672",,Final,,
202201,511100000,Animal products; bovine semen,,"4,652","6,022",,Final,,
202201,511910001,Animal products; of fish; unfit for human consumption,KGM,"97,847","98,289","60,978",Final,,
202201,511910009,"Animal products; of crustaceans, molluscs or other aquatic invertebrates; dead animals of chapter 03, unfit for human consumption",,"195,239","195,727",,Final,,
202201,511990008,"Animal products; semen, other than bovine, other than sheep semen",,"407,406","415,962",,Final,,
202201,511990015,"Animal products; blood, dried, unfit for human consumption, of other than deer",KGM,"28,478","28,521","4,000",Final,,
202201,511990045,"Animal products; n.e.c. in chapter 5, embryos",,"8,621","17,365",,Final,,
202201,511990049,Animal products; n.e.c. in chapter 5,,"158,432","169,304",,Final,,
202201,601100015,"Plants, live; bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, lilium",KGM,"524,751","595,131","131,187",Final,,
202201,601100017,"Plants, live; bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, tulip",KGM,"12,993","15,366","1,806",Final,,
202201,601100029,"Plants, live; bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, (other than calla lillies, paeony tubers or roots, sandersonia, lilium or tulip)",,"383,086","403,894",,Final,,
202201,602900001,"Plants, live; mushroom spawn",,"178,888","188,734",,Final,,
202201,602900029,"Plants, live; those plants n.e.c. in item no. 0602.90",,"273,799","360,078",,Final,,
202201,603110000,"Flowers, cut; roses, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh",NMB,"15,057","46,773","27,910",Final,,
202201,603140000,"Flowers, cut; chrysanthemums, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh",NMB,"4,825","10,034","14,660",Final,,
202201,603190078,"Flowers, cut; n.e.c. in item no. 0603.19, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh",NMB,"6,612","15,643","10,451",Final,,
202201,603900109,"Flowers, cut; other than paeonies, flowers and buds of a kind suitable for bouquets or ornamental purposes, dried or bleached",,"110,402","133,779",,Final,,
202201,604200019,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens; other than sphagnum moss and proteaceae, suitable for bouquets or for ornamental purposes, fresh",,"24,789","63,140",,Final,,
202201,604901019,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens; other than sphagnum moss and proteaceae, suitable for bouquets or for ornamental purposes, dried or bleached",,90,106,,Final,,
202201,604909000,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens; suitable for bouquets or for ornamental purposes, other than dried or bleached",,"5,354","5,871",,Final,,
202201,703200000,"Vegetables, alliaceous; garlic, fresh or chilled",KGM,"557,810","631,599","222,844",Final,,
202201,704100010,"Vegetables, brassica; cauliflowers, fresh or chilled",KGM,"13,736","15,264","4,002",Final,,
202201,706900000,"Vegetables, root; salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled",KGM,"2,163","2,347",228,Final,,
202201,708200000,"Vegetables, leguminous; beans (vigna spp., phaseolus spp.), shelled or unshelled, fresh or chilled",KGM,"1,128","1,540",170,Final,,
202201,708900000,"Vegetables, leguminous; (other than peas and beans), shelled or unshelled, fresh or chilled",KGM,"5,806","6,472",564,Final,,
202201,709300000,"Vegetables; aubergines, (e.g. plants), fresh or chilled",KGM,"45,293","59,515","10,366",Final,,
202201,709590020,"Vegetables; truffles and mushrooms n.e.c. in heading 0709, fresh or chilled",KGM,390,527,27,Final,,
202201,709600000,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",KGM,"26,122","41,733","22,507",Final,,
202201,709700000,"Vegetables; spinach, New Zealand spinach and orache spinach (garden spinach), fresh or chilled",KGM,173,490,"1,908",Final,,
202201,709930019,"Vegetables; pumpkins, fresh or chilled",KGM,150,191,14,Final,,
202201,709990015,"Vegetables; sweetcorn, fresh or chilled",KGM,250,451,420,Final,,
202201,709990019,"Vegetables; n.e.c. in heading no. 0709, fresh or chilled",KGM,"164,137","214,640","31,521",Final,,
202201,710100000,"Vegetables; potatoes, uncooked or cooked by steaming or boiling in water, frozen",KGM,"69,880","83,372","37,498",Final,,
202201,710210001,"Vegetables, leguminous; peas (pisum sativum), shelled or unshelled, uncooked, frozen",KGM,"50,826","56,653","30,496",Final,,
202201,710220001,"Vegetables, leguminous; green beans, shelled or unshelled, uncooked, frozen",KGM,"32,253","43,183","19,588",Final,,
202201,710220011,"Vegetables, leguminous; broad beans, shelled or unshelled, uncooked or cooked by steaming or boiling in water, frozen",KGM,699,862,270,Final,,
202201,710220019,"Vegetables, leguminous; beans (vigna spp., phaseolus spp.), n.e.c. in item no. 0710.22, shelled or unshelled, uncooked or cooked by steaming or boiling in water, frozen",KGM,"19,978","21,229","5,765",Final,,
