Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
201907,6114900210,"Garments; of wool or fine animal hair, knitted or crocheted, n.e.c. in chapter 61",NMB,"78,444",824,"53,283","2,004","131,727","2,828",Final,,,,
201907,6114900219,"Garments; of textile materials (other than wool or fine animal hair, cotton or man-made fibres), knitted or crocheted, n.e.c. in chapter 61",NMB,"1,718",163,"23,405",956,"25,123","1,119",Final,,,,
201907,6115101500,"Hosiery; graduated compression hosiery, women's full-length stockings, not wholly or principally of man-made fibres, measuring per single yarn less than 67 decitex, knitted or crocheted",NPR,0,0,110,4,110,4,Final,,,,
201907,6115101900,"Hosiery; graduated compression hosiery, women's knee-length hosiery, measuring per single yarn less than 67 decitex, knitted or crocheted",NPR,181,18,0,0,181,18,Final,,,,
201907,6115105919,"Hosiery; graduated compression hosiery, women's and girls', of synthetic fibres, knitted or crocheted (excluding panty hose, tights, full or knee-length hosiery measuring per single yarn less than 67 decitex)",NPR,0,0,72,27,72,27,Final,,,,
201907,6115106915,"Hosiery; graduated compression hosiery, men's and boys', half and three-quarter socks, of cotton, knitted or crocheted",NPR,0,0,"2,225",181,"2,225",181,Final,,,,
201907,6115210000,"Hosiery; panty hose and tights (other than graduated compression hosiery), of synthetic fibres, measuring per single yarn less than 67 decitex, knitted or crocheted",NMB,"14,856","3,596","3,212",110,"18,068","3,706",Final,,,,
201907,6115220000,"Hosiery; panty hose and tights (other than graduated compression hosiery), of synthetic fibres, measuring per single yarn 67 decitex or more, knitted or crocheted",NMB,"4,451",944,0,0,"4,451",944,Final,,,,
201907,6115290000,"Hosiery; panty hose and tights (other than graduated compression hosiery), of textile materials (other than synthetic fibres), knitted or crocheted",NMB,"24,993","3,550","1,724",29,"26,717","3,579",Final,,,,
201907,6115300900,"Hosiery; women's full length stockings (other than graduated compression hosiery), wholly or principally of man-made fibres, measuring per single yarn less than 67 decitex, knitted or crocheted",NPR,"5,871","7,665",0,0,"5,871","7,665",Final,,,,
201907,6115940100,"Hosiery; footwear without applied soles (other than of graduated compression type), of wool or fine animal hair, knitted or crocheted",NPR,"1,827",164,0,0,"1,827",164,Final,,,,
201907,6115940900,"Hosiery; women's and girls', of wool or fine animal hair, knitted or crocheted (excluding graduated compression hosiery, footwear without applied soles, panty hose, tights, full or knee-length hosiery measuring per single yarn less than 67 decitex)",NPR,"175,920","17,679","34,939","5,625","210,859","23,304",Final,,,,
201907,6115941900,"Hosiery; men's and boys', half and three-quarter socks (other than graduated compression type), of wool or fine animal hair, knitted or crocheted",NPR,"21,226","1,388","2,060",282,"23,286","1,670",Final,,,,
201907,6115942900,"Hosiery; men's and boys', of wool or fine animal hair, knitted or crocheted, (excluding half and three-quarter socks, footwear without applied soles or graduated compression hosiery)",NPR,"6,114",646,"24,576","3,735","30,690","4,381",Final,,,,
201907,6115950100,"Hosiery; footwear without applied soles (other than of graduated compression type), of cotton, knitted or crocheted",NPR,"6,191","1,147",0,0,"6,191","1,147",Final,,,,
201907,6115950900,"Hosiery; women's and girls', of cotton, knitted or crocheted (excluding graduated compression hosiery, footwear without applied soles, panty hose, tights, full or knee-length hosiery measuring per single yarn less than 67 decitex)",NPR,"32,244","7,956","2,181","1,863","34,425","9,819",Final,,,,
201907,6115951900,"Hosiery; men's and boys', half and three-quarter socks (other than graduated compression type), of cotton, knitted or crocheted",NPR,"6,750","1,253",12,2,"6,762","1,255",Final,,,,
201907,6115952900,"Hosiery; men's and boys', of cotton, knitted or crocheted, (excluding half and three-quarter socks, footwear without applied soles or graduated compression hosiery)",NPR,"8,060","4,971","1,358",566,"9,418","5,537",Final,,,,
201907,6115960100,"Hosiery; footwear without applied soles (other than graduated compression type), of synthetic fibres, knitted or crocheted",NPR,0,0,"3,235",536,"3,235",536,Final,,,,
201907,6115960900,"Hosiery; women's and girls', of synthetic fibres, knitted or crocheted (excluding graduated compression hosiery, footwear without applied soles, panty hose, tights, full or knee-length hosiery measuring per single yarn less than 67 decitex)",NPR,235,40,411,389,646,429,Final,,,,
201907,6115961900,"Hosiery; men's and boys', half and three-quarter socks (other than graduated compression type), of synthetic fibres, knitted or crocheted",NPR,0,0,"1,098",37,"1,098",37,Final,,,,
201907,6115962900,"Hosiery; men's and boys', of synthetic fibres, knitted or crocheted, (excluding half and three-quarter socks, footwear without applied soles or graduated compression hosiery)",NPR,"5,866",582,"46,287","8,494","52,153","9,076",Final,,,,
201907,6115991210,"Hosiery; women's and girls', n.e.c. in heading no. 6115, of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted (excluding graduated compression hosiery)",NPR,"2,691",146,0,0,"2,691",146,Final,,,,
201907,6115992910,"Hosiery; men's and boys', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted, (excluding half and three-quarter socks, footwear without applied soles or graduated compression hosiery)",NPR,"3,363",344,85,17,"3,448",361,Final,,,,
201907,6116101001,"Gloves; work, impregnated, coated or covered with plastics or rubber, knitted or crocheted",NPR,"3,333",610,"14,447","3,720","17,780","4,330",Final,,,,
201907,6116101009,"Gloves; (other than work), impregnated, coated or covered with plastics or rubber, knitted or crocheted",NPR,"1,274",77,710,55,"1,984",132,Final,,,,
201907,6116102001,"Mittens and mitts; work, of wool or fine animal hair, impregnated, coated or covered with plastics or rubber, knitted or crocheted",NPR,77,2,0,0,77,2,Final,,,,
201907,6116102009,"Mittens and mitts; (other than work), of wool or fine animal hair, impregnated, coated or covered with plastics or rubber, knitted or crocheted",NPR,0,0,"7,299",868,"7,299",868,Final,,,,
201907,6116109001,"Mittens and mitts; work, of cotton, impregnated, coated or covered with plastics or rubber, knitted or crocheted",NPR,0,0,37,24,37,24,Final,,,,
201907,6116109019,"Mittens and mitts; (other than work), of synthetic fibres, impregnated, coated or covered with plastics or rubber, knitted or crocheted",NPR,0,0,142,45,142,45,Final,,,,
201907,6116109029,"Mittens and mitts; (other than work), of textile materials (other than wool, fine animal hair, cotton or synthetic fibres), impregnated, coated or covered with plastics or rubber, knitted or crocheted",NPR,94,2,0,0,94,2,Final,,,,
201907,6116910009,"Gloves, mittens and mitts; (other than work gloves), of wool or fine animal hair, knitted or crocheted, (other than impregnated, coated or covered with plastics or rubber)",NPR,"36,630","2,517","14,084","1,231","50,714","3,748",Final,,,,
201907,6116920001,"Gloves; work, of cotton, knitted or crocheted, (other than impregnated, coated or covered with plastics or rubber)",NPR,"1,698",90,0,0,"1,698",90,Final,,,,
201907,6116920009,"Gloves, mittens and mitts; (other than work gloves), of cotton, knitted or crocheted, (other than impregnated, coated or covered with plastics or rubber)",NPR,"21,300","3,000",0,0,"21,300","3,000",Final,,,,
201907,6116930009,"Gloves, mittens and mitts; (other than work gloves), of synthetic fibres, knitted or crocheted, (other than impregnated, coated or covered with plastics or rubber)",NPR,8,4,"14,428","1,718","14,436","1,722",Final,,,,
201907,6116990009,"Gloves, mittens and mitts; (other than work gloves), of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), (other than impregnated, coated or covered with plastics or rubber)",NPR,231,13,0,0,231,13,Final,,,,
201907,6117100000,"Shawls, scarves, mufflers, mantillas, veils and the like; knitted or crocheted",,"34,026",,"27,166",,"61,192",,Final,,,,
201907,6117800200,"Ties, bow ties and cravats; knitted or crocheted",,0,,412,,412,,Final,,,,
201907,6117801500,"Clothing accessories; elastic, knitted or crocheted, n.e.c. in heading no. 6117",,0,,"4,502",,"4,502",,Final,,,,
201907,6117801919,"Clothing accessories; articles n.e.c. in heading no. 6117, of materials other than rubberised or elastic, knitted or crocheted",,"1,243",,"29,433",,"30,676",,Final,,,,
201907,6201110200,"Coats; men's or boys', overcoats, raincoats, car-coats, capes, cloaks and similar articles, of wool or fine animal hair, other than those of heading no. 6203 (not knitted or crocheted)",NMB,"1,174",4,"5,600",19,"6,774",23,Final,,,,
201907,6201120200,"Coats; men's or boys', overcoats, raincoats, car-coats, capes, cloaks and similar articles, of cotton, other than those of heading no. 6203 (not knitted or crocheted)",NMB,0,0,"14,494",43,"14,494",43,Final,,,,
201907,6201130200,"Coats; men's or boys', overcoats, raincoats, car-coats, capes, cloaks and similar articles, of man-made fibres, other than those of heading no. 6203 (not knitted or crocheted)",NMB,699,6,"130,772","1,866","131,471","1,872",Final,,,,
201907,6201190200,"Coats; men's or boys', overcoats, rain-coats, car-coats, capes, cloaks and similar, of textile materials (other than wool or fine animal hair, cotton or man-made fibres), other than those of heading no. 6203 (not knitted or crocheted)",NMB,"3,166",42,112,1,"3,278",43,Final,,,,
201907,6201910200,"Anoraks (including ski-jackets) wind-cheaters, wind-jackets and similar articles; men's or boys', of wool or fine animal hair, other than those of heading no. 6203 (not knitted or crocheted)",NMB,0,0,354,6,354,6,Final,,,,
201907,6201920200,"Anoraks (including ski-jackets) wind-cheaters, wind-jackets and similar articles; men's or boys', of cotton, other than those of heading no. 6203 (not knitted or crocheted)",NMB,0,0,"4,767",25,"4,767",25,Final,,,,
201907,6201930200,"Anoraks (including ski-jackets) wind-cheaters, wind-jackets and similar articles; men's or boys', of man-made fibres, other than those of heading no. 6203 (not knitted or crocheted)",NMB,"42,665",468,"515,525","9,725","558,190","10,193",Final,,,,
201907,6201990200,"Anoraks (including ski-jackets) wind-cheaters, wind-jackets and similar; men's or boys', of textile materials (other than wool or fine animal hair, cotton or man-made fibres), other than those of heading no. 6203 (not knitted or crocheted)",NMB,"1,584",31,151,1,"1,735",32,Final,,,,
201907,6202110000,"Coats; women's or girls', overcoats, raincoats, car-coats, capes, cloaks and similar articles, of wool or fine animal hair, other than those of heading no. 6204 (not knitted or crocheted)",NMB,"22,924",49,"61,960",21,"84,884",70,Final,,,,
201907,6202120000,"Coats; women's or girls', overcoats, raincoats, car-coats, capes, cloaks and similar articles, of cotton, other than those of heading no. 6204 (not knitted or crocheted)",NMB,"1,843",3,"18,837",87,"20,680",90,Final,,,,
201907,6202130000,"Coats; women's or girls', overcoats, raincoats, car-coats, capes, cloaks and similar articles, of man-made fibres, other than those of heading no. 6204 (not knitted or crocheted)",NMB,"3,101",6,"84,844","1,565","87,945","1,571",Final,,,,
201907,6202190000,"Coats; women's or girls', overcoats, raincoats, car-coats, capes, cloaks and similar articles, of textile materials (other than wool or fine animal hair, cotton or man-made fibres), other than those of heading no. 6204 (not knitted or crocheted)",NMB,"11,828",234,"2,859",10,"14,687",244,Final,,,,
201907,6202920200,"Anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles; women's or girls', of cotton, other than those of heading no. 6204 (not knitted or crocheted)",NMB,0,0,"9,099",632,"9,099",632,Final,,,,
201907,6202930200,"Anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles; women's or girls', of man-made fibres, other than those of heading no. 6204 (not knitted or crocheted)",NMB,"11,870",129,"875,059","17,085","886,929","17,214",Final,,,,
201907,6202990000,"Anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles; women's or girls', of textile materials n.e.c. in item no. 6202.9, other than those of heading no. 6204, (not knitted or crocheted)",NMB,"30,460",244,"2,559",32,"33,019",276,Final,,,,
201907,6203110200,"Suits; men's or boys', of wool or fine animal hair (not knitted or crocheted)",NMB,"1,260",5,"138,253","1,041","139,513","1,046",Final,,,,
201907,6203120200,"Suits; men's or boys', of synthetic fibres (not knitted or crocheted)",NMB,0,0,"1,761",1,"1,761",1,Final,,,,
201907,6203190200,"Suits; men's or boys', of textile materials n.e.c. in item no. 6203.1 (not knitted or crocheted)",NMB,"1,059",19,364,1,"1,423",20,Final,,,,
201907,6203230200,"Ensembles; men's or boys', of synthetic fibres (not knitted or crocheted)",NMB,"1,177",45,0,0,"1,177",45,Final,,,,
201907,6203290219,"Ensembles; men's or boys', of textile materials other than wool or fine animal hair, cotton or synthetic fibres (not knitted or crocheted)",NMB,0,0,378,4,378,4,Final,,,,
201907,6203310200,"Jackets and blazers; men's or boys', of wool or fine animal hair (not knitted or crocheted)",NMB,750,19,"498,845","7,743","499,595","7,762",Final,,,,
201907,6203320200,"Jackets and blazers; men's or boys', of cotton (not knitted or crocheted)",NMB,"1,398",68,"18,597",314,"19,995",382,Final,,,,
201907,6203330200,"Jackets and blazers; men's or boys', of synthetic fibres (not knitted or crocheted)",NMB,"10,002",161,"136,300","3,158","146,302","3,319",Final,,,,
201907,6203390200,"Jackets and blazers; men's or boys', of textile materials n.e.c. in item no. 6203.3 (not knitted or crocheted)",NMB,"68,385","1,040","10,142",139,"78,527","1,179",Final,,,,
201907,6203410201,"Trousers and breeches; men's or boys', of wool or fine animal hair (not knitted or crocheted)",NMB,"1,263",28,"57,064","1,971","58,327","1,999",Final,,,,
201907,6203410207,"Shorts; men's or boys', of wool or fine animal hair (not knitted or crocheted)",NMB,0,0,28,1,28,1,Final,,,,
201907,6203410209,"Overalls, bib and brace; men's or boys', of wool or fine animal hair (not knitted or crocheted)",NMB,374,18,0,0,374,18,Final,,,,
201907,6203420201,"Jeans; men's or boys', of cotton (not knitted or crocheted)",NMB,0,0,"91,824","4,955","91,824","4,955",Final,,,,
201907,6203420203,Trousers and breeches; men's or boys'; of cotton (not knitted or crocheted),NMB,"45,176",884,"394,751","14,508","439,927","15,392",Final,,,,
201907,6203420206,Shorts; men's or boys'; of cotton (not knitted or crocheted),NMB,"21,482",833,"83,777","1,890","105,259","2,723",Final,,,,
201907,6203420209,"Overalls, bib and brace; men's or boys', of cotton (not knitted or crocheted)",NMB,"14,855",215,"2,536",50,"17,391",265,Final,,,,
201907,6203430201,"Trousers and breeches; men's or boys', of synthetic fibres (not knitted or crocheted)",NMB,"31,593",656,"1,247,847","15,397","1,279,440","16,053",Final,,,,
201907,6203430205,"Shorts; men's or boys', of synthetic fibres (not knitted or crocheted)",NMB,"4,556",249,"22,265","1,980","26,821","2,229",Final,,,,
201907,6203430209,"Overalls, bib and brace; men's or boys', of synthetic fibres (not knitted or crocheted)",NMB,0,0,"4,628",137,"4,628",137,Final,,,,
201907,6203490201,"Trousers and breeches; men's or boys', of textile materials (other than wool, fine animal hair, cotton or synthetic fibres), (not knitted or crocheted)",NMB,"101,517","1,598","4,422",131,"105,939","1,729",Final,,,,
201907,6203490205,"Shorts; men's or boys', of textile materials (other than wool, fine animal hair, cotton or synthetic fibres), (not knitted or crocheted)",NMB,"13,050",255,"6,448",330,"19,498",585,Final,,,,
201907,6203490209,"Overalls, bib and brace; men's or boys', of textile materials (other than wool, fine animal hair, cotton or synthetic fibres), (not knitted or crocheted)",NMB,"6,765",125,0,0,"6,765",125,Final,,,,
201907,6204130000,"Suits; women's or girls', of synthetic fibres (not knitted or crocheted)",NMB,0,0,266,5,266,5,Final,,,,
201907,6204190000,"Suits; women's or girls', of textile materials n.e.c. in item no. 6204.1 (not knitted or crocheted)",NMB,130,1,0,0,130,1,Final,,,,
201907,6204290000,"Ensembles; women's or girls', of textile materials n.e.c. in item no. 6204.2 (not knitted or crocheted)",NMB,0,0,215,3,215,3,Final,,,,
201907,6204310000,"Jackets; women's or girls', of wool or fine animal hair (not knitted or crocheted)",NMB,"28,549",84,"16,604",71,"45,153",155,Final,,,,
201907,6204320200,"Jackets and blazers; women's or girls', of cotton (not knitted or crocheted)",NMB,"3,128",7,"50,656",482,"53,784",489,Final,,,,
201907,6204330200,"Jackets and blazers; women's or girls', of synthetic fibres (not knitted or crocheted)",NMB,"60,607",391,"148,252","2,902","208,859","3,293",Final,,,,
201907,6204390000,"Jackets; women's or girls', of textile materials n.e.c. in item no. 6204.3 (not knitted or crocheted)",NMB,"17,112",159,"32,771",617,"49,883",776,Final,,,,
201907,6204410000,"Dresses; women's or girls', of wool or fine animal hair (not knitted or crocheted)",NMB,"17,726",55,"8,508",13,"26,234",68,Final,,,,
201907,6204420000,"Dresses; women's or girls', of cotton (not knitted or crocheted)",NMB,"72,480",310,"73,991",983,"146,471","1,293",Final,,,,
201907,6204430000,"Dresses; women's or girls', of synthetic fibres (not knitted or crocheted)",NMB,"337,292","1,231","214,821","4,096","552,113","5,327",Final,,,,
201907,6204440000,"Dresses; women's or girls', of artificial fibres (not knitted or crocheted)",NMB,"8,180",25,"44,785",655,"52,965",680,Final,,,,
201907,6204490000,"Dresses; women's or girls', of textile materials n.e.c. in item no. 6204.4 (not knitted or crocheted)",NMB,"62,025",308,"89,415",884,"151,440","1,192",Final,,,,
201907,6204510000,"Skirts and divided skirts; women's or girls', of wool or fine animal hair (not knitted or crocheted)",NMB,0,0,"6,126",7,"6,126",7,Final,,,,
201907,6204520200,"Skirts and divided skirts; women's or girls', of cotton (not knitted or crocheted)",NMB,"11,753",268,"49,155","1,694","60,908","1,962",Final,,,,
201907,6204530200,"Skirts and divided skirts; women's or girls', of synthetic fibres (not knitted or crocheted)",NMB,"51,361",461,"76,050","2,761","127,411","3,222",Final,,,,
201907,6204590200,"Skirts and divided skirts; women's or girls', of textile materials n.e.c. in item no. 6204.5 (not knitted or crocheted)",NMB,"4,986",40,"15,501",336,"20,487",376,Final,,,,
201907,6204610211,"Trousers and breeches; women's or girls', of wool or fine animal hair (not knitted or crocheted)",NMB,"7,130",245,"6,495",22,"13,625",267,Final,,,,
201907,6204610219,"Jeans; women's or girls', of wool or fine animal hair (not knitted or crocheted)",NMB,"13,768",54,"5,328",3,"19,096",57,Final,,,,
201907,6204620201,"Jeans; women's or girls', of cotton (not knitted or crocheted)",NMB,"9,116",133,"63,232","2,601","72,348","2,734",Final,,,,
201907,6204620205,"Trousers and breeches; women's or girls', of cotton (not knitted or crocheted)",NMB,"5,268",142,"89,704","2,446","94,972","2,588",Final,,,,
201907,6204620207,"Shorts; women's or girls', of cotton (not knitted or crocheted)",NMB,"10,755",285,"43,220","5,519","53,975","5,804",Final,,,,
201907,6204620209,"Trousers, breeches, shorts and jeans; women's or girls', of cotton (not knitted or crocheted), n.e.c. in item no. 6204.62.02",NMB,"8,018",774,222,17,"8,240",791,Final,,,,
201907,6204630201,"Trousers and breeches; women's or girls', of synthetic fibres (not knitted or crocheted)",NMB,"84,107","1,698","232,473","13,015","316,580","14,713",Final,,,,
201907,6204630203,"Shorts; women's or girls, of synthetic fibres (not knitted or crocheted)",NMB,"1,110",35,"1,505",75,"2,615",110,Final,,,,
201907,6204630209,"Jeans; women's or girls, of synthetic fibres (not knitted or crocheted)",NMB,0,0,90,1,90,1,Final,,,,
201907,6204631900,"Overalls, bib and brace; women's or girls', of synthetic fibres (not knitted or crocheted)",NMB,0,0,"5,574",160,"5,574",160,Final,,,,
201907,6204690201,"Trousers and breeches; women's or girls', of textile materials (other than wool, fine animal hair, cotton or synthetic fibres), (not knitted or crocheted)",NMB,"54,378","1,036","39,129",728,"93,507","1,764",Final,,,,
201907,6204690203,"Shorts; women's or girls', of textile materials (other than wool, fine animal hair, cotton or synthetic fibres), (not knitted or crocheted)",NMB,"4,853",58,"6,915",279,"11,768",337,Final,,,,
201907,6204690209,"Jeans; women's or girls', of textile materials (other than wool, fine animal hair, cotton or synthetic fibres), (not knitted or crocheted)",NMB,"19,215",367,"5,672",202,"24,887",569,Final,,,,
201907,6204691900,"Overalls, bib and brace; women's or girls', of textile materials (other than wool, fine animal hair, cotton or synthetic fibres), (not knitted or crocheted)",NMB,362,11,0,0,362,11,Final,,,,
201907,6205200200,"Shirts; men's or boys', of cotton, size not exceeding 81cm chest measurement (not knitted or crocheted)",NMB,"1,186",38,0,0,"1,186",38,Final,,,,
201907,6205201200,"Shirts; men's or boys', of cotton, size exceeding 81cm chest measurement (not knitted or crocheted)",NMB,"36,936","1,751","343,108","16,611","380,044","18,362",Final,,,,
201907,6205300200,"Shirts; men's or boys', of man-made fibres, size not exceeding 81cm chest measurement (not knitted or crocheted)",NMB,33,1,0,0,33,1,Final,,,,
201907,6205301200,"Shirts; men's or boys', of man-made fibres, size exceeding 81cm chest measurement (not knitted or crocheted)",NMB,"35,226","1,057","107,333","8,524","142,559","9,581",Final,,,,
201907,6205901210,"Shirts; men's or boys', of wool or fine animal hair, size exceeding 81cm chest measurement (not knitted or crocheted)",NMB,"1,222",5,"10,544",69,"11,766",74,Final,,,,
201907,6205901219,"Shirts; men's or boys', of textile materials (other than wool or fine animal hair, cotton or man-made fibres), size exceeding 81cm chest measurement (not knitted or crocheted)",NMB,"29,709",681,"22,005",957,"51,714","1,638",Final,,,,
201907,6206100200,"Blouses; women's or girls', of silk or silk waste (not knitted or crocheted)",NMB,"3,785",26,"2,606",27,"6,391",53,Final,,,,
201907,6206101200,"Shirts and shirt-blouses; women's or girls', of silk or silk waste (not knitted or crocheted)",NMB,"20,892",111,"34,446",260,"55,338",371,Final,,,,
201907,6206200200,"Blouses; women's or girls', of wool or fine animal hair (not knitted or crocheted)",NMB,0,0,165,4,165,4,Final,,,,
201907,6206200800,Shirts and shirt blouses; women's or girls' of wool or fine animal hair (not knitted or crocheted),NMB,"2,683",15,0,0,"2,683",15,Final,,,,
201907,6206300200,"Blouses; women's or girls', of cotton (not knitted or crocheted)",NMB,"1,259",12,"12,357",284,"13,616",296,Final,,,,
201907,6206301200,"Shirts and shirt-blouses; women's or girls', of cotton (not knitted or crocheted)",NMB,"24,527",804,"60,853","1,974","85,380","2,778",Final,,,,
201907,6206400200,"Blouses; women's or girls', of man-made fibres (not knitted or crocheted)",NMB,"38,409",378,"149,082","7,283","187,491","7,661",Final,,,,
201907,6206401200,"Shirts and shirt-blouses; women's or girls', of man-made fibres (not knitted or crocheted)",NMB,"10,696",475,"58,345","2,303","69,041","2,778",Final,,,,
201907,6206900200,"Blouses; women's or girls', of textile materials n.e.c. in heading no. 6206 (not knitted or crocheted)",NMB,"1,276",31,"2,905",90,"4,181",121,Final,,,,
201907,6206901200,"Shirts and shirt-blouses; women's or girls', of textile materials n.e.c. in heading no. 6206 (not knitted or crocheted)",NMB,"58,259","1,283","23,603",631,"81,862","1,914",Final,,,,
201907,6207190200,"Underpants and briefs; men's or boys', of textile materials other than cotton (not knitted or crocheted)",NMB,0,0,668,70,668,70,Final,,,,
201907,6207220200,"Nightshirts and pyjamas; men's or boys', of man-made fibres (not knitted or crocheted)",NMB,31,1,0,0,31,1,Final,,,,
201907,6207910200,"Bathrobes, dressing gowns and similar articles; men's or boys', of cotton (not knitted or crocheted)",NMB,0,0,952,65,952,65,Final,,,,
201907,6207911200,"Singlets and other vests; men's or boys', of cotton (not knitted or crocheted)",NMB,200,1,0,0,200,1,Final,,,,
201907,6207990219,"Bathrobes, dressing gowns and similar articles; men's or boys', of textile materials other than cotton or man-made fibres (not knitted or crocheted)",NMB,0,0,"3,633",103,"3,633",103,Final,,,,
201907,6207991810,"Singlets and other vests; men's or boys', of man-made fibres (not knitted or crocheted)",NMB,0,0,344,9,344,9,Final,,,,
201907,6207991819,"Singlets and other vests; men's or boys', of textile materials other than cotton or man-made fibres (not knitted or crocheted)",NMB,"1,271",31,"1,091",65,"2,362",96,Final,,,,
201907,6208110200,"Slips and petticoats; women's or girls', of man-made fibres (not knitted or crocheted)",NMB,0,0,"2,635",137,"2,635",137,Final,,,,
201907,6208190200,"Slips and petticoats; women's or girls', of textile materials other than man-made fibres (not knitted or crocheted)",NMB,"1,933",15,105,1,"2,038",16,Final,,,,
201907,6208210200,"Nightdresses and pyjamas; women's or girls', of cotton (not knitted or crocheted)",NMB,41,2,"4,623",223,"4,664",225,Final,,,,
201907,6208220200,"Nightdresses and pyjamas; women's or girls', of man-made fibres (not knitted or crocheted)",NMB,0,0,610,30,610,30,Final,,,,
201907,6208910100,"Bathrobes, dressing gowns and similar articles; women's or girls', of cotton (not knitted or crocheted)",NMB,0,0,"7,360",206,"7,360",206,Final,,,,
201907,6208911210,"Singlets and other vests, briefs, panties and negligees; women's or girls', of cotton (not knitted or crocheted)",NMB,0,0,54,4,54,4,Final,,,,
201907,6208920100,"Bathrobes, dressing gowns and similar articles; women's or girls', of man-made fibres (not knitted or crocheted)",NMB,0,0,776,42,776,42,Final,,,,
201907,6208921210,"Singlets and other vests, briefs, nighties and negligees; women's or girls', of man-made fibres (not knitted or crocheted)",NMB,"7,202",185,"1,319",42,"8,521",227,Final,,,,
201907,6208990100,"Bathrobes, dressing gowns and similar articles; women's or girls', of textile materials other than cotton or man-made fibres (not knitted or crocheted)",NMB,283,2,0,0,283,2,Final,,,,
201907,6208991210,"Singlets and other vests, briefs, nighties and negligees; women's or girls', of textile materials other than cotton or man-made fibres (not knitted or crocheted)",NMB,698,27,"10,878","2,258","11,576","2,285",Final,,,,
201907,6209200010,"Coats or jackets; babies', of cotton (not knitted or crocheted)",NMB,0,0,"4,089",164,"4,089",164,Final,,,,
201907,6209200015,"Dresses or gowns; babies', of cotton (not knitted or crocheted)",NMB,0,0,"7,597",298,"7,597",298,Final,,,,
201907,6209200021,"Shawls; babies', of cotton (not knitted or crocheted)",NMB,100,8,0,0,100,8,Final,,,,
201907,6209200023,"Bibs and feeders; babies', of cotton (not knitted or crocheted)",NMB,0,0,"4,006",891,"4,006",891,Final,,,,
201907,6209200029,Babies' garments and clothing accessories; of cotton (not knitted or crocheted) n.e.c. in item no. 6209.2,NMB,"2,571",114,"2,470",221,"5,041",335,Final,,,,
201907,6209300010,"Coats or jackets; babies', of synthetic fibres (not knitted or crocheted)",NMB,0,0,137,8,137,8,Final,,,,
201907,6209300015,"Dresses or gowns; babies', of synthetic fibres (not knitted or crocheted)",NMB,9,1,"1,711",106,"1,720",107,Final,,,,
201907,6209300029,Babies' garments and clothing accessories; of synthetic fibres (not knitted or crocheted) n.e.c. in item no. 6209.30,NMB,"1,023",302,"3,488",289,"4,511",591,Final,,,,
201907,6209900035,"Dresses or gowns; babies', of textile materials other than wool or fine animal hair, cotton or synthetic fibres (not knitted or crocheted)",NMB,321,10,0,0,321,10,Final,,,,
201907,6209900041,"Bibs and feeders; babies', of textile materials other than wool or fine animal hair, cotton or synthetic fibres (not knitted or crocheted)",NMB,9,3,"1,515",388,"1,524",391,Final,,,,
201907,6209900049,"Babies' garments and clothing accessories; of textile materials other than wool or fine animal hair, cotton or synthetic fibres (not knitted or crocheted), n.e.c. in item no. 6209.90",NMB,251,8,"5,350",214,"5,601",222,Final,,,,
201907,6210100200,Garments; of felt or non-wovens (not knitted or crocheted),NMB,622,104,"3,760","1,016","4,382","1,120",Final,,,,
201907,6210200000,"Garments; overcoats, raincoats, car-coats, capes, cloaks and similar articles, men's or boys', of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)",NMB,"11,320","130,049","8,528",364,"19,848","130,413",Final,,,,
201907,6210400000,"Garments; men's or boys', n.e.c. in item no. 6210.2, of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)",NMB,"13,416",238,"31,256",643,"44,672",881,Final,,,,
201907,6210500210,"Garments; women's or girls', n.e.c. in item no. 6210.3, of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)",NMB,0,0,"5,311",98,"5,311",98,Final,,,,
201907,6211110201,"Swimwear; men's or boys', of man-made fibres (not knitted or crocheted)",NMB,0,0,"17,765",298,"17,765",298,Final,,,,
201907,6211120001,"Swimwear; women's or girls', of man-made fibres (not knitted or crocheted)",NMB,0,0,771,8,771,8,Final,,,,
201907,6211120009,"Swimwear; women's or girls', of other than man-made fibres (not knitted or crocheted)",NMB,0,0,142,3,142,3,Final,,,,
201907,6211200001,Ski suits; of man-made fibres (not knitted or crocheted),NMB,0,0,"14,859",300,"14,859",300,Final,,,,
201907,6211320200,"Track suits and other garments n.e.c.; men's or boys', of cotton (not knitted or crocheted)",NMB,"59,772",985,"132,659","4,130","192,431","5,115",Final,,,,
201907,6211330200,"Track suits and other garments n.e.c.; men's or boys', of man-made fibres (not knitted or crocheted)",NMB,"112,295","1,994","112,183","6,857","224,478","8,851",Final,,,,
