Month,Harmonised System Code,Harmonised System Description,Unit Qty,Imports ($NZD vfd),Imports ($NZD cif),Imports Qty,Status
202305,6505009049,Hats and other headgear; n.e.c. in heading no. 6505,NMB,"1,053,681","1,100,771","476,810",Provisional
202305,6506100100,"Headgear, safety; firemen's helmets, whether or not lined or trimmed",NMB,"3,900","3,900",1,Provisional
202305,6506100902,"Headgear, safety; bicycle crash helmets, whether or not lined or trimmed",NMB,"236,836","249,570","4,797",Provisional
202305,6506100911,"Headgear, safety; motorcycle crash helmets, whether or not lined or trimmed",NMB,"371,336","386,546","2,655",Provisional
202305,6506100919,"Headgear, safety; crash helmets, (other than for bicycle or motorcycle), whether or not lined or trimmed",NMB,"289,369","302,007","3,682",Provisional
202305,6506100929,"Headgear, safety; (other than fireman's helmets and crash helmets), whether or not lined or trimmed",NMB,"1,080,865","1,140,980","40,925",Provisional
202305,6506910000,"Headgear; (other than safety headgear), of rubber or plastics, whether or not lined or trimmed",NMB,"114,973","121,273","124,501",Provisional
202305,6506990010,"Headgear; (other than safety headgear), of furskin, whether or not lined or trimmed",NMB,566,566,82,Provisional
202305,6506990019,"Headgear; n.e.c. in chapter 65, whether or not lined or trimmed",NMB,"206,997","218,359","3,171,375",Provisional
202305,6507000001,"Head-bands, peaks, chinstraps for headgear",,"119,601","124,514",,Provisional
202305,6507000009,"Headgear; linings, covers, hat foundations and frames for headgear",,"73,021","78,791",,Provisional
202305,6601100000,Umbrellas and sun umbrellas; garden or similar umbrellas,NMB,"143,961","147,158","2,850",Provisional
202305,6601910000,"Umbrellas and sun umbrellas; having a telescopic shaft, (excluding garden or similar umbrellas)",NMB,"462,656","467,892","40,895",Provisional
202305,6601990000,Umbrellas and sun umbrellas; n.e.c. in heading no. 6601 (including walking stick umbrellas),NMB,"498,003","522,437","103,020",Provisional
202305,6602000900,"Walking-sticks, seat-sticks and the like; excluding shepherds crooks",,"45,951","48,741",,Provisional
202305,6602001900,"Whips, riding-crops and the like",,"5,348","5,927",,Provisional
202305,6603900019,"Trimmings, accessories and parts of articles of heading no. 6601 or 6602; n.e.c. in heading no. 6603",,"171,354","175,296",,Provisional
202305,6701000000,"Skins and other parts of birds with their feathers or down; feathers, parts of feathers, down and articles thereof (other than goods of heading no. 0505 and worked quills and scapes)",,"11,476","12,622",,Provisional
202305,6702100000,"Flowers, foliage and fruit, artificial, and parts thereof; articles made of artificial flowers, foliage or fruit, of plastics",,"385,659","422,715",,Provisional
202305,6702900000,"Flowers, foliage and fruit, artificial, and parts thereof; articles made of artificial flowers, foliage or fruit, of materials other than plastics",,"227,607","241,629",,Provisional
202305,6703000000,"Human hair, dressed, thinned, bleached or otherwise worked; wool or other animal hair or other textile materials, prepared for use in making wigs or the like",,"1,044","1,103",,Provisional
202305,6704110000,"Wigs; complete, of synthetic textile materials",,"41,767","44,181",,Provisional
202305,6704190000,"False beards, eyebrows and eyelashes, switches and the like; of synthetic textile materials",,"114,467","120,839",,Provisional
202305,6704200000,"Wigs, false beards, eyebrows and eyelashes, switches and the like and other articles n.e.c.; of human hair",,"201,651","204,575",,Provisional
202305,6704900000,"Wigs, false beards, eyebrows and eyelashes, switches and the like and other articles n.e.c.; of animal hair or of textile materials other than synthetic",,"26,290","26,945",,Provisional
202305,6801000000,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",,"263,558","309,212",,Provisional
202305,6802100000,"Tiles, cubes and similar articles; whether or not rectangular (including square), largest face of which is capable of being enclosed in square, side less than 7cm, coloured granules, chippings, powder",,"187,233","207,571",,Provisional
202305,6802210000,"Marble, travertine and alabaster; simply cut or sawn, with a flat or even surface",,"431,183","459,877",,Provisional
202305,6802230000,"Granite; articles thereof, simply cut or sawn, with a flat or even surface",,"101,839","105,013",,Provisional
202305,6802290019,"Stone; monumental or building stone, n.e.c. in item no. 6802.2, articles thereof, simply cut or sawn, with a flat or even surface",,"353,297","394,636",,Provisional
202305,6802910900,"Marble, travertine and alabaster; articles thereof, (other than simply cut or sawn, with a flat or even surface), other than handles for cutlery",,"292,348","318,113",,Provisional
202305,6802920900,"Stone; calcareous (excluding marble, travertine, alabaster) articles thereof, (other than simply cut or sawn, with a flat or even surface), other than handles for cutlery",,"32,517","37,997",,Provisional
202305,6802930900,"Granite; articles thereof, (other than simply cut or sawn, with a flat or even surface), other than handles for cutlery",,"384,602","418,193",,Provisional
202305,6802990900,"Stone; natural (excluding marble, travertine, alabaster, other calcareous stone or granite), monumental or building stone, (other than simply cut or sawn, with a flat or even surface), other than handles for cutlery",,"195,667","207,244",,Provisional
202305,6803000019,"Slate, worked; and articles of slate or of agglomerated slate, other than roofing or billiard table slates",,"44,435","51,474",,Provisional
202305,6804100000,"Millstones and grindstones; for milling, grinding or pulping, without frameworks, and parts thereof",,"38,944","40,178",,Provisional
202305,6804210001,"Grinding wheels; of agglomerated synthetic or natural diamond, for sharpening, polishing, trueing or cutting, without frameworks, and parts thereof",KGM,"226,736","236,698","5,016",Provisional
202305,6804210011,"Millstones, grindstones and the like (excluding grinding wheels); diamond segmental, for sharpening, polishing, trueing or cutting, without frameworks, and parts thereof",KGM,"92,874","97,673","1,671",Provisional
202305,6804210019,"Millstones, grindstones and the like (excluding grinding wheels); of agglomerated synthetic or natural diamond (not diamond segmental) for sharpening, polishing, trueing or cutting, and parts thereof",KGM,"12,149","12,521",344,Provisional
202305,6804220005,"Grinding wheels; of agglomerated abrasives or of ceramics, phenolic resin bonded, reinforced",KGM,"337,841","341,425","13,668",Provisional
202305,6804220019,"Grinding wheels; of agglomerated abrasives or of ceramics, (other than phenolic resin bonded, reinforced)",KGM,"561,930","585,660","32,116",Provisional
202305,6804220029,"Millstones, grindstones and the like (excluding grinding wheels); of agglomerated abrasives or ceramics",KGM,"129,621","135,619","5,963",Provisional
202305,6804230001,"Grinding wheels; of natural stone, for sharpening, polishing, trueing or cutting, without frameworks, and parts thereof",KGM,"40,498","41,887","6,815",Provisional
202305,6804230009,"Millstones, grindstones and the like (excluding grinding wheels); of natural stone, for sharpening, polishing, trueing or cutting, without frameworks, and parts thereof",KGM,"5,506","5,598",381,Provisional
202305,6804300000,"Stones; hand sharpening or polishing stones, of natural stone, agglomerated natural or artificial abrasives or ceramics, with or without parts of other materials",,"31,345","33,687",,Provisional
202305,6805100100,"Nail files; abrasive coated, on a base of woven textile fabric only, whether or not cut to shape or sewn or otherwise made up",,258,262,,Provisional
202305,6805101100,"Abrasive coated articles; dental strip, bands and discs, on a base of woven textile fabric only, whether or not cut to shape, sewn or otherwise made up",,422,492,,Provisional
202305,6805101900,"Abrasive coated articles; (other than nail files and dental strip, bands and discs), on a base of woven textile fabric only, whether or not cut to shape, sewn or otherwise made up",,"335,495","355,808",,Provisional
202305,6805200100,"Nail files; abrasive coated, on a base of paper or paperboard",,"44,872","46,111",,Provisional
202305,6805201100,"Abrasive coated articles; dental strip, bands and discs, on a base of paper or paperboard only, whether or not cut to shape, sewn or otherwise made up",,"16,435","16,841",,Provisional
202305,6805201900,"Abrasive coated articles; (other than nail files, dental strip, bands and discs), on a base of paper or paperboard only, whether or not cut to shape, sewn or otherwise made up",,"1,086,173","1,130,744",,Provisional
202305,6805300100,"Nail files; abrasive coated, on a base of materials n.e.c. in heading no. 6805",,"11,417","11,806",,Provisional
202305,6805301100,"Abrasive coated articles; dental strip, bands and discs, on a base of materials n.e.c. in heading no. 6805, whether or not cut to shape or sewn or otherwise made up",,"31,683","32,596",,Provisional
202305,6805301900,"Abrasive coated articles; (other than nail files, dental strip, bands and discs), on a base of materials n.e.c. in heading no. 6805, whether or not cut to shape or sewn or otherwise made up",,"855,104","925,584",,Provisional
202305,6806100000,"Slag wool, rock wool and similar mineral wools (including intermixtures thereof), in bulk, sheets or rolls",KGM,"732,680","871,197","158,549",Provisional
202305,6806200000,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials (including intermixtures thereof)",KGM,"324,984","386,428","124,407",Provisional
202305,6806900003,"Mineral fibre acoustic ceiling tiles and panels; excluding those of heading no 6811, 6812 or chapter 69",MTK,"570,045","621,881","36,274",Provisional
202305,6806900008,"Heat or sound-insulating or sound absorbing mineral materials; mixtures and articles, other than ceiling tiles and panels, excluding those of heading no. 6811, 6812 or chapter 69",KGM,"562,718","663,851","92,207",Provisional
202305,6807100000,Asphalt or similar material; articles (e.g. petroleum bitumen or coal tar pitch) in rolls,,"815,247","924,145",,Provisional
202305,6807900000,Asphalt or similar material; articles (e.g. petroleum bitumen or coal tar pitch) other than in rolls,,"442,840","564,580",,Provisional
202305,6808000000,"Panels, boards, tiles, blocks and the like; of vegetable fibre, of straw, shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders",,57,57,,Provisional
202305,6809110010,"Plaster, or plaster compositions; boards, sheets, panels, tiles and similar articles, faced or reinforced with paper or paperboard only, not ornamented",MTK,"237,161","336,651","65,068",Provisional
202305,6809190010,"Plaster, or plaster compositions; boards, sheets, panels, tiles and similar articles, (other than faced or reinforced with paper or paperboard only), not ornamented",MTK,"167,111","189,165","25,070",Provisional
202305,6809900006,"Plaster and plaster composition articles; articles n.e.c. in heading no. 6809, ornamented",NMB,"2,385","2,611",23,Provisional
202305,6810110000,"Cement, concrete or artificial stone; building blocks or bricks, whether or not reinforced",,"209,659","244,364",,Provisional
202305,6810190000,"Cement, concrete or artificial stone; tiles, flagstones and similar, (excluding building bricks and blocks) whether or not reinforced",,"1,977,521","2,087,035",,Provisional
202305,6810910000,"Cement, concrete or artificial stone; prefabricated structural components for building or civil engineering, whether or not reinforced",,"835,502","1,004,220",,Provisional
202305,6810990001,"Cement, concrete or artificial stone; articles (other than prefabricated structural components for building or civil engineering), n.e.c. in heading no. 6810, pipes, whether or not reinforced",,17,26,,Provisional
202305,6810990009,"Cement, concrete or artificial stone; articles (other than prefabricated structural components for building or civil engineering), n.e.c. in heading no. 6810, other than pipes, whether or not reinforced",,"2,158,222","2,264,132",,Provisional
202305,6811820010,"Cellulose fibre-cement; sheets, plain (other than corrugated sheets), not containing asbestos",MTK,"3,723,487","5,307,660","520,259",Provisional
202305,6811820019,"Cellulose fibre-cement; sheets, panels, tiles and similar articles (other than plain sheets and corrugated sheets), not containing asbestos",,"8,569","10,794",,Provisional
202305,6811899019,"Cellulose fibre-cement; articles or the like, n.e.c. in item no. 6811.8, not containing asbestos",,"36,323","37,351",,Provisional
202305,6813810100,"Brake linings and pads; in the piece, not containing asbestos, of other mineral substances or of cellulose, whether or not combined with textile or other materials, unmounted",,"97,053","101,603",,Provisional
202305,6813810900,"Brake linings and pads; undrilled, (not in the piece), not containing asbestos, of other mineral substances or of cellulose, whether or not combined with textile or other materials, unmounted",,"1,471","1,564",,Provisional
202305,6813811900,"Brake linings and pads; drilled, (not in the piece), not containing asbestos, of other mineral substances or of cellulose, whether or not combined with textile or other materials, unmounted",,"29,589","30,894",,Provisional
202305,6813890100,"Friction material, articles thereof; in the piece, not containing asbestos, of other mineral substances or of cellulose, whether or not combined with textile or other materials, unmounted, other than brake linings and pads",,"1,029","1,151",,Provisional
202305,6813890900,"Clutch facings; undrilled, of annular shape, whether or not holed for fixing or mounting, not containing asbestos, of other mineral substances or of cellulose, whether or not combined with textile or other materials, unmounted",,743,858,,Provisional
202305,6813891900,"Clutch facings; drilled, of annular shape, whether or not holed for fixing or mounting, not containing asbestos, of other mineral substances or of cellulose, whether or not combined with textile or other materials, unmounted",,163,167,,Provisional
202305,6813893900,"Friction material, articles thereof; drilled, (not in the piece), not containing asbestos, of other mineral substances or of cellulose, unmounted, n.e.c. in item no. 6813.89",,"8,374","8,550",,Provisional
202305,6814100000,"Mica; plates, sheets and strips, of agglomerated or reconstituted mica, whether or not on a support of paper, paperboard or other materials",,"1,382","1,515",,Provisional
202305,6814900000,"Mica; worked mica and articles of mica (excluding plates, sheets and strips) whether or not on a support of paper, paperboard or other materials",,"1,323","1,362",,Provisional
202305,6815110000,Stone or other mineral substances not elsewhere specified or included; carbon fibres for non-electrical uses,,"62,009","64,719",,Provisional
202305,6815120000,Stone or other mineral substances not elsewhere specified or included; fabrics of carbon fibres for non-electrical uses,,"245,611","259,496",,Provisional
202305,6815130000,Stone or other mineral substances not elsewhere specified or included; articles of carbon fibres for non-electrical uses,,"462,586","487,760",,Provisional
202305,6815190000,Stone or other mineral substances not elsewhere specified or included; non-electrical articles of graphite or carbon n.e.c. in heading 6815,,"787,265","819,617",,Provisional
202305,6815200000,Peat; articles of peat n.e.c. or included,,"157,671","160,716",,Provisional
202305,6815910010,"Stone articles and articles of other mineral substances; containing magnesite, magnesia in the form of periclase, dolomite including in the form of dolime, or chromite",,665,743,,Provisional
202305,6815990010,Stone articles and articles of other mineral substances; n.e.c. or included in heading no. 6815,,"815,407","888,216",,Provisional
202305,6901000000,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (e.g. kieselguhr, tripolite or diatomite) or of similar siliceous earths",KGM,"55,691","57,761","16,200",Provisional
202305,6902100000,"Bricks, blocks, tiles and similar refractory ceramic constructional goods; containing by weight, singly or together, more than 50% of the elements Mg, Ca or Cr",KGM,"164,238","194,411","128,897",Provisional
202305,6902200003,Refractory ceramic goods; containing by weight not more than 25% of alumina,KGM,"168,876","224,268","62,040",Provisional
202305,6902200013,Refractory ceramic goods; containing by weight more than 40% but not more than 50% of alumina,KGM,"50,057","54,392","58,068",Provisional
202305,6902200018,Refractory ceramic goods; containing by weight more than 50% but not more than 65% of alumina,KGM,"597,216","614,728","233,226",Provisional
202305,6902200032,Refractory ceramic goods; containing by weight more than 80% but not more than 90% of alumina,KGM,"1,433","1,515",85,Provisional
202305,6902900108,"Bricks; n.e.c. in item no. 6902.1 or 6902.2, (excluding those of siliceous fossil meals or similar earths), silicon carbide",KGM,"102,321","105,407","23,226",Provisional
202305,6902900138,"Bricks; n.e.c. in item no. 6902.1 or 6902.2, (excluding those of siliceous fossil meals or similar earths), containing less than 10% or more than 40% by weight of alumina",KGM,"12,452","13,267","53,440",Provisional
202305,6902900903,"Refractory blocks; lightweight insulating blocks, tiles and the like, with a density not exceeding 1500kg/m3",KGM,"25,701","26,604","9,360",Provisional
202305,6903100001,"Crucibles; containing, by weight, more than 50% of free carbon, excluding those of siliceous fossil meals or similar earths",NMB,"64,450","67,219","30,004",Provisional
202305,6903100019,"Retorts, muffles, plugs, supports, cupels and rods; containing, by weight, more than 50% of free carbon, excluding those of siliceous fossil meals or similar earths",,"3,716","5,464",,Provisional
202305,6903200001,"Crucibles; containing by weight more than 50% of alumina or of a mixture or compound of alumina and of silica, excluding those of siliceous fossil meals or similar earths",NMB,"32,119","32,970","1,892",Provisional
202305,6903200009,"Nozzles, tubes, sheaths and pipes; containing by weight more than 50% of alumina or of a mixture or compound of alumina and of silica, excluding those of siliceous fossil meals or similar earths",NMB,"1,141","1,604",50,Provisional
202305,6903200019,"Retorts, muffles, plugs, supports, cupels, rods; containing by weight more than 50% of alumina or of a mixture or compound of alumina and of silica, excluding those of siliceous fossil meals or similar earth",,"235,433","244,315",,Provisional
202305,6903900001,"Crucibles; composition of which n.e.c. in heading no. 6903, excluding those of siliceous fossil meals or similar earths",NMB,"128,425","140,413","2,315",Provisional
202305,6903900009,"Nozzles, tubes, sheaths and pipes; composition of which n.e.c. in heading no. 6903, excluding those of siliceous fossil meals or similar earths",NMB,"26,161","28,000",263,Provisional
202305,6903900019,"Retorts, muffles, plugs, supports, cupels and rods; composition of which n.e.c. in heading no. 6903, excluding those of siliceous fossil meals or similar earths",,"60,945","63,970",,Provisional
202305,6904100000,Ceramic building bricks,NMB,"2,810,746","4,064,917","3,851,255",Provisional
202305,6904900000,"Ceramic flooring blocks, supports or filler tiles and the like (excluding building bricks)",NMB,"156,484","252,843","14,296",Provisional
202305,6905100000,Ceramic roofing tiles,,"222,239","246,784",,Provisional
202305,6906000000,"Ceramic pipes, conduits, guttering and pipe fittings",KGM,"70,979","77,045","5,496",Provisional
202305,6907211000,"Ceramic tiles; mosaic; other than those of subheadings 6907.30 and 6907.40; of a water absorption coefficient by weight not over 0.5%, with the largest surface area less than a 7cm square",MTK,"254,906","260,562","7,171",Provisional
202305,6907211513,"Ceramic tiles; (excluding mosaic), floor and wall tiles, pressed, of a water absorption coefficient by weight not over 0.5%, with the largest surface area less than a 7cm square, of a thickness not over 50mm",MTK,"216,653","231,170","12,108",Provisional
202305,6907211910,"Ceramic tiles; of a water absorption coefficient by weight not over 0.5%, with the largest surface area greater than or equal to a 7cm square, of a thickness not over 50mm",MTK,"3,427,418","3,941,515","252,876",Provisional
202305,6907211919,"Ceramic tiles; of a water absorption coefficient by weight not over 0.5%, with the largest surface area greater than or equal to a 7cm square, of a thickness over 50mm",MTK,"245,564","263,784","14,100",Provisional
202305,6907221513,"Ceramic tiles; (excluding mosaic), floor and wall, pressed, of a water absorption coefficient by weight over 0.5% but not over 10%, with the largest surface area less than a 7cm square, of a thickness not over 50mm",MTK,"32,543","35,628","4,018",Provisional
202305,6907221910,"Ceramic tiles; of a water absorption coefficient by weight over 0.5% but not over 10%, with the largest surface area greater than or equal to a 7cm square, of a thickness not over 50mm",MTK,"64,726","74,316","6,667",Provisional
202305,6907221919,"Ceramic tiles; of a water absorption coefficient by weight over 0.5% but not over 10%, with the largest surface area greater than or equal to a 7cm square, of a thickness over 50mm",MTK,"28,420","31,095","3,173",Provisional
202305,6907231510,"Ceramic tiles; (excluding mosaic), mounted and forming part of a pre-assembled set, pressed, of a water absorption coefficient by weight over 10%, with the largest surface area less than a 7cm square, of a thickness not over 50mm",MTK,"14,441","15,197",115,Provisional
202305,6907231513,"Ceramic tiles; (excluding mosaic), floor and wall, pressed, of a water absorption coefficient by weight over 10%, with the largest surface area less than a 7cm square, of a thickness not over 50mm",MTK,"33,743","39,138",968,Provisional
202305,6907231910,"Ceramic tiles; of a water absorption coefficient by weight over 10%, with the largest surface area greater than or equal to a 7cm square, of a thickness not over 50mm",MTK,"270,722","316,201","13,299",Provisional
202305,6907231919,"Ceramic tiles; of a water absorption coefficient by weight over 10%, with the largest surface area greater than or equal to a 7cm square, of a thickness over 50mm",MTK,"25,018","28,212",583,Provisional
202305,6907301910,"Mosaic cubes; with the largest surface area greater than or equal to a 7cm square, of a thickness not over 50mm",MTK,"6,334","6,689",210,Provisional
202305,6907301919,"Mosaic cubes; with the largest surface area greater than or equal to a 7cm square, of a thickness over 50mm",MTK,"9,885","10,496",382,Provisional
202305,6907401521,"Finishing ceramics; with the largest surface area less than a 7cm square, of a thickness not over 50mm",MTK,"43,374","48,566","3,744",Provisional
202305,6907401910,"Finishing ceramics; with the largest surface area greater than or equal to a 7cm square, of a thickness not over 50mm",MTK,"699,456","810,635","40,183",Provisional
202305,6907401919,"Finishing ceramics; with the largest surface area greater than or equal to a 7cm square, of a thickness over 50mm",MTK,"691,911","736,458","6,225",Provisional
202305,6909110009,"Ceramic wares; (other than filter elements), for laboratory, chemical or other technical uses, of porcelain or china",,"4,211","4,920",,Provisional
202305,6909120009,"Ceramic wares; (other than filter elements) for laboratory, chemical or other technical uses, articles having a hardness equivalent to 9 or more on the Mohs scale",,"17,472","18,492",,Provisional
202305,6909190002,"Ceramic wares; filter elements, for laboratory, chemical or other technical uses, other than articles having a hardness equivalent to 9 or more on the Mohs scale or of porcelain or china",,650,707,,Provisional
202305,6909190010,"Ceramic wares; (other than filter elements) for laboratory, chemical or other technical uses, other than articles having a hardness equivalent to 9 or more on the Mohs scale or of porcelain or china",,"1,183,718","1,441,323",,Provisional
202305,6909900000,"Ceramic wares; pots, jars and similar articles of a kind used for the conveyance or packing of goods and ceramic troughs, tubs and similar receptacles used in agriculture",,724,747,,Provisional
202305,6910100001,Ceramic wash basins; of porcelain or china,NMB,"577,560","626,423","7,630",Provisional
202305,6910100011,Ceramic water closet pan cistern combination; of porcelain or china,NMB,"623,374","668,560","4,546",Provisional
202305,6910100019,"Ceramic water closet pans; (excluding pan cistern combination), of porcelain or china",NMB,"814,091","896,065","7,824",Provisional
202305,6910100021,Ceramic flushing cisterns; of porcelain or china,NMB,"416,930","455,656","6,603",Provisional
202305,6910100029,"Ceramic sinks, wash basin pedestals, baths, bidets, urinals and similar sanitary fixtures; (excluding wash basins, water closet pans and flushing cisterns), of porcelain or china",NMB,"93,525","100,930","1,122",Provisional
202305,6910900001,Ceramic wash basins; of other than porcelain or china,NMB,"245,711","273,972","4,849",Provisional
202305,6910900009,Ceramic water closet pans; of other than porcelain or china,NMB,"605,631","648,565","5,072",Provisional
202305,6910900019,"Ceramic sinks, wash basin pedestals, baths, bidets, flushing cisterns, urinals and similar sanitary fixtures; (excluding wash basins and water closet pans), of other than porcelain or china",NMB,"324,695","344,106","3,594",Provisional
202305,6911100102,"Tableware and kitchenware; of porcelain or china, coffee mugs",DZN,"274,114","315,627","12,153",Provisional
202305,6911100112,"Tableware and kitchenware; of porcelain or china, cups, saucers, flat or deep plates, in sets",NMB,"87,292","95,913","42,596",Provisional
202305,6911100118,"Tableware and kitchenware; of porcelain or china, cups, saucers, flat or deep plates, other than in sets",NMB,"421,421","447,902","217,821",Provisional
202305,6911100122,"Tableware and kitchenware; of porcelain or china, breakfast, dinner, tea or coffee sets and the like",NMB,"79,630","91,579","27,689",Provisional
202305,6911100132,"Tableware and kitchenware; of porcelain or china, other tableware n.e.c. in item no. 6911.10.01",NMB,"167,985","183,057","69,494",Provisional
202305,6911100138,"Tableware and kitchenware; of porcelain or china, cooking utensils",NMB,9,10,6,Provisional
202305,6911100900,"Kitchenware; n.e.c. in heading no. 6911, of porcelain or china",KGM,"29,439","32,067","2,912",Provisional
202305,6911900000,"Household and toilet articles; n.e.c. in heading no. 6911, of porcelain or china",KGM,"9,558","10,346",836,Provisional
202305,6912000102,"Ceramic tableware and kitchenware; (other than of porcelain or china), coffee mugs",DZN,"425,409","447,385","45,527",Provisional
202305,6912000112,"Ceramic tableware and kitchenware; (other than of porcelain or china), cups, saucers, flat or deep plates, in sets",NMB,"80,771","87,449","6,330",Provisional
202305,6912000118,"Ceramic tableware and kitchenware; (other than of porcelain or china), cups, saucers, flat or deep plates, other than in sets",NMB,"406,968","428,929","165,585",Provisional
202305,6912000122,"Ceramic tableware and kitchenware; (other than of porcelain or china), breakfast, dinner, tea or coffee sets and the like",NMB,"237,469","251,019","13,486",Provisional
202305,6912000132,"Ceramic tableware and kitchenware; (other than of porcelain or china), other tableware n.e.c. in item no. 6912.00.01",NMB,"654,203","682,083","215,426",Provisional
202305,6912000138,"Ceramic tableware and kitchenware; (other than of porcelain or china), cooking utensils",NMB,"16,816","18,284","2,836",Provisional
202305,6912000900,"Ceramic household and toilet articles; (other than of porcelain or china), n.e.c. in heading no. 6912",KGM,"258,465","285,759","81,674",Provisional
202305,6913100100,"Ceramic beads (not mounted, set or strung), ornaments for footwear; of porcelain or china",,509,536,,Provisional
202305,6913100901,Ceramic replicas of flora and fauna; of porcelain or china,,"2,184","2,504",,Provisional
202305,6913100909,"Ceramic statuettes and other ornamental ceramic articles; n.e.c. in item no. 6913.10, of porcelain or china",,"69,513","73,359",,Provisional
202305,6913900100,"Ceramic beads (not mounted, set or strung), ornaments for footwear; other than of porcelain or china",,143,161,,Provisional
202305,6913900901,"Ceramic artificial flowers, leaves and sprays; other than of porcelain or china",,62,72,,Provisional
202305,6913900909,"Ceramic statuettes and other ornamental ceramic articles; n.e.c. in item no. 6913.90, of other than porcelain or china",,"504,488","560,163",,Provisional
202305,6914100100,"Ceramic handles for cutlery; parts of gas fires and stoves, of porcelain or china",,180,197,,Provisional
202305,6914100900,Ceramic articles n.e.c. in chapter 69; of porcelain or china,,"30,040","34,121",,Provisional
202305,6914900900,Ceramic articles n.e.c. in chapter 69; other than of porcelain or china,,"470,224","531,830",,Provisional
202305,7002200000,"Glass; unworked, in rods",,"2,484","3,197",,Provisional
202305,7002310000,"Glass; unworked, in tubes, of fused quartz or other fused silica",,"69,658","82,423",,Provisional
202305,7002390000,"Glass; unworked, in tubes, other than of glass having a linear coefficient of expansion not exceeding 5 x 10 (to the minus 6), (or 0.000005) per Kelvin within a temperature range of 0-300 degrees C, not fused quartz or other fused silica",,62,64,,Provisional
202305,7003121000,"Glass; cast glass and rolled glass, non-wired sheets, coloured through the mass (body tinted), opacified, flashed or having an absorbent, non-reflecting layer",,13,14,,Provisional
202305,7003190009,"Glass; non-wired sheets, cast glass, (excluding those coloured throughout the mass (body tinted) opacified, flashed or having an absorbent or reflecting layer)",MTK,"19,098","22,420","2,148",Provisional
202305,7003300000,"Glass; cast glass and rolled glass, profiles, not otherwise worked",MTK,"3,203","3,266",111,Provisional
202305,7004209009,"Glass; drawn and blown, in sheets, coloured throughout the mass (body tinted), opacified, flashed or having an absorbent, reflecting layer, less than 1.8mm, or more than 6.5mm in thickness",MTK,186,194,2,Provisional
202305,7005101000,"Glass; float glass and surface ground or polished glass, in sheets, non-wired, having an absorbent, non-reflecting layer",,"27,614","36,135",,Provisional
202305,7005109001,"Glass; plate glass, in sheets, non-wired, having an absorbent, reflecting layer",MTK,"1,259","1,288",1,Provisional
202305,7005109009,"Glass; float glass, in sheets, non-wired, having an absorbent, reflecting layer",MTK,"871,473","1,026,562","48,477",Provisional
202305,7005109019,"Glass; (other than plate or float glass), non-wired, having an absorbent, reflecting layer",MTK,155,182,2,Provisional
202305,7005210011,"Glass; float glass, bronze, nominal thickness under 6mm",MTK,"14,182","14,182","1,098",Provisional
202305,7005210031,"Glass; float glass, green, nominal thickness under 6mm",MTK,"12,710","13,352",768,Provisional
202305,7005210049,"Glass; float glass, green, nominal thickness of over 6mm",MTK,"3,491","4,341",131,Provisional
202305,7005210051,"Glass; float glass, grey, nominal thickness of under 6mm",MTK,"285,458","331,843","30,239",Provisional
202305,7005210061,"Glass; float glass, grey, nominal thickness of 6mm",MTK,"51,169","55,748","4,330",Provisional
202305,7005210069,"Glass; float glass, grey, nominal thickness of over 6mm",MTK,"20,012","23,205",988,Provisional
202305,7005210089,"Glass; surface ground or polished, in sheets, non-wired, coloured throughout the mass (body tinted), opacified, flashed or merely surface ground, not plate or float glass",MTK,"15,032","17,347","1,049",Provisional
202305,7005290001,"Glass; plate, non-wired, (not coloured throughout, opacified, flashed, or merely surface ground)",MTK,73,76,0,Provisional
202305,7005290011,"Glass; float, non-wired, clear, having nominal thickness of less than 6mm, (not coloured throughout, opacified, flashed or merely surface ground)",MTK,"1,661,618","2,208,215","240,459",Provisional
202305,7005290019,"Glass; float, non-wired, clear, having nominal thickness of 6mm, (not coloured throughout, opacified, flashed or merely surface ground)",MTK,"166,316","235,076","16,201",Provisional
202305,7005290029,"Glass; float, non-wired, clear, nominal thickness exceeding 6mm, (not coloured throughout, opacified, flashed or merely surface ground)",MTK,"562,827","693,736","28,215",Provisional
202305,7005290031,"Glass; float, non-wired, surface modified, (not coloured throughout, opacified, flashed or merely surface ground)",MTK,"275,199","330,868","19,021",Provisional
202305,7005290039,"Glass; (other than plate or float), non-wired, (not coloured throughout, opacified, flashed or merely surface ground)",MTK,"11,481","15,284",174,Provisional
202305,7006000000,"Glass of heading no. 7003, 7004 or 7005; bent, edge-worked, engraved, drilled, enamelled or otherwise worked but not framed or fitted with other materials",,"356,925","391,308",,Provisional
202305,7007110201,"Glass; safety glass, toughened (tempered), for use in the assembly of motor vehicles of heading no. 8703 and other vehicles of heading no. 8704, (of a g.v.w. not exceeding 3,500 kg), as determined by the minister",NMB,"14,693","19,356",46,Provisional
202305,7007110301,"Glass; safety glass, toughened (tempered), for use in the assembly of vehicles of 8702 and 8705, road tractors of 8701 and vehicles of 8704, (of a g.v.w. exceeding 3,500 but not exceeding 10,500kg), as determined by the minister",NMB,"29,574","30,361",362,Provisional
