Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
202206,101210015,"Horses; live, pure-bred breeding animals, thoroughbred, race breeding stock, mares",NMB,"23,520",3,"340,000",2,"363,520",5,Final,,,,
202206,204300048,"Meat; of sheep, lamb carcasses and half-carcasses n.e.c. in item no. 0204.30, frozen",KGM,499,57,0,0,499,57,Final,,,,
202206,204410022,"Meat; of sheep, mutton carcasses and half-carcasses, MF grade, frozen",KGM,"546,509","76,116",0,0,"546,509","76,116",Final,,,,
202206,204410028,"Meat; of sheep, mutton carcasses and half-carcasses, MH grade, frozen",KGM,"326,985","57,366",0,0,"326,985","57,366",Final,,,,
202206,204410032,"Meat; of sheep, mutton carcasses and half-carcasses, ML grade, frozen",KGM,"1,476,730","186,652",0,0,"1,476,730","186,652",Final,,,,
202206,204410038,"Meat; of sheep, mutton carcasses and half-carcasses, MM grade, frozen",KGM,"186,718","25,069",0,0,"186,718","25,069",Final,,,,
202206,204410042,"Meat; of sheep, mutton carcasses and half-carcasses, MX grade, frozen",KGM,"10,805,872","1,374,186",0,0,"10,805,872","1,374,186",Final,,,,
202206,204410048,"Meat; of sheep, mutton carcasses and half-carcasses n.e.c. in item no. 0204.41, frozen",KGM,"214,818","31,546",0,0,"214,818","31,546",Final,,,,
202206,204410058,"Meat; of sheep, ram carcasses and half-carcasses, frozen",KGM,"8,119","1,121",0,0,"8,119","1,121",Final,,,,
202206,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,"255,382,713","21,491,090",0,0,"255,382,713","21,491,090",Final,,,,
202206,204420009,"Meat; of sheep (excluding lamb), cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,"18,395,290","2,980,037",0,0,"18,395,290","2,980,037",Final,,,,
202206,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,"41,606,640","2,664,051",0,0,"41,606,640","2,664,051",Final,,,,
202206,204430009,"Meat; of sheep (excluding lamb), boneless cuts, frozen",KGM,"5,094,050","304,369",0,0,"5,094,050","304,369",Final,,,,
202206,204500000,"Meat; of goats, fresh, chilled or frozen",KGM,"1,130,564","74,229",0,0,"1,130,564","74,229",Final,,,,
202206,206100029,"Offal, edible; of bovine animals, tongues, fresh or chilled",KGM,"218,503","8,577",0,0,"218,503","8,577",Final,,,,
202206,206100039,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.10, fresh or chilled",KGM,"542,435","37,631",0,0,"542,435","37,631",Final,,,,
202206,206210000,"Offal, edible; of bovine animals, tongues, frozen",KGM,"9,018,899","626,606",0,0,"9,018,899","626,606",Final,,,,
202206,206220000,"Offal, edible; of bovine animals, livers, frozen",KGM,"1,239,930","596,794",0,0,"1,239,930","596,794",Final,,,,
202206,206290001,"Offal, edible; of bovine animals, brains, frozen",KGM,"12,250",899,0,0,"12,250",899,Final,,,,
202206,206290009,"Offal, edible; of bovine animals, hearts, frozen",KGM,"1,392,823","356,646",0,0,"1,392,823","356,646",Final,,,,
202206,206290011,"Offal, edible; of bovine animals, kidneys, frozen",KGM,"415,140","101,617",0,0,"415,140","101,617",Final,,,,
202206,206290019,"Offal, edible; of bovine animals, sweetbreads, frozen",KGM,"18,756","1,224",0,0,"18,756","1,224",Final,,,,
202206,206290029,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.2, frozen",KGM,"15,655,327","1,744,571",0,0,"15,655,327","1,744,571",Final,,,,
202206,206900009,"Offal, edible; of lamb, hearts, frozen",KGM,"327,623","63,839",0,0,"327,623","63,839",Final,,,,
202206,206900011,"Offal, edible; of lamb, kidneys, frozen",KGM,"1,928,237","197,705",0,0,"1,928,237","197,705",Final,,,,
202206,206900019,"Offal, edible; of lamb, livers, frozen",KGM,"915,241","366,868",0,0,"915,241","366,868",Final,,,,
202206,206900021,"Offal, edible; of lamb, sweetbreads, frozen",KGM,"21,601","2,229",0,0,"21,601","2,229",Final,,,,
202206,206900029,"Offal, edible; of lamb, tongues, frozen",KGM,"188,115","25,768",0,0,"188,115","25,768",Final,,,,
202206,206900039,"Offal, edible; of lamb, n.e.c. in item no. 0206.90, frozen",KGM,"1,690,589","180,775",0,0,"1,690,589","180,775",Final,,,,
202206,206900049,"Offal, edible; of sheep (excluding lamb), hearts, frozen",KGM,"454,659","72,522",0,0,"454,659","72,522",Final,,,,
202206,206900059,"Offal, edible; of sheep (excluding lamb), livers, frozen",KGM,"402,880","133,358",0,0,"402,880","133,358",Final,,,,
202206,206900069,"Offal, edible; of sheep (excluding lamb), tongues, frozen",KGM,"42,193","7,125",0,0,"42,193","7,125",Final,,,,
202206,206900079,"Offal, edible; of sheep (excluding lamb), n.e.c. in item no. 0206.90, frozen",KGM,"271,258","56,609",0,0,"271,258","56,609",Final,,,,
202206,206900091,"Offal, edible; of goats, horses, asses, mules or hinnies, livers, frozen",KGM,"185,969","49,114",0,0,"185,969","49,114",Final,,,,
202206,206900099,"Offal, edible; of goats, horses, asses, mules or hinnies, n.e.c. in item no. 0206.90, frozen",KGM,"2,379",527,0,0,"2,379",527,Final,,,,
202206,207110000,"Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, fresh or chilled",KGM,"18,900","2,539",0,0,"18,900","2,539",Final,,,,
202206,207120000,"Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, frozen",KGM,"300,746","80,911",0,0,"300,746","80,911",Final,,,,
202206,207130000,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, fresh or chilled",KGM,"504,980","46,295",0,0,"504,980","46,295",Final,,,,
202206,207141000,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen, livers",KGM,"36,303","12,069",0,0,"36,303","12,069",Final,,,,
202206,207149000,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen, excluding livers",KGM,"2,008,953","614,145",0,0,"2,008,953","614,145",Final,,,,
202206,207250000,"Meat and edible offal; of turkeys, not cut in pieces, frozen",KGM,554,202,0,0,554,202,Final,,,,
202206,207279000,"Meat and edible offal; of turkeys, cuts and offal, frozen, excluding livers",KGM,"2,842",989,0,0,"2,842",989,Final,,,,
202206,207420010,"Meat and edible offal; of ducks, not cut in pieces, frozen",KGM,"98,993","12,117",0,0,"98,993","12,117",Final,,,,
202206,208900011,"Meat and edible meat offal; of deer, fresh, chilled or frozen, pizzles",KGM,"326,868","3,651",0,0,"326,868","3,651",Final,,,,
202206,208900013,"Meat and edible meat offal; of deer, fresh, chilled or frozen, tails",KGM,"3,281,747","12,812",0,0,"3,281,747","12,812",Final,,,,
202206,208900015,"Meat and edible meat offal; of deer, fresh, chilled or frozen, offal (excluding pizzles or tails)",KGM,"216,530","17,773",0,0,"216,530","17,773",Final,,,,
202206,208900017,"Edible meat; other than offal, of deer, venison, chilled",KGM,"1,812,218","76,000",0,0,"1,812,218","76,000",Final,,,,
202206,208900018,"Edible meat; other than offal, of deer, venison, frozen",KGM,"14,620,036","1,028,449",0,0,"14,620,036","1,028,449",Final,,,,
202206,210120000,"Meat; of swine, bellies (streaky) and cuts thereof, salted, in brine, dried or smoked",KGM,0,0,203,20,203,20,Final,,,,
202206,210190001,"Meat; of swine, bacon, salted, in brine, dried or smoked",KGM,"54,624","4,291","14,464","1,483","69,088","5,774",Final,,,,
202206,210190029,"Meat; of swine, n.e.c. in heading 0210, dried",KGM,"92,239","8,344",0,0,"92,239","8,344",Final,,,,
202206,210200000,"Meat; of bovine animals, salted, in brine, dried or smoked",KGM,"6,149",110,0,0,"6,149",110,Final,,,,
202206,210993025,"Meat and edible meat offal; of deer, edible offal, salted, in brine, dried or smoked, other than pizzles and tails",KGM,"16,159",30,0,0,"16,159",30,Final,,,,
202206,210993050,"Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, n.e.c. in heading 0210",KGM,"792,587","10,655",0,0,"792,587","10,655",Final,,,,
202206,301920000,"Fish; live, eels (anguilla spp.)",KGM,"117,822","7,560",0,0,"117,822","7,560",Final,,,,
202206,302130010,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), whole",KGM,"5,533,749","244,383",0,0,"5,533,749","244,383",Final,,,,
202206,302130015,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), headed and gutted",KGM,"619,790","30,120",0,0,"619,790","30,120",Final,,,,
202206,302130029,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"1,530,297","72,627",0,0,"1,530,297","72,627",Final,,,,
202206,302240010,"Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), whole",KGM,"6,377",567,0,0,"6,377",567,Final,,,,
202206,302240029,"Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,50,3,0,0,50,3,Final,,,,
202206,302290002,"Fish; fresh or chilled, flounder, whole",KGM,"215,523","16,117",0,0,"215,523","16,117",Final,,,,
202206,302290012,"Fish; fresh or chilled, lemon sole, whole",KGM,90,10,0,0,90,10,Final,,,,
202206,302290028,"Fish; fresh or chilled, flat fish n.e.c. in heading 0302, whole",KGM,"1,520",186,0,0,"1,520",186,Final,,,,
202206,302290031,"Fish; fresh or chilled, flounder, headed and gutted",KGM,581,72,0,0,581,72,Final,,,,
202206,302290063,"Fish; fresh or chilled, flounder, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"26,886","1,163",0,0,"26,886","1,163",Final,,,,
202206,302290097,"Fish; fresh or chilled, flat fish n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,85,5,0,0,85,5,Final,,,,
202206,302340010,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), whole",KGM,"25,343",845,0,0,"25,343",845,Final,,,,
202206,302340029,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"3,758",503,0,0,"3,758",503,Final,,,,
202206,302350033,"Fish; fresh or chilled, Pacific bluefin tunas (Thunnus orientalis), whole",KGM,"60,877","2,994",0,0,"60,877","2,994",Final,,,,
202206,302350035,"Fish; fresh or chilled, Pacific bluefin tunas (Thunnus orientalis), headed and gutted",KGM,"42,680","2,613",0,0,"42,680","2,613",Final,,,,
202206,302360010,"Fish; fresh or chilled, southern bluefin tunas (Thunnus maccoyii), whole",KGM,"1,871,632","99,023",0,0,"1,871,632","99,023",Final,,,,
202206,302360029,"Fish; fresh or chilled, southern bluefin tunas (Thunnus maccoyii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"207,952","28,012",0,0,"207,952","28,012",Final,,,,
202206,302390007,"Fish; fresh or chilled, tuna, n.e.c. in item no. 0302.3, whole",KGM,982,84,0,0,982,84,Final,,,,
202206,302440010,"Fish; fresh or chilled, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), whole",KGM,"2,033",197,0,0,"2,033",197,Final,,,,
202206,302470015,"Fish; fresh or chilled, swordfish (Xiphias gladius), headed and gutted",KGM,"147,834","10,860",0,0,"147,834","10,860",Final,,,,
202206,302470029,"Fish; fresh or chilled, swordfish (Xiphias gladius), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"59,748","3,930",0,0,"59,748","3,930",Final,,,,
202206,302510010,"Fish; fresh or chilled, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), whole",KGM,"28,728","1,465",0,0,"28,728","1,465",Final,,,,
202206,302540015,"Fish; fresh or chilled, hake (Merluccius spp., Urophycis spp.), headed and gutted",KGM,"36,274","4,661",0,0,"36,274","4,661",Final,,,,
202206,302590010,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, whole",KGM,"2,037",79,0,0,"2,037",79,Final,,,,
202206,302590015,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, headed and gutted",KGM,"9,116",771,0,0,"9,116",771,Final,,,,
202206,302740010,"Fish; fresh or chilled, eels (Anguilla spp.), whole",KGM,"14,776",765,0,0,"14,776",765,Final,,,,
202206,302740029,"Fish; fresh or chilled, eels (Anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"20,437","1,219",0,0,"20,437","1,219",Final,,,,
202206,302810010,"Fish; fresh or chilled, dogfish and other sharks, whole",KGM,"67,628","5,357",0,0,"67,628","5,357",Final,,,,
202206,302810015,"Fish; fresh or chilled, dogfish and other sharks, headed and gutted",KGM,"137,815","15,686",0,0,"137,815","15,686",Final,,,,
202206,302810029,"Fish; fresh or chilled, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"33,221","4,295",0,0,"33,221","4,295",Final,,,,
202206,302850010,"Fish; fresh or chilled, seabream (Sparidae), snapper, whole",KGM,"2,566,877","206,956",0,0,"2,566,877","206,956",Final,,,,
202206,302850019,"Fish; fresh or chilled, seabream (Sparidae), other than snapper, whole",KGM,"18,586","1,374",0,0,"18,586","1,374",Final,,,,
202206,302850033,"Fish; fresh or chilled, seabream (Sparidae), snapper, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"4,750",665,0,0,"4,750",665,Final,,,,
202206,302891010,"Fish; fresh or chilled, bluenose, whole",KGM,"162,202","10,939",0,0,"162,202","10,939",Final,,,,
202206,302891015,"Fish; fresh or chilled, groper, whole",KGM,"236,579","14,719",0,0,"236,579","14,719",Final,,,,
202206,302891019,"Fish; fresh or chilled, gurnard, whole",KGM,"11,168","1,250",0,0,"11,168","1,250",Final,,,,
202206,302891025,"Fish; fresh or chilled, John Dory, whole",KGM,"169,449","13,075",0,0,"169,449","13,075",Final,,,,
202206,302891039,"Fish; fresh or chilled, mullet, whole",KGM,"2,970",228,0,0,"2,970",228,Final,,,,
202206,302891049,"Fish; fresh or chilled, tarakihi, whole",KGM,"12,832","1,501",0,0,"12,832","1,501",Final,,,,
202206,302891055,"Fish; fresh or chilled, trevally, whole",KGM,"68,191","8,013",0,0,"68,191","8,013",Final,,,,
202206,302891065,"Fish; fresh or chilled, yellowtail kingfish, whole",KGM,"42,730","2,921",0,0,"42,730","2,921",Final,,,,
202206,302891079,"Fish; fresh or chilled, n.e.c. in heading 0302, whole",KGM,"185,243","14,089",0,0,"185,243","14,089",Final,,,,
202206,302892010,"Fish; fresh or chilled, bluenose, headed and gutted",KGM,"6,787",479,0,0,"6,787",479,Final,,,,
202206,302892015,"Fish; fresh or chilled, groper, headed and gutted",KGM,"16,145","1,392",0,0,"16,145","1,392",Final,,,,
202206,302892059,"Fish; fresh or chilled, yellowtail kingfish, headed and gutted",KGM,"1,071",51,0,0,"1,071",51,Final,,,,
202206,302892079,"Fish; fresh or chilled, n.e.c. in heading 0302, headed and gutted",KGM,"100,177","9,231",0,0,"100,177","9,231",Final,,,,
202206,302899011,"Fish; fresh or chilled, bluenose, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"19,213","1,128",0,0,"19,213","1,128",Final,,,,
202206,302899013,"Fish; fresh or chilled, groper, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"213,056","15,474",0,0,"213,056","15,474",Final,,,,
202206,302899021,"Fish; fresh or chilled, John Dory, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,715,47,0,0,715,47,Final,,,,
202206,302899079,"Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"379,057","28,392",0,0,"379,057","28,392",Final,,,,
202206,302910019,"Fish; fresh or chilled, livers, roes and milt, n.e.c. in item 0302.91",KGM,"1,571",131,0,0,"1,571",131,Final,,,,
202206,303120010,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), whole",KGM,"33,105","1,442",0,0,"33,105","1,442",Final,,,,
202206,303120015,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), headed and gutted",KGM,59,2,0,0,59,2,Final,,,,
202206,303120029,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, meat of 0304, and edible fish offal of 0303.9, other than whole or headed and gutted",KGM,"10,583",906,0,0,"10,583",906,Final,,,,
202206,303130010,"Fish; frozen, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), whole",KGM,"4,455",250,0,0,"4,455",250,Final,,,,
202206,303190039,"Fish; frozen, salmonidae, n.e.c. in item no. 0303.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"4,651",172,0,0,"4,651",172,Final,,,,
202206,303260015,"Fish; frozen, eels (Anguilla spp.), headed and gutted",KGM,81,17,0,0,81,17,Final,,,,
202206,303330011,"Fish; frozen, sole (Solea spp.), headed and gutted",KGM,"18,309","2,180",0,0,"18,309","2,180",Final,,,,
202206,303340010,"Fish; frozen, turbots (Psetta maxima, Scophthalmidae), whole",KGM,"1,133",170,0,0,"1,133",170,Final,,,,
202206,303390002,"Fish; frozen, flounder, whole",KGM,"3,269",290,0,0,"3,269",290,Final,,,,
202206,303390012,"Fish; frozen, lemon sole, whole",KGM,"12,206","1,530",0,0,"12,206","1,530",Final,,,,
202206,303390021,"Fish; frozen, New Zealand sole, whole",KGM,"130,058","24,820",0,0,"130,058","24,820",Final,,,,
202206,303390028,"Fish; frozen, flat fish, n.e.c. in item no. 0303.3, whole",KGM,1,10,0,0,1,10,Final,,,,
202206,303390031,"Fish; frozen, flounder, headed and gutted",KGM,"9,001",650,0,0,"9,001",650,Final,,,,
202206,303390041,"Fish; frozen, lemon sole, headed and gutted",KGM,"7,547","5,382",0,0,"7,547","5,382",Final,,,,
202206,303390051,"Fish; frozen, New Zealand sole, headed and gutted",KGM,"51,921","9,240",0,0,"51,921","9,240",Final,,,,
202206,303390072,"Fish; frozen, lemon sole, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"49,291","9,000",0,0,"49,291","9,000",Final,,,,
202206,303390082,"Fish; frozen, New Zealand sole, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"76,340","12,460",0,0,"76,340","12,460",Final,,,,
202206,303410001,"Fish; frozen, albacore or longfinned tunas (Thunnus alalunga), whole",KGM,"741,452","122,507",0,0,"741,452","122,507",Final,,,,
