Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
201908,5703300909,"Carpets and other textile floor coverings; tufted, of man-made textile materials (other than polyamides), whether or not made up, not exceeding 4m2 (excluding carpets for motor vehicles, as determined by the minister)",MTK,"660,893","33,354",0,0,"660,893","33,354",Final,,,,
201908,5703900909,"Carpets and other textile floor coverings; tufted, of textile materials (other than man-made or wool or fine animal hair), whether or not made up, not exceeding 4m2 (excluding carpets for motor vehicles, as determined by the minister)",MTK,420,6,114,4,534,10,Final,,,,
201908,5704100000,"Textile floor coverings; felt tiles, (not tufted or flocked), whether or not made up, having a maximum surface area of 0.3m2",,"4,860",,"50,088",,"54,948",,Final,,,,
201908,5705000000,"Carpets and other textile floor coverings; n.e.c. in chapter 57, whether or not made up",MTK,"4,737",41,"4,092",187,"8,829",228,Final,,,,
201908,5801100000,"Fabrics; woven pile fabrics of wool or fine animal hair, other than fabrics of heading no. 5802 or 5806",MTK,0,0,"42,818",338,"42,818",338,Final,,,,
201908,5801270029,"Fabrics; woven pile, of cotton, warp pile fabrics, cut, other than containing man-made staple fibres weighing more than 186 grams m2, other than fabrics of heading no. 5802 or 5806",MTK,0,0,"7,204",161,"7,204",161,Final,,,,
201908,5801330009,"Fabrics; woven pile, of man-made fibres (excluding synthetics) cut weft pile fabrics, (other than fabrics of heading no. 5802 or 5806)",MTK,0,0,71,1,71,1,Final,,,,
201908,5801360001,"Fabrics; chenille of man-made synthetic fibres, other than fabrics of heading no. 5802 or 5806",MTK,0,0,"19,685","2,186","19,685","2,186",Final,,,,
201908,5801360009,"Fabrics; chenille of man-made fibres (excluding synthetics), other than fabrics of heading no. 5802 or 5806",MTK,78,2,"15,738",792,"15,816",794,Final,,,,
201908,5801370019,"Fabrics; woven pile, of man-made fibres, warp pile fabrics, cut, of synthetic fibres, other than fabrics of heading no. 5802 or 5806",MTK,0,0,"2,709",53,"2,709",53,Final,,,,
201908,5801370029,"Fabrics; woven pile, of man-made fibres, warp pile fabrics, cut, other than synthetic fibres, other than fabrics of heading no. 5802 or 5806",MTK,160,4,"26,451",927,"26,611",930,Final,,,,
201908,5801900000,"Fabrics; woven pile and chenille, of textile materials n.e.c. in heading no. 5801, other than fabrics of heading no. 5802 or 5806",MTK,"4,238","1,000",0,0,"4,238","1,000",Final,,,,
201908,5804100000,"Tulles and other net fabrics; excluding woven, knitted or crocheted fabrics, (other than fabrics of headings 60.02 to 60.06)",,"4,120",,0,,"4,120",,Final,,,,
201908,5804210000,"Lace; mechanically made, of man-made fibres in the piece, in strips or in motifs, (other than fabrics of headings 60.02 to 60.06)",,0,,"24,608",,"24,608",,Final,,,,
201908,5804290000,"Lace; mechanically made, of textile materials, (other than man-made fibres), in the piece, in strips or motifs, (other than fabrics of headings 60.02 to 60.06)",,361,,"2,148",,"2,509",,Final,,,,
201908,5805000000,"Tapestries; hand-woven, (Gobelins, Flanders, Aubusson, Beauvais and the like) and needle-worked tapestries (e.g. petit point, cross-stitch) whether or not made up",,0,,"4,149",,"4,149",,Final,,,,
201908,5806101900,"Fabrics; narrow woven pile and chenille fabrics, n.e.c. in heading 5806 (excluding goods of heading 5807)",,65,,"4,857",,"4,922",,Final,,,,
201908,5806200100,"Fabrics; narrow woven fabrics, containing by weight 5% or more of elastomeric yarn or rubber thread (excluding goods of heading no. 5807), fabrics containing elastomeric fibres",,0,,"13,407",,"13,407",,Final,,,,
201908,5806200900,"Fabrics; narrow woven fabrics, containing by weight 5% or more of elastomeric yarn or rubber thread (excluding goods of heading no. 5807), other than fabrics containing elastomeric fibres",,0,,613,,613,,Final,,,,
201908,5806310000,"Fabrics; narrow woven fabrics, n.e.c. in heading no. 5806, of cotton (excluding goods of heading no. 5807)",,0,,"1,141",,"1,141",,Final,,,,
201908,5806320000,"Fabrics; narrow woven fabrics, n.e.c. in heading no. 5806, of man-made fibres (excluding goods of heading no. 5807)",,"26,152",,"4,917",,"31,069",,Final,,,,
201908,5806390000,"Fabrics; narrow woven fabrics, n.e.c. in heading no. 5806, of textile materials n.e.c. in item no. 5806.3 (excluding goods of heading no. 5807)",,0,,3,,3,,Final,,,,
201908,5807100000,"Labels, badges and similar articles; of woven textile materials, in the piece, in strips or cut to shape or size, not embroidered",,"27,012",,0,,"27,012",,Final,,,,
201908,5807900000,"Labels, badges and similar articles; (other than woven), of textile materials, in the piece, in strips or cut to shape or size, not embroidered",,871,,589,,"1,460",,Final,,,,
201908,5808100900,Braids in the piece; other than braided surgical suture nonabsorbable thread and sterile umbilical tape,,0,,843,,843,,Final,,,,
201908,5808900000,"Ornamental trimmings; tassels, pompons and similar articles; ornamental trimmings in the piece, without embroidery, other than knitted or crocheted",,183,,"20,829",,"21,012",,Final,,,,
201908,5810100000,"Embroidery; without visible ground, in the piece, in strips or in motifs",,498,,0,,498,,Final,,,,
201908,5810910000,"Embroidery; with visible ground, of cotton, in the piece, in strips or in motifs",,90,,"5,774",,"5,864",,Final,,,,
201908,5810920000,"Embroidery; with visible ground, of man-made fibres, in the piece, in strips or in motifs",,0,,"68,963",,"68,963",,Final,,,,
201908,5810990000,"Embroidery; with visible ground, of textile materials (other than cotton and man-made fibres), in the piece, in strips or in motifs",,"16,020",,"13,125",,"29,145",,Final,,,,
201908,5901900000,"Textile fabrics; coated with gum or amylaceous substances, tracing cloth, prepared painting canvas, buckram and similar stiffened textile fabrics for hat foundations, (excluding book covers)",MTK,"1,122",30,251,92,"1,373",122,Final,,,,
201908,5903100011,"Textile fabrics; (other than printed, embossed or otherwise surface worked), impregnated or coated with poly(vinyl chloride)",MTK,110,12,"1,101","7,573","1,211","7,585",Final,,,,
201908,5903100019,"Textile fabrics; (other than printed, embossed or otherwise surface worked), covered or laminated with poly(vinyl chloride)",MTK,"8,591",49,"5,715","1,084","14,306","1,133",Final,,,,
201908,5903200011,"Textile fabrics; (other than printed, embossed or otherwise surface worked), impregnated or coated with polyurethane",MTK,0,0,"8,562",280,"8,562",280,Final,,,,
201908,5903900911,"Textile fabrics; printed, embossed or otherwise surface worked, impregnated or coated with plastics other than foam or cellular plastics, (not polyvinyl chloride, polyurethane, those of heading no. 5902 or tailors' fusible interlinings)",MTK,"926,769","97,051","9,716","1,625","936,485","98,676",Final,,,,
201908,5903900929,"Textile fabrics; impregnated, coated, covered or laminated with plastics, (not polyvinyl chloride, polyurethane, those of heading 5902 or tailors' fusible interlinings), (not printed, embossed or otherwise surface worked)",MTK,"23,553","1,741","3,121","1,147","26,674","2,887",Final,,,,
201908,5904900019,"Textiles floor coverings; consisting of a coating or covering applied on a textile backing, whether or not cut to shape, other than linoleum, with a textile base other than those consisting of needleloom felt or nonwovens",MTK,"2,523",68,0,0,"2,523",68,Final,,,,
201908,5905000000,"Textile wall coverings of fabrics impregnated, coated, covered or laminated",KGM,"511,618","25,385",610,5,"512,228","25,390",Final,,,,
201908,5906990019,"Textile fabrics, rubberised; (excluding those of heading no. 5902 and adhesive tape of a width not exceeding 20cm), (not knitted or crocheted), n.e.c. in item no. 5906.99.00",MTK,"5,692",72,0,0,"5,692",72,Final,,,,
201908,5907002909,"Textile fabrics; otherwise impregnated, coated or covered, n.e.c. in heading no. 5907",,"100,701",,0,,"100,701",,Final,,,,
201908,5908000000,"Textile wicks, woven, plaited or knitted; for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated",,0,,92,,92,,Final,,,,
201908,5909000100,"Textile hosepiping and similar textile tubing; with or without lining, armour or accessories of other materials, with couplings or other fittings attached",,"8,590",,0,,"8,590",,Final,,,,
201908,5910000010,"Textiles; transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material",,"7,950",,0,,"7,950",,Final,,,,
201908,5911100009,"Textiles; felt and felt-lined woven fabrics, coated, covered or laminated with rubber, leather or other material, of a kind used for card clothing, and similar fabrics of a kind used for other technical purposes, n.e.c. in item no. 5911.10.00.01",,"12,715",,75,,"12,790",,Final,,,,
201908,5911900100,Textile products and articles for technical uses; industrial textile filters,,"55,755",,"11,323",,"67,078",,Final,,,,
201908,5911900900,Textile products and articles for technical uses; n.e.c. in heading no. 5911,,"106,806",,192,,"106,998",,Final,,,,
201908,6001105900,"Fabrics, pile; long pile, knitted or crocheted, of fibres n.e.c. in item no. 6001.10, (other than impregnated, coated, covered or laminated), not stitch bonded",MTK,"1,475",84,0,0,"1,475",84,Final,,,,
201908,6001222901,"Fabrics, pile; looped pile, of synthetic fibres, knitted or crocheted, (other than impregnated, coated, covered or laminated), not stitch bonded",MTK,"19,080",25,0,0,"19,080",25,Final,,,,
201908,6003301910,"Fabrics; knitted or crocheted, other than those of heading 60.01 and 60.02, of a width not exceeding 30 cm, not stitch-bonded, of synthetic fibres",MTK,0,0,482,10,482,10,Final,,,,
201908,6004101715,"Fabrics; knitted or crocheted fabrics of a width exceeding 30 cm, other than those of heading 60.01, containing by weight 5% or more of elastomeric yarn but not containing rubber thread, not stitch-bonded, of synthetic fibres",MTK,"1,496",349,0,0,"1,496",349,Final,,,,
201908,6004901300,"Fabrics; knitted or crocheted, other than those of heading 60.01, of a width exceeding 30 cm, containing by weight 5% or more of elastomeric yarn or rubber thread; not stitch bonded, of wool or fine animal hair",MTK,0,0,929,256,929,256,Final,,,,
201908,6004901511,"Fabrics; knitted or crocheted, other than those of heading 60.01, of a width exceeding 30 cm, containing by weight 5% or more of elastomeric yarn or rubber thread; not stitch bonded, man-made fibres, synthetic",MTK,0,0,516,72,516,72,Final,,,,
201908,6004901700,"Fabrics; knitted or crocheted, other than those of heading 60.01, of a width exceeding 30 cm, containing by weight 5% or more of elastomeric yarn or rubber thread; not stitch bonded, of cotton",MTK,"5,421",631,0,0,"5,421",631,Final,,,,
201908,6005221900,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of cotton, not stitch-bonded, dyed",MTK,0,0,270,180,270,180,Final,,,,
201908,6005371900,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of synthetic fibres, dyed, other than stitch bonded",MTK,0,0,309,21,309,21,Final,,,,
201908,6005421900,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of artificial fibres, dyed, not stitch-bonded",MTK,0,0,859,294,859,294,Final,,,,
201908,6006101919,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of wool or fine animal hair, not stitch-bonded, other than felted",MTK,"12,049",154,"4,311",184,"16,360",338,Final,,,,
201908,6006221900,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, dyed, other than for meat wrapping, not stitch-bonded",MTK,0,0,208,15,208,15,Final,,,,
201908,6006321900,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of synthetic fibres, dyed, not stitch-bonded",MTK,"3,656",307,844,415,"4,500",722,Final,,,,
201908,6101202200,"Coats; men's or boys', n.e.c. in item no. 6101.20, of cotton, knitted or crocheted (excluding those of heading no. 6103)",NMB,0,0,"20,181",737,"20,181",737,Final,,,,
201908,6101302200,"Coats; men's or boys', n.e.c. in item no. 6101.30, of man-made fibres, knitted or crocheted (excluding those of heading no. 6103)",NMB,"42,575",227,"41,436","1,668","84,011","1,895",Final,,,,
201908,6101900010,"Coats; men's or boys' overcoats, of wool or fine animal hair, knitted or crocheted (excluding those of heading no. 6103)",NMB,0,0,243,2,243,2,Final,,,,
201908,6101900015,"Coats; men's or boys' car-coats, capes, anoraks, wind-cheaters and similar articles (except overcoats), of wool or fine animal hair, knitted or crocheted (excluding those of heading no. 6103)",NMB,0,0,911,14,911,14,Final,,,,
201908,6102100200,"Coats; women's or girls' overcoats, of wool or fine animal hair, knitted or crocheted (excluding those of heading no. 6104)",NMB,0,0,"4,424",1,"4,424",1,Final,,,,
201908,6102102200,"Coats; women's or girls', n.e.c. in item no. 6102.10, of wool or fine animal hair, knitted or crocheted (excluding those of heading no. 6104)",NMB,"1,335",18,"12,112",160,"13,447",178,Final,,,,
201908,6102202200,"Coats; women's or girls', n.e.c. in item no. 6102.20, of cotton, knitted or crocheted (excluding those of heading no. 6104)",NMB,951,18,"6,608",327,"7,559",345,Final,,,,
201908,6102302200,"Coats; women's or girls', n.e.c. in item no. 6102.30, of man-made fibres, knitted or crocheted (excluding those of heading no. 6104)",NMB,"1,217",68,"70,178","2,345","71,395","2,413",Final,,,,
201908,6102900001,"Coats; women's or girls' overcoats, of textile materials n.e.c. in heading no. 6102, knitted or crocheted (excluding those of heading no. 6104)",NMB,371,2,"3,094",1,"3,465",3,Final,,,,
201908,6102900009,"Coats; women's or girls' car-coats, capes, anoraks, wind-jackets and similar articles (except overcoats), of textile materials n.e.c. in heading no. 6102, knitted or crocheted (excluding those of heading no. 6104)",NMB,"4,314",30,69,2,"4,383",32,Final,,,,
201908,6103100019,"Suits; men's or boys', of synthetic fibres, knitted or crocheted",NMB,883,27,0,0,883,27,Final,,,,
201908,6103100029,"Suits; men's or boys', of textile materials (other than wool, fine animal hair or synthetic fibres), knitted or crocheted",NMB,"4,300",2,0,0,"4,300",2,Final,,,,
201908,6103220000,Ensembles; men's or boys'; of cotton; knitted or crocheted,NMB,691,20,0,0,691,20,Final,,,,
201908,6103290019,"Ensembles; men's or boys', of textile materials, (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted",NMB,0,0,"1,580",109,"1,580",109,Final,,,,
201908,6103310000,"Jackets and blazers; men's or boys', of wool or fine animal hair",NMB,"12,992",75,575,5,"13,567",80,Final,,,,
201908,6103320200,"Jackets and blazers; men's or boys', of cotton, knitted or crocheted",NMB,"1,147",29,25,1,"1,172",30,Final,,,,
201908,6103330200,"Jackets and blazers; men's or boys', of synthetic fibres, knitted or crocheted",NMB,146,3,"19,660",801,"19,806",804,Final,,,,
201908,6103390200,"Jackets and blazers; men's or boys', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted",NMB,"3,935",31,"1,147",14,"5,082",45,Final,,,,
201908,6103410011,"Trousers and breeches; men's or boys', of wool or fine animal hair, knitted or crocheted",NMB,0,0,"3,782",83,"3,782",83,Final,,,,
201908,6103410014,"Shorts; men's or boys', of wool or fine animal hair, knitted or crocheted",NMB,"1,765",221,665,20,"2,430",241,Final,,,,
201908,6103420201,"Trousers and breeches; men's or boys', of cotton, knitted or crocheted",NMB,"1,074",34,"15,637",924,"16,711",958,Final,,,,
201908,6103420208,"Shorts; men's or boys', of cotton, knitted or crocheted",NMB,"7,673",270,"5,219",349,"12,892",619,Final,,,,
201908,6103421200,"Overalls, bib and brace; men's or boys', of cotton, knitted or crocheted",NMB,0,0,631,26,631,26,Final,,,,
201908,6103430201,"Trousers and breeches; men's or boys', of synthetic fibres, knitted or crocheted",NMB,"92,829",559,"7,724",267,"100,553",826,Final,,,,
201908,6103430207,"Shorts; men's or boys', of synthetic fibres, knitted or crocheted",NMB,"8,422",576,"16,884","2,082","25,306","2,658",Final,,,,
201908,6103431800,"Bib and brace overalls; men's or boys', of synthetic fibres",NMB,"5,249",20,0,0,"5,249",20,Final,,,,
201908,6103490201,"Trousers and breeches; men's or boys', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted",NMB,"14,748",599,"1,842",38,"16,590",637,Final,,,,
201908,6103490203,"Shorts; men's or boys', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted",NMB,0,0,"4,263",222,"4,263",222,Final,,,,
201908,6103491200,"Overalls, bib and brace; men's or boys', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted",NMB,0,0,140,39,140,39,Final,,,,
201908,6104130200,"Suits; women's or girls', of synthetic fibres, knitted or crocheted",NMB,780,6,"8,804",347,"9,584",353,Final,,,,
201908,6104310200,"Jackets; women's or girls', of wool or fine animal hair, knitted or crocheted",NMB,"65,504",680,"1,547",27,"67,051",707,Final,,,,
201908,6104320200,"Jackets; women's or girls', of cotton, knitted or crocheted",NMB,"3,995",26,"8,658",329,"12,653",355,Final,,,,
201908,6104330200,"Jackets; women's or girls', of synthetic fibres, knitted or crocheted",NMB,"12,221",64,"56,596","2,474","68,817","2,538",Final,,,,
201908,6104390200,"Jackets; women's or girls', of textile materials, (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted",NMB,"2,129",13,"7,651",275,"9,780",288,Final,,,,
201908,6104410200,"Dresses; women's or girls', of wool or fine animal hair, knitted or crocheted",NMB,"1,664",23,"5,507",159,"7,171",182,Final,,,,
201908,6104420200,"Dresses; women's or girls', of cotton, knitted or crocheted",NMB,"7,166",148,"91,152","4,354","98,318","4,502",Final,,,,
201908,6104430200,"Dresses; women's or girls', of synthetic fibres, knitted or crocheted",NMB,"29,177",188,"105,137","3,016","134,314","3,204",Final,,,,
201908,6104440200,"Dresses; women's or girls', of artificial fibres, knitted or crocheted",NMB,78,1,"16,564",644,"16,642",645,Final,,,,
201908,6104490200,"Dresses; women's or girls', of textile materials, (other than wool or fine animal hair, cotton, synthetic or artificial fibres), knitted or crocheted",NMB,"8,234",57,"93,782","3,819","102,016","3,876",Final,,,,
201908,6104510200,"Skirts and divided skirts; women's or girls', of wool or fine animal hair, knitted or crocheted",NMB,0,0,"2,346",46,"2,346",46,Final,,,,
201908,6104520200,"Skirts and divided skirts; women's or girls', of cotton, knitted or crocheted",NMB,"4,418",141,"2,813",50,"7,231",191,Final,,,,
201908,6104530200,"Skirts and divided skirts; women's or girls', of synthetic fibres, knitted or crocheted",NMB,"11,426",82,"16,952",732,"28,378",814,Final,,,,
201908,6104590200,"Skirts and divided skirts; women's or girls', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted",NMB,"1,899",16,"3,269",79,"5,168",95,Final,,,,
201908,6104610212,"Trousers and breeches; women's or girls', of wool or fine animal hair, knitted or crocheted",NMB,"2,225",16,"16,784",302,"19,009",318,Final,,,,
201908,6104610214,"Shorts; women's or girls', of fine wool or animal hair, knitted or crocheted",NMB,0,0,"1,109",52,"1,109",52,Final,,,,
201908,6104610219,"Overalls, bib and brace; women's or girls', of wool or fine animal hair, knitted or crocheted",NMB,"10,174",24,"1,711",19,"11,885",43,Final,,,,
201908,6104620210,"Trousers and breeches; women's or girls', of cotton, knitted or crocheted",NMB,"1,383",22,"24,714","1,019","26,097","1,041",Final,,,,
201908,6104620215,"Shorts; women's or girls', of cotton, knitted or crocheted",NMB,0,0,"12,832",954,"12,832",954,Final,,,,
201908,6104620219,"Overalls, bib and brace; women's or girls', of cotton, knitted or crocheted",NMB,6,1,"2,763",306,"2,769",307,Final,,,,
201908,6104630211,"Trousers and breeches; women's or girls', of synthetic fibres, knitted or crocheted",NMB,"45,520",261,"67,983","3,165","113,503","3,426",Final,,,,
201908,6104630217,"Shorts; women's or girls', of synthetic fibres, knitted or crocheted",NMB,"1,233",47,"9,704","1,070","10,937","1,117",Final,,,,
201908,6104630219,"Overalls, bib and brace; women's or girls', of synthetic fibres, knitted or crocheted",NMB,0,0,"9,505",217,"9,505",217,Final,,,,
201908,6104690211,"Trousers and breeches; women's or girls', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted",NMB,"6,170",68,"22,676","2,094","28,846","2,162",Final,,,,
201908,6104690215,"Shorts; women's or girls', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted",NMB,157,3,"12,907",485,"13,064",488,Final,,,,
201908,6105100200,"Shirts; men's or boys', of cotton, knitted or crocheted, of sizes not exceeding 81cm chest measurement",NMB,442,56,321,41,763,97,Final,,,,
201908,6105101200,"Shirts; men's or boys', of cotton, knitted or crocheted, of sizes exceeding 81cm chest measurement",NMB,"4,412",267,"89,172","3,388","93,584","3,655",Final,,,,
201908,6105200200,"Shirts; men's or boys', of man-made fibres, knitted or crocheted, of sizes not exceeding 81cm chest measurement",NMB,"33,293","4,727",453,37,"33,746","4,764",Final,,,,
201908,6105201200,"Shirts; men's or boys', of man-made fibres, knitted or crocheted, of sizes exceeding 81cm chest measurement",NMB,"16,323",678,"39,599","4,306","55,922","4,984",Final,,,,
201908,6105901200,"Shirts; men's or boys', of textile materials (other than cotton or man-made fibres), knitted or crocheted, of sizes exceeding 81cm chest measurement",NMB,163,9,"12,398",482,"12,561",491,Final,,,,
201908,6106100200,"Blouses; women's or girls', of cotton, knitted or crocheted",NMB,"2,513",111,"18,564",664,"21,077",775,Final,,,,
201908,6106101200,"Shirts and shirt-blouses; women's or girls', of cotton, knitted or crocheted",NMB,"11,000",104,"46,021","3,232","57,021","3,336",Final,,,,
201908,6106200200,"Blouses; women's or girls', of man-made fibres, knitted or crocheted",NMB,0,0,"22,521","1,488","22,521","1,488",Final,,,,
201908,6106201200,"Shirts and shirt-blouses; women's or girls', of man-made fibres, knitted or crocheted",NMB,"46,807",957,"52,973","8,903","99,780","9,860",Final,,,,
201908,6106900200,"Blouses; women's or girls', of textile materials (other than cotton or man-made fibres), knitted or crocheted",NMB,0,0,"6,222",303,"6,222",303,Final,,,,
201908,6106901200,"Shirts and shirt-blouses; women's or girls', of textile materials (other than cotton or man-made fibres), knitted or crocheted",NMB,"4,398",215,"40,536","1,261","44,934","1,476",Final,,,,
201908,6107110200,"Underpants and briefs; men's or boys', of cotton, knitted or crocheted",NMB,2,1,"29,768","6,236","29,770","6,237",Final,,,,
201908,6107120200,"Underpants and briefs; men's or boys', of man-made fibres, knitted or crocheted",NMB,0,0,"30,170","3,664","30,170","3,664",Final,,,,
201908,6107190000,"Underpants and briefs; men's or boys'; of textile materials (other than cotton or man-made fibres), knitted or crocheted",NMB,42,2,"20,104","1,567","20,146","1,569",Final,,,,
201908,6107990210,"Bathrobes, dressing gowns and similar articles; men's or boys', of man-made fibres, knitted or crocheted",NMB,65,1,"10,239","1,611","10,304","1,612",Final,,,,
201908,6107990219,"Bathrobes, dressing gowns and similar articles; men's or boys', of textile materials (other than cotton or man-made fibres), knitted or crocheted",NMB,311,5,"22,795",995,"23,106","1,000",Final,,,,
201908,6108110200,"Slips and petticoats; women's or girls', of man-made fibres, knitted or crocheted",NMB,"1,424",8,"5,759",206,"7,183",214,Final,,,,
201908,6108190000,"Slips and petticoats; women's or girls', of textile materials (other than man-made fibres), knitted or crocheted",NMB,0,0,"12,436","1,069","12,436","1,069",Final,,,,
201908,6108210210,"Briefs and panties; women's or girls', of cotton, knitted or crocheted",NMB,429,15,"201,419","25,053","201,848","25,068",Final,,,,
201908,6108220210,"Briefs and panties; women's or girls', of man-made fibres, knitted or crocheted",NMB,"33,697",550,"132,388","21,657","166,085","22,207",Final,,,,
201908,6108290210,"Briefs and panties; women's or girls', of textile materials (other than cotton or man-made fibres), knitted or crocheted",NMB,11,1,"9,304",972,"9,315",973,Final,,,,
201908,6108310200,"Nightdresses and pyjamas; women's or girls', of cotton, knitted or crocheted",NMB,133,6,"10,743","1,081","10,876","1,087",Final,,,,
201908,6108320200,"Nightdresses and pyjamas; women's or girls', of man-made fibres, knitted or crocheted",NMB,0,0,"1,529",81,"1,529",81,Final,,,,
201908,6108390000,"Nightdresses and pyjamas; women's or girls', of textile materials (other than cotton or man-made fibres), knitted or crocheted",NMB,0,0,12,1,12,1,Final,,,,
201908,6108910200,"Negligees, bathrobes, dressing gowns and similar articles; women's or girls', of cotton, knitted or crocheted",NMB,26,1,"5,183",335,"5,209",336,Final,,,,
201908,6108920200,"Negligees, bathrobes, dressing gowns and similar articles; women's or girls', of man-made fibres, knitted or crocheted",NMB,"19,283",453,"127,172","5,689","146,455","6,142",Final,,,,
201908,6108990200,"Negligees, bathrobes, dressing gowns and similar articles; women's or girls', of textile materials (other than cotton or man-made fibres), knitted or crocheted",NMB,"1,127",45,"24,524","1,211","25,651","1,256",Final,,,,
201908,6109100200,"T-shirts; of cotton, knitted or crocheted, of sizes not exceeding 81cm chest measurement",NMB,124,3,"21,289","2,068","21,413","2,071",Final,,,,
201908,6109101200,"T-shirts; of cotton, knitted or crocheted, of sizes exceeding 81cm chest measurement",NMB,"49,380","3,723","395,383","43,974","444,763","47,697",Final,,,,
201908,6109102200,"Singlets and other vests; of cotton, knitted or crocheted",NMB,"4,160",105,"57,314","5,381","61,474","5,486",Final,,,,
201908,6109900200,"T-shirts; of textile materials (other than cotton), knitted or crocheted, of sizes not exceeding 81cm chest measurement",NMB,"1,267",53,"2,148",250,"3,415",303,Final,,,,
201908,6109901200,"T-shirts; of textile materials (other than cotton), knitted or crocheted, of sizes exceeding 81cm chest measurement",NMB,"166,013","8,018","424,255","26,593","590,268","34,611",Final,,,,
201908,6109902200,"Singlets and other vests; of textile materials (other than cotton), knitted or crocheted",NMB,"14,445",696,"126,860","8,500","141,305","9,196",Final,,,,
201908,6110110211,"Sweatshirts; knitted or crocheted, of wool",NMB,"35,274",337,"8,320",176,"43,594",513,Final,,,,
201908,6110110219,"Jerseys, pullovers, cardigans, waistcoats and similar articles; (excluding sweatshirts), knitted or crocheted, of wool",NMB,"264,931","3,268","343,613","8,268","608,544","11,536",Final,,,,
201908,6110120211,"Sweatshirts; knitted or crocheted, of fibres from kashmir (cashmere) goats",NMB,0,0,12,1,12,1,Final,,,,
201908,6110120219,"Jerseys, pullovers, cardigans, waistcoats and similar articles; (excluding sweatshirts), knitted or crocheted, of fibres from kashmir (cashmere) goats",NMB,0,0,"5,292",8,"5,292",8,Final,,,,
201908,6110190211,"Sweatshirts; knitted or crocheted, of fine animal hair other than that of kashmir (cashmere) goats",NMB,0,0,"1,560",20,"1,560",20,Final,,,,
201908,6110190219,"Jerseys, pullovers, cardigans, waistcoats and similar articles; (excluding sweatshirts), knitted or crocheted, of fine animal hair other than that of kashmir (cashmere) goats",NMB,"30,343",721,0,0,"30,343",721,Final,,,,
201908,6110200201,"Sweatshirts; of cotton, knitted or crocheted",NMB,"2,413",97,"63,885","1,939","66,298","2,036",Final,,,,
201908,6110200209,"Jerseys, pullovers, cardigans, waistcoats and similar articles; of cotton, knitted or crocheted, other than sweatshirts",NMB,"50,728",716,"1,660,687","33,691","1,711,415","34,407",Final,,,,
201908,6110300201,"Sweatshirts; of man-made fibres, knitted or crocheted",NMB,"5,358",212,"96,433","9,454","101,791","9,666",Final,,,,
201908,6110300209,"Jerseys, pullovers, cardigans, waistcoats and similar articles; of man-made fibres, knitted or crocheted, other than sweatshirts",NMB,"238,356","4,648","211,611","10,457","449,967","15,105",Final,,,,
201908,6110900201,"Sweatshirts; of textile materials (other than wool or fine animal hair, cotton or man-made fibres), knitted or crocheted",NMB,234,7,"23,897","1,300","24,131","1,307",Final,,,,
201908,6110900209,"Jerseys, pullovers, cardigans, waistcoats and similar articles; of textile materials (other than wool or fine animal hair, cotton or man-made fibres), knitted or crocheted, other than sweatshirts",NMB,"5,017",23,"49,919","2,739","54,936","2,762",Final,,,,
201908,6111200100,"Socks, ankle-socks and the like; babies', of cotton, knitted or crocheted",NPR,0,0,87,12,87,12,Final,,,,
201908,6111202205,"Dresses or gowns; babies', of cotton, knitted or crocheted",NMB,0,0,731,45,731,45,Final,,,,
201908,6111202211,"Nightgowns or pyjamas; babies', of cotton, knitted or crocheted",NMB,452,4,345,16,797,20,Final,,,,
201908,6111202225,"Shirts; babies', of cotton, knitted or crocheted",NMB,10,1,"122,117","19,165","122,127","19,166",Final,,,,
201908,6111202235,"Trousers or shorts; babies', of cotton, knitted or crocheted",NMB,"1,599",84,"41,220","5,049","42,819","5,133",Final,,,,
201908,6111202241,"Bibs and feeders; babies', of cotton, knitted or crocheted",NMB,0,0,330,300,330,300,Final,,,,
201908,6111202251,"Pilches; babies', of cotton, knitted or crocheted",NMB,0,0,"2,149",89,"2,149",89,Final,,,,
